skill,reader,adapter,modelname,timestamp,answer,data_id,dataset,question,context,answer_dataset
span-extraction,roberta-base,quoref,base,2023-01-25 06:13:18.995073, Charles,faae134c89ee5a60a4bcbde379f5f528571c0958,quoref,What is the first name of the person whose style of living was extravagant?,"Sandringham is recorded in the Domesday Book as ""sant-Dersingham"" and the land was awarded","{'answer_start': [959], 'text': ['Charles']}"
span-extraction,roberta-base,quoref,base,2023-01-25 06:13:19.785239, Mary,9f59789d0c8524b3dff3b458f92c6b1dd64e976f,quoref,What is the first name of Cowper's daughter?,"Sandringham is recorded in the Domesday Book as ""sant-Dersingham"" and the land was awarded","{'answer_start': [1426], 'text': ['Mary']}"
span-extraction,roberta-base,quoref,base,2023-01-25 06:13:20.592847, Charles Spencer Cowper,9078ae95a6b1491afdac917298198ddc2e40dc54,quoref,What is the full name of Mary Harriette's father?,"Sandringham is recorded in the Domesday Book as ""sant-Dersingham"" and the land was awarded","{'answer_start': [959], 'text': ['Charles Spencer Cowper']}"
span-extraction,roberta-base,quoref,base,2023-01-25 06:13:21.413241, Charles Spencer Cowper,da510615adb5367b5d55b196f33a86e16b6e3697,quoref,What is the full name of the person who was keen to sell the estate in the early 1860s?,"Sandringham is recorded in the Domesday Book as ""sant-Dersingham"" and the land was awarded","{'answer_start': [959], 'text': ['Charles Spencer Cowper']}"
span-extraction,roberta-base,quoref,base,2023-01-25 06:13:22.264286, John,cf563904cd9895ce78b05a124b53a97a893c2d63,quoref,"What is the first name of the person who was without heirs and bequeathed Sandringham, together with another Norfolk estate and a property in Surrey, to the third son of his close friend?","Sandringham is recorded in the Domesday Book as ""sant-Dersingham"" and the land was awarded","{'answer_start': [685], 'text': ['John']}"
span-extraction,roberta-base,quoref,base,2023-01-25 06:13:23.051373, John,8707f801bd805c97d6cd6c46743368994ed3ab60,quoref,What is the first name of the person who was close friends with Lamb?,"Sandringham is recorded in the Domesday Book as ""sant-Dersingham"" and the land was awarded","{'answer_start': [685], 'text': ['John']}"
span-extraction,roberta-base,quoref,base,2023-01-25 06:13:23.834633,<s>,525a50befc772a1295cf3fba535349ae98f06108,quoref,What is the first name of Lamb's son?,"Sandringham is recorded in the Domesday Book as ""sant-Dersingham"" and the land was awarded","{'answer_start': [959], 'text': ['Charles']}"
span-extraction,roberta-base,quoref,base,2023-01-25 06:13:24.626080, John,0dbc3730013fe964b5183caa03104548bceea4a3,quoref,What is the first name of the person whose son was a was a bachelor diplomat?,"Sandringham is recorded in the Domesday Book as ""sant-Dersingham"" and the land was awarded","{'answer_start': [878], 'text': ['Emily']}"
span-extraction,roberta-base,quoref,base,2023-01-25 06:13:25.378001, John,0f8d349baab91fba5a807c93a438f9ca6738eb70,quoref,What is the first name of the person whose estates Charles was succeeded?,"Sandringham is recorded in the Domesday Book as ""sant-Dersingham"" and the land was awarded","{'answer_start': [685], 'text': ['John']}"
span-extraction,roberta-base,quoref,base,2023-01-25 06:13:26.129203, Charles,ca73cdc97c8bb4cf60b2e0c42b85111fe0eb8d83,quoref,What is the first name of the person whose child died?,"Sandringham is recorded in the Domesday Book as ""sant-Dersingham"" and the land was awarded","{'answer_start': [959], 'text': ['Charles']}"
span-extraction,roberta-base,quoref,base,2023-01-25 06:13:26.891239, Charles,815dabf85b1aad5bc1047b1724039dbdba18505a,quoref,What is the first name of person who wanted to sell his estate in the early 1860s?,"Sandringham is recorded in the Domesday Book as ""sant-Dersingham"" and the land was awarded","{'answer_start': [959], 'text': ['Charles']}"
span-extraction,roberta-base,quoref,base,2023-01-25 06:13:27.669873, Cowper,9d7a0ad9a53e6566ecccefd41fcf1ae947e129f6,quoref,What is the last name of the person who based himself at Sandringham Hall?,"Sandringham is recorded in the Domesday Book as ""sant-Dersingham"" and the land was awarded","{'answer_start': [1238], 'text': ['Cowper']}"
span-extraction,roberta-base,quoref,base,2023-01-25 06:13:28.452036," Royal Estate of Sandringham,",caa3eff3bb618795ff30a76885940161add5a307,quoref,What is the full name of the estate bought at auction by a London merchant?,"Sandringham is recorded in the Domesday Book as ""sant-Dersingham"" and the land was awarded","{'answer_start': [579], 'text': ['Sandringham Hall']}"
span-extraction,roberta-base,quoref,base,2023-01-25 06:13:29.252990," John Motteux,",392915e318aa5afe5cc163a80ae57ab32d049614,quoref,What is the full name of the London merchant whose close friend was the wife of Lord Palmerston?,"Sandringham is recorded in the Domesday Book as ""sant-Dersingham"" and the land was awarded","{'answer_start': [685], 'text': ['John Motteux']}"
span-extraction,roberta-base,quoref,base,2023-01-25 06:13:30.035933," John Motteux,",681adde3cfa3cff20931eafd8eb9e0c17ca000a0,quoref,What is the full name of the third son of the wife of Lord Palmerston?,"Sandringham is recorded in the Domesday Book as ""sant-Dersingham"" and the land was awarded","{'answer_start': [959], 'text': ['Charles Spencer Cowper']}"
span-extraction,roberta-base,quoref,base,2023-01-25 06:13:30.835322," Cowper was a bachelor diplomat, resident in Paris. On succeeding to Motteux's estates, he sold the other properties and based himself at Sandringham. He undertook extensions to the hall, employing Samuel Sanders Teulon to add an elaborate porch and conservatory. Cowper's style of living was extravagant—he and his wife spent much of their time on the Continent—and within 10 years the estate was mortgaged for £89,000. The death of their only child, Mary Harriette, from cholera in 1854 led the couple to spend even more time abroad, mainly in Paris, and by the early 1860s Cowper",e2513987cc6dc2164f2bd6774a16a1dc85a2871a,quoref,What is the last name of the person who sold the other properties in Motteux's estates?,"Sandringham is recorded in the Domesday Book as ""sant-Dersingham"" and the land was awarded","{'answer_start': [1238], 'text': ['Cowper']}"
span-extraction,roberta-base,quoref,base,2023-01-25 06:13:31.647365, Cowper,3ee427d0ab8bd8d966fd10329f49f9d19916b5fb,quoref,What is the last name of the person who undertook extensions to the hall and employed Samuel Sanders Teulon?,"Sandringham is recorded in the Domesday Book as ""sant-Dersingham"" and the land was awarded","{'answer_start': [1238], 'text': ['Cowper']}"
span-extraction,roberta-base,quoref,base,2023-01-25 06:13:32.441684," Royal Estate of Sandringham,",69e9d10bae3f69746930a91abcfdd77256636ad3,quoref,"What is the full name of the estate that was mortgaged by Cowper for £89,000?","Sandringham is recorded in the Domesday Book as ""sant-Dersingham"" and the land was awarded","{'answer_start': [579], 'text': ['Sandringham Hall']}"
span-extraction,roberta-base,quoref,base,2023-01-25 06:13:33.275923," Sandringham,",56c459982e9349d3c6faad17ef7851f14911c50c,quoref,What were the other properties in the bequeathment of Motteux's estates that Charles Spencer Cowper sold on succeeding?,"Sandringham is recorded in the Domesday Book as ""sant-Dersingham"" and the land was awarded","{'answer_start': [791, 818], 'text': ['another Norfolk estate', 'a property in Surrey']}"
span-extraction,roberta-base,quoref,base,2023-01-25 06:13:34.111953," Royal Estate of Sandringham,",dddc3872b3513fa28f0da116a9afd9763daabfa1,quoref,What is the full name of the estate that Cowper was keen to sell by the early 1860s?,"Sandringham is recorded in the Domesday Book as ""sant-Dersingham"" and the land was awarded","{'answer_start': [579], 'text': ['Sandringham Hall']}"
span-extraction,roberta-base,quoref,base,2023-01-25 06:13:35.012993, Cowper's,b535a96a00a60fb165883634cfaba0c3edd2b100,quoref,"What is the last name of the person who, with his wife, spent much time on the Continent?","Sandringham is recorded in the Domesday Book as ""sant-Dersingham"" and the land was awarded","{'answer_start': [1238], 'text': ['Cowper']}"
span-extraction,roberta-base,quoref,base,2023-01-25 06:13:36.077171," Sandringham was modelled on an example from Rumpelheim, Germany. In 1891, during preparations for the Prince of Wales's fiftieth birthday, a serious fire broke out when maids lit all the fires in the second-floor bedrooms to warm them in advance of the Prince's arrival. Edis was recalled to undertake rebuilding and further construction. As he had with the Bachelors' Wing, Edis tried to harmonise these additions with Humbert's house by following the original Jacobethan style, and by using matching brickwork and Ketton stone.The house was up to date in its facilities, the modern kitchens and lighting running on gas from the estate's own plant and water being supplied from the Appleton Water Tower, constructed at the highest point on the estate. The tower was designed in an Italianate style by Robert Rawlinson, and Alexandra laid the foundation stone in 1877. The Prince's efforts as a country gentleman were approved by the press of the day; a contemporary newspaper expressed a wish to ""Sandringhamize Marlborough House",5693259ce5b0f8fe4e4358e49766e19a96bcbd4f,quoref,What was the name of the house where Appleton Water Tower was built?,"Within a decade, the house was again found to be too small, and in 1883 a new extension, t","{'answer_start': [1369], 'text': ['Sandringhamize Marlborough House']}"
span-extraction,roberta-base,quoref,base,2023-01-25 06:13:37.102113,<s>,331002b5dbec06f5258db86975f6c60267518c18,quoref,What was the Prince of Wales' last name?,"Within a decade, the house was again found to be too small, and in 1883 a new extension, t","{'answer_start': [791], 'text': ['Humbert']}"
span-extraction,roberta-base,quoref,base,2023-01-25 06:13:38.100127," Trentham Hall,",22a4e3a80175faf6627ba823a58ff82cb204b354,quoref,Where was the person who built the billiard room from?,"Within a decade, the house was again found to be too small, and in 1883 a new extension, t","{'answer_start': [146], 'text': ['Norfolk']}"
span-extraction,roberta-base,quoref,base,2023-01-25 06:13:39.132269, Colonel R. W. Edis.,783c9e72eada1dcd7225916f3532b4015d4980c3,quoref,What is the full name of the person who was the head of the rebuilding efforts?,"Within a decade, the house was again found to be too small, and in 1883 a new extension, t","{'answer_start': [165], 'text': ['Colonel R. W. Edis']}"
span-extraction,roberta-base,quoref,base,2023-01-25 06:13:40.183655,"<s>What is the first name of the person who created a new time zone?</s></s>Within a decade, the house was again found to be too small, and in 1883 a new extension, the Bachelors' Wing, was constructed to the designs of a Norfolk architect, Colonel R. W. Edis. Edis also built a new billiard room and converted the old conservatory into a bowling alley. The Prince of Wales had been impressed by one he had seen at Trentham Hall, and the alley at Sandringham was modelled on an example from Rumpelheim, Germany. In 1891, during preparations for the Prince of Wales's fiftieth birthday, a serious fire broke out when maids lit all the fires in the second-floor bedrooms to warm them in advance of the Prince's arrival. Edis was recalled to undertake rebuilding and further construction. As he had with the Bachelors' Wing, Edis tried to harmonise these additions with Humbert's house by following the original Jacobethan style, and by using matching brickwork and Ketton stone.The house was up to date in its facilities, the modern kitchens and lighting running on gas from the estate's own plant and water being supplied from the Appleton Water Tower, constructed at the highest point on the estate. The tower was designed in an Italianate style by Robert Rawlinson, and Alexandra laid the foundation stone in 1877. The Prince's efforts as a country gentleman were approved by the press of the day; a contemporary newspaper expressed a wish to ""Sandringhamize Marlborough House – as a landlord, agriculturist and country gentleman, the Prince sets an example which might be followed with advantage"".The royal couple's developments at Sandringham were not confined to the house; over the course of their occupation, the wider estate was also transformed. Ornamental and kitchen gardens were established, employing over 100 gardeners at their peak. Many estate buildings were constructed, including cottages for staff, kennels, a school, a rectory and a staff clubhouse, the Babingley. Edward",c48e8ec8c193923cc0a7c29d9e29a686f0fdefc7,quoref,What is the first name of the person who created a new time zone?,"Within a decade, the house was again found to be too small, and in 1883 a new extension, t","{'answer_start': [1908], 'text': ['Edward']}"
span-extraction,roberta-base,quoref,base,2023-01-25 06:13:41.281079,<s>,93a83f86e87e027e4360e3c660949d85dbb6f498,quoref,What is the first name of the person who wanted a bowling alley after seeing one at Trentham Hall?,"Within a decade, the house was again found to be too small, and in 1883 a new extension, t","{'answer_start': [1908], 'text': ['Edward']}"
span-extraction,roberta-base,quoref,base,2023-01-25 06:13:42.284906, Edward VIII,aca00ec027aad9e7dfac2ad9af3c203a0e2c9372,quoref,What is the full name of the person who ended the tradition of Sandringham Time begun by his grandfather?,"On the night of his father's death, Edward VIII summarily ordered that the clocks at Sandr","{'answer_start': [36], 'text': ['Edward VIII']}"
span-extraction,roberta-base,quoref,base,2023-01-25 06:13:43.327729, Edward VIII,d10e18d1bc6f0c44504f528e6ad8ac83194d24af,quoref,What is the full name of the person who described a typical dinner at the house in a letter to his then mistress?,"On the night of his father's death, Edward VIII summarily ordered that the clocks at Sandr","{'answer_start': [36], 'text': ['Edward VIII']}"
span-extraction,roberta-base,quoref,base,2023-01-25 06:13:44.359230, Edward,35f9460e07fc449c37af902f72a6fef23ebdfd0e,quoref,What is the first name of the person who just couldn't imagine how people could get themselves into the pompous secluded and monotonous groove?,"On the night of his father's death, Edward VIII summarily ordered that the clocks at Sandr","{'answer_start': [36], 'text': ['Edward']}"
span-extraction,roberta-base,quoref,base,2023-01-25 06:13:45.390725," Edward VIII summarily ordered that the clocks at Sandringham be returned to Greenwich Mean Time, ending the tradition of Sandringham Time begun by his grandfather over 50 years earlier. Edward had rarely enjoyed his visits to Sandringham, either in his father's time or that of his grandfather. He described a typical dinner at the house in a letter to his then mistress Freda Dudley Ward, dated 26 December 1919; ""it's too dull and boring for words. Christ how any human beings can ever have got themselves into this pompous secluded and monotonous groove I just can't imagine"". In another letter, evenings at the ""big house"" – Edward",5a2a1876872cafa8577772ec48241933a8145a11,quoref,"What is the first name of the person whose brothers were each left £750,000?","On the night of his father's death, Edward VIII summarily ordered that the clocks at Sandr","{'answer_start': [36], 'text': ['Edward']}"
span-extraction,roberta-base,quoref,base,2023-01-25 06:13:46.410972, Edward,6c79e5b04b11755674100d22395bd4b519d3e7ba,quoref,What is the first name of the person who was prevented from selling the late King's personal possessions?,"On the night of his father's death, Edward VIII summarily ordered that the clocks at Sandr","{'answer_start': [665], 'text': ['Edward']}"
span-extraction,roberta-base,quoref,base,2023-01-25 06:13:47.408352, Edward,f4581a3cf2853d1112232d3394bebf66e12b0d98,quoref,"What is the first name of the person whose inheritance was described as ""the Kingship without the cash?""","On the night of his father's death, Edward VIII summarily ordered that the clocks at Sandr","{'answer_start': [947], 'text': ['Edward']}"
span-extraction,roberta-base,quoref,base,2023-01-25 06:13:48.414495,Edward's,59ade7bf5cb6dd8d6922db4930c2c790be156f20,quoref,What is the first name of the person whose immediate concern was focus on the expense associated with running his late father's private homes?,"On the night of his father's death, Edward VIII summarily ordered that the clocks at Sandr","{'answer_start': [36], 'text': ['Edward']}"
span-extraction,roberta-base,quoref,base,2023-01-25 06:13:49.429101,Edward,5fb2fd1de1eb82b353e7837d00afe4a5e4b8a9ec,quoref,"What is the first name of the person who described Sandringham as a ""voracious white elephant?""","On the night of his father's death, Edward VIII summarily ordered that the clocks at Sandr","{'answer_start': [36], 'text': ['Edward']}"
span-extraction,roberta-base,quoref,base,2023-01-25 06:13:50.414298,Edward's,991221d28e2b88e5ce7af1c20d37365ec91e6b51,quoref,What is the first name of the person who was George's brother?,"On the night of his father's death, Edward VIII summarily ordered that the clocks at Sandr","{'answer_start': [36], 'text': ['Edward']}"
span-extraction,roberta-base,quoref,base,2023-01-25 06:13:51.388620,Edward,e0cc4c9db10494f5578bcb3fd98cd7ea9ac91b2e,quoref,What is the first name of the person who asked his brother George to undertake a review of the management of the estate?,"On the night of his father's death, Edward VIII summarily ordered that the clocks at Sandr","{'answer_start': [36], 'text': ['Edward']}"
span-extraction,roberta-base,quoref,base,2023-01-25 06:13:52.363926, Queen Elizabeth II's,2ce4cd99eb4610b49ec341d8d71f83ae3c447c2e,quoref,What is the full name of the person whose last three predecessors set the tradition for celebrating Christmas at Sandringham that she follows?,"Since King George VI's death, Queen Elizabeth II's custom has been to spend the anniversar","{'answer_start': [30], 'text': ['Queen Elizabeth II']}"
span-extraction,roberta-base,quoref,base,2023-01-25 06:13:53.364663, inheritance tax,29dcce2c2a9ae3dfd9c830247d24aa9ee2cbdbe7,quoref,What is the name of that which was having a deleterious effect on other country estates?,"Since King George VI's death, Queen Elizabeth II's custom has been to spend the anniversar","{'answer_start': [509], 'text': ['inheritance tax']}"
span-extraction,roberta-base,quoref,base,2023-01-25 06:13:54.276030, Queen Elizabeth II's,169909eac21fdbc6308c6d278cde408fde6413c8,quoref,What is the full name of the person whose husband was the Duke of Edinburgh?,"Since King George VI's death, Queen Elizabeth II's custom has been to spend the anniversar","{'answer_start': [30], 'text': ['Queen Elizabeth II']}"
span-extraction,roberta-base,quoref,base,2023-01-25 06:13:55.205352," Clarissa,",a4377464922ddeeae68beeefa92a8c0b5e161ffc,quoref,"What are the first names of the two individuals who reportedly arrived into the hall at Sandringham, where everyone was looking at the television?","Since King George VI's death, Queen Elizabeth II's custom has been to spend the anniversar","{'answer_start': [1062, 1102], 'text': ['Anthony', 'Clarissa']}"
span-extraction,roberta-base,quoref,base,2023-01-25 06:13:55.979720, Chuck Norris',8add6745b3aed44336aab2af8a77e5f7beab6866,quoref,What is the full name of the person that the asthmatic boy hopes to battle as a sidekick?,"Barry Gabrewski is an asthmatic boy who lives with his widowed father, Jerry Gabrewski, in","{'answer_start': [281], 'text': ['Randy Cellini']}"
span-extraction,roberta-base,quoref,base,2023-01-25 06:13:56.802115, Kelly Stone,1fcf326376f9416ef9bcbca1f63913f656b3d1d1,quoref,What is the full name of the person that the asthmatic boy hopes to save with Chuck Norris?,"Barry Gabrewski is an asthmatic boy who lives with his widowed father, Jerry Gabrewski, in","{'answer_start': [296], 'text': ['Noreen Chan']}"
span-extraction,roberta-base,quoref,base,2023-01-25 06:13:57.619552, Noreen's,b3715ece1f8582ad9116faacd147fc8f194d337a,quoref,What is the first name of the person that the man who trains the asthmatic boy the uncle of?,"Barry Gabrewski is an asthmatic boy who lives with his widowed father, Jerry Gabrewski, in","{'answer_start': [296], 'text': ['Noreen']}"
span-extraction,roberta-base,quoref,base,2023-01-25 06:13:58.445338,Barry Gabrewski,faa09143dd5325d964dce0dce010843957f4df9a,quoref,What is the full name of the person that the team recruits as the fourth member?,"Barry Gabrewski is an asthmatic boy who lives with his widowed father, Jerry Gabrewski, in","{'answer_start': [154], 'text': ['Chuck Norris']}"
span-extraction,roberta-base,quoref,base,2023-01-25 06:13:59.426586,RCA,41e0490994f1119e71163847f6981ff21a0a577a,quoref,What is the name of the record label that marketed 3 of Hearts and their album to a younger listener?,"3 of Hearts members Blaire Stroud, Katie McNeill, and Deserea Wasdin first performed toget","{'answer_start': [752], 'text': ['RCA Nashville']}"
span-extraction,roberta-base,quoref,base,2023-01-25 06:14:00.317951, Dreamcatcher Management Co.;,c3fc358a090aec30807ee6d70158442fe8293391,quoref,What is the full name of Rogers' company Kragen claims rejected 3 of Hearts?,"3 of Hearts members Blaire Stroud, Katie McNeill, and Deserea Wasdin first performed toget","{'answer_start': [1737], 'text': ['Dreamcatcher Management']}"
span-extraction,roberta-base,quoref,base,2023-01-25 06:14:01.208806, Kenny Rogers,0d915bb17e638f5a6016716b6d31a1206e67fd38,quoref,What is the full name of the person from whose company Kragen allegedly poached 3 of Hearts?,"3 of Hearts members Blaire Stroud, Katie McNeill, and Deserea Wasdin first performed toget","{'answer_start': [1611], 'text': ['Kenny Rogers']}"
span-extraction,roberta-base,quoref,base,2023-01-25 06:14:01.905485, Erlewine,ec34dd8b073f62d8191b1860542e501ad881c607,quoref,What is the last name of the person who positively compared the trio's vocals to those of the American band Rascal Flatts?,3 of Hearts' vocals and image received praise from music critics following the album's rel,"{'answer_start': [346], 'text': ['Erlewine']}"
span-extraction,roberta-base,quoref,base,2023-01-25 06:14:02.605359, 3 of Hearts,75e5a2b385e1f627dc72f4e9ae3b9f0201750860,quoref,"What is the name of the album MacIntosh negatively referenced as manufactured, describing its content as ""impersonal, yet functional, songs""?",3 of Hearts' vocals and image received praise from music critics following the album's rel,"{'answer_start': [851], 'text': ['3 of Hearts']}"
span-extraction,roberta-base,quoref,base,2023-01-25 06:14:03.291753, MacIntosh,89b3e893afe8cb08067ebd0030369225b231254c,quoref,What is the last name of the person who responded negatively to the lack of attitude in the group's voices?,3 of Hearts' vocals and image received praise from music critics following the album's rel,"{'answer_start': [964], 'text': ['MacIntosh']}"
span-extraction,roberta-base,quoref,base,2023-01-25 06:14:03.991685, 3 of Hearts,bf9a46a91e41aec0e307458689aa91bb1aae2ae3,quoref,"What is the name of the album whose content was panned by Roland, who specifically criticized its ""bright but shallow declarations of puppy love""?",3 of Hearts' vocals and image received praise from music critics following the album's rel,"{'answer_start': [851], 'text': ['3 of Hearts']}"
span-extraction,roberta-base,quoref,base,2023-01-25 06:14:04.718084," Roland,",a9131d4d6826db1c1f3ef8354828a017eda997cf,quoref,"What is the last name of the person who said 3 of Hearts' vocals had ""none of the life experience that has been a traditional hallmark of country recordings""?",3 of Hearts' vocals and image received praise from music critics following the album's rel,"{'answer_start': [1226], 'text': ['Roland']}"
span-extraction,roberta-base,quoref,base,2023-01-25 06:14:05.368868," Gia Matteo,",163a8f3d88e9f2fd7db6ed2e7140f4ab815beea8,quoref,What is the full name of the person that Ana forces to stop flirting with Christian?,Newlyweds Christian and Anastasia are forced to cut their honeymoon short and return home ,"{'answer_start': [457], 'text': ['Gia Matteo']}"
span-extraction,roberta-base,quoref,base,2023-01-25 06:14:06.041461," Anastasia are forced to cut their honeymoon short and return home after receiving news of a break-in at Christian's corporate headquarters. Some computer files were stolen and security camera tapes identify the perpetrator as Jack Hyde, Ana's former boss who was fired for sexual assault. Meanwhile, Ana is introduced to her new personal security team.
Christian surprises Ana with a new house and has hired an attractive architect, Gia Matteo, to rebuild it. Ana is annoyed when Gia openly flirts with Christian in Ana's presence. Ana privately threatens to fire Gia if she continues her flirting, forcing her to stop.
When Christian is away on a business trip, Ana disregards his wishes that she stay at home, and meets her friend, Kate Kavanagh,",8ed27b4bfbca6460aa42a5f60253e80a07106120,quoref,What is the full first name of the woman who demands more freedom from Christian?,Newlyweds Christian and Anastasia are forced to cut their honeymoon short and return home ,"{'answer_start': [24], 'text': ['Anastasia']}"
span-extraction,roberta-base,quoref,base,2023-01-25 06:14:06.794877," Kavanagh,",4048e2856b58ddc3a32a66201e9c6dfc3fd2d7c7,quoref,What is the last name of the person who believes that Elliot is having an affair with Gia?,Newlyweds Christian and Anastasia are forced to cut their honeymoon short and return home ,"{'answer_start': [763], 'text': ['Kavanagh']}"
span-extraction,roberta-base,quoref,base,2023-01-25 06:14:07.595679," Kate Kavanagh,",0746759889213280b2a6df45cad34617de0d5d9a,quoref,What is the full name of the person who suspects Elliot is having an affair?,Newlyweds Christian and Anastasia are forced to cut their honeymoon short and return home ,"{'answer_start': [758], 'text': ['Kate Kavanagh']}"
span-extraction,roberta-base,quoref,base,2023-01-25 06:14:08.445202," Kate Kavanagh,",5383a2dce43a22e7895bcdf550eb9d08edbf7516,quoref,What is the full name of Elliot's business associate?,Newlyweds Christian and Anastasia are forced to cut their honeymoon short and return home ,"{'answer_start': [457], 'text': ['Gia Matteo']}"
