skill,reader,adapter,modelname,timestamp,answer,logits_answer,data_id,dataset,question,context,choices,answer_dataset
multiple-choice,roberta-base,quail,quant_onnx_opt,2023-01-24 16:59:20.120451,Multiple days.,[[ 2.620631    0.79702044 -1.3152483   2.0142963 ]],f142_15,quail,How long did it take for Barry to finish his chapter?,Larry sat down at his laptop and logged in as Barry Undermine to complete another chapter ,"['Multiple days.', 'The whole day.', 'not enough information', 'A few minutes.']",The whole day.
multiple-choice,roberta-base,quail,quant_onnx_opt,2023-01-24 16:59:26.387067,a couple hours,[[ 1.7766751   0.6870954  -1.0862409  -0.75098836]],f142_16,quail,How much time it probably took Larry to finish writing the novel?,Larry sat down at his laptop and logged in as Barry Undermine to complete another chapter ,"['a couple hours', 'a couple seconds', 'a week', 'not enough information']",a couple hours
multiple-choice,roberta-base,quail,quant_onnx_opt,2023-01-24 16:59:32.786984,Waiting for a feedback,[[-1.5292927  2.6540465  2.6240811  0.24887  ]],f142_17,quail,"After the end of the story, Larry:",Larry sat down at his laptop and logged in as Barry Undermine to complete another chapter ,"['not enough information', 'Waiting for a feedback', 'Calling Erin', 'Starts writing a new movie']",Waiting for a feedback
multiple-choice,roberta-base,quail,quant_onnx_opt,2023-01-24 16:59:39.765563,He wanted to go fishing.,[[4.5926642 4.747554  4.6758947 0.5199747]],f143_0,quail,Why was the principal upset?,"It was about 7:00 PM, and pitch black. As far as Larry could tell, there was no moonlight ","['Because it was warm for February.', 'He wanted to go fishing.', 'Jim took the kids out of school to go fishing.', 'not enough information']",Jim took the kids out of school to go fishing.
multiple-choice,roberta-base,quail,quant_onnx_opt,2023-01-24 16:59:47.226635,At Jim's home.,[[2.0514147  4.4038553  3.084147   0.30308175]],f143_1,quail,Where is this scene taking place?,"It was about 7:00 PM, and pitch black. As far as Larry could tell, there was no moonlight ","['Near Lake Texoma.', ""At Jim's home."", 'At the school.', 'not enough information']",Near Lake Texoma.
multiple-choice,roberta-base,quail,quant_onnx_opt,2023-01-24 16:59:54.388736,He puts a lot of value on education.,[[4.041029  0.9915831 4.0516896 4.9245796]],f143_2,quail,What is probably true about Jim?,"It was about 7:00 PM, and pitch black. As far as Larry could tell, there was no moonlight ","['He disagrees with Barb a lot.', 'not enough information', 'He thinks there is more to life than school.', 'He puts a lot of value on education.']",He thinks there is more to life than school.
multiple-choice,roberta-base,quail,quant_onnx_opt,2023-01-24 17:00:03.055763,Before they went fishing.,[[4.9755564 1.1642597 0.5459896 5.3319063]],f143_3,quail,When Larry and Jim met?,"It was about 7:00 PM, and pitch black. As far as Larry could tell, there was no moonlight ","['After Jim came to talk to him.', 'While Larry was doing his BBQ.', 'not enough information', 'Before they went fishing.']",After Jim came to talk to him.
multiple-choice,roberta-base,quail,quant_onnx_opt,2023-01-24 17:00:10.135836,Will return home.,[[-2.28584    3.8705294  2.479277   3.353018 ]],f143_4,quail,"Immediately after this story ends, Larry","It was about 7:00 PM, and pitch black. As far as Larry could tell, there was no moonlight ","['Will stop fishing', 'Will return home.', 'not enough information', 'Will continue fishing']",Will continue fishing
multiple-choice,roberta-base,quail,quant_onnx_opt,2023-01-24 17:00:16.674989,Jim,[[4.2369885 2.9618187 1.3655117 2.9437923]],f143_5,quail,Who says there needs to be balance in life?,"It was about 7:00 PM, and pitch black. As far as Larry could tell, there was no moonlight ","['Jim', 'Barb', 'not enough information', 'Larry']",Jim
multiple-choice,roberta-base,quail,quant_onnx_opt,2023-01-24 17:00:23.096653,Squirrel,[[3.1451685  3.4625401  0.40640453 2.3948884 ]],f143_6,quail,What was Larry cooking?,"It was about 7:00 PM, and pitch black. As far as Larry could tell, there was no moonlight ","['Fish', 'Squirrel', 'not enough information', 'Deer']",not enough information
multiple-choice,roberta-base,quail,quant_onnx_opt,2023-01-24 17:00:29.248920,Jim.,[[2.556729   5.3895116  0.91949964 6.350026  ]],f143_7,quail,Who said that something smells good?,"It was about 7:00 PM, and pitch black. As far as Larry could tell, there was no moonlight ","['Barb.', 'Larry.', 'not enough information', 'Jim.']",Jim.
multiple-choice,roberta-base,quail,quant_onnx_opt,2023-01-24 17:00:35.886650,Because Jim is a large man.,[[ 3.6442049  4.2356787 -1.0947647  5.252194 ]],f143_8,quail,Why did Larry jump?,"It was about 7:00 PM, and pitch black. As far as Larry could tell, there was no moonlight ","['Because he caught a fish.', 'Because he heard a loud voice in the darkness.', 'not enough information', 'Because Jim is a large man.']",Because he heard a loud voice in the darkness.
multiple-choice,roberta-base,quail,quant_onnx_opt,2023-01-24 17:00:42.515657,He is not hungry,[[ 0.6081667   3.960894   -0.03992778  2.954906  ]],f143_9,quail,What is Larry having for dinner?,"It was about 7:00 PM, and pitch black. As far as Larry could tell, there was no moonlight ","['not enough information', 'He is not hungry', 'Pizza', 'BBQ']",BBQ
multiple-choice,roberta-base,quail,quant_onnx_opt,2023-01-24 17:00:49.131994,One day.,[[3.9572182 2.1357782 3.312226  0.6760335]],f143_10,quail,How long is Jim's fishing trip likely to be?,"It was about 7:00 PM, and pitch black. As far as Larry could tell, there was no moonlight ","['One day.', 'not enough information', 'Three days.', 'Five days.']",Three days.
multiple-choice,roberta-base,quail,quant_onnx_opt,2023-01-24 17:00:55.835387,After the fishing trip.,[[1.3502524  0.68716073 3.912983   4.112312  ]],f143_11,quail,When did Jim talk with the principal?,"It was about 7:00 PM, and pitch black. As far as Larry could tell, there was no moonlight ","['Before the fishing trip.', 'not enough information', 'During the fishing trip.', 'After the fishing trip.']",Before the fishing trip.
multiple-choice,roberta-base,quail,quant_onnx_opt,2023-01-24 17:01:02.513182,Fourteen.,[[-1.185101    1.0814614   0.6425004   0.86618257]],f143_12,quail,How old is Jim's oldest son?,"It was about 7:00 PM, and pitch black. As far as Larry could tell, there was no moonlight ","['Sixteen.', 'Fourteen.', 'Fifteen.', 'not enough information']",not enough information
multiple-choice,roberta-base,quail,quant_onnx_opt,2023-01-24 17:01:09.160758,An 8 pound largemouth bass.,[[3.4459443 1.3214623 1.1671942 2.584751 ]],f143_13,quail,What did Jim catch earlier in the day?,"It was about 7:00 PM, and pitch black. As far as Larry could tell, there was no moonlight ","['An 8 pound largemouth bass.', 'not enough information', 'A 4 pound trout.', 'A 16 pound salmon.']",An 8 pound largemouth bass.
multiple-choice,roberta-base,quail,quant_onnx_opt,2023-01-24 17:01:15.626421,One day,[[ 0.7329687   1.1696552  -0.27379826  1.2116054 ]],f143_14,quail,The boys probably missed this many days of school to go fishing:,"It was about 7:00 PM, and pitch black. As far as Larry could tell, there was no moonlight ","['Seven days', 'not enough information', 'Thirty days', 'One day']",One day
multiple-choice,roberta-base,quail,quant_onnx_opt,2023-01-24 17:01:22.342895,He will invite Jim and his family to eat with him.,[[ 5.878937   4.1993637  3.9684255 -0.2791862]],f143_15,quail,What will Larry do next?,"It was about 7:00 PM, and pitch black. As far as Larry could tell, there was no moonlight ","['He will invite Jim and his family to eat with him.', 'He will tell Jim that his wife is pretty.', 'He will tell Jim to stop talking.', 'not enough information']",He will invite Jim and his family to eat with him.
multiple-choice,roberta-base,quail,quant_onnx_opt,2023-01-24 17:01:28.791878,Jim's.,[[4.889166  2.32211   2.6322668 5.1628494]],f143_16,quail,Who's eyes had adjusted to the lamp?,"It was about 7:00 PM, and pitch black. As far as Larry could tell, there was no moonlight ","[""Larry's."", ""The principal's."", 'not enough information', ""Jim's.""]",Larry's.
multiple-choice,roberta-base,quail,quant_onnx_opt,2023-01-24 17:01:35.219172,Jim,[[5.9155717 1.4349233 4.711703  1.2421958]],f143_17,quail,Who caught an 8 pound bass?,"It was about 7:00 PM, and pitch black. As far as Larry could tell, there was no moonlight ","['Jim', 'not enough information', 'Larry', 'The principal']",Jim
multiple-choice,roberta-base,quail,quant_onnx_opt,2023-01-24 17:01:41.666418,after he met Larry.,[[ 0.57156336 -0.99169624  2.8025918  -0.08380473]],f143_18,quail,When Jim went fishing:,"It was about 7:00 PM, and pitch black. As far as Larry could tell, there was no moonlight ","['a week prior.', 'earlier that day.', 'after he met Larry.', 'not enough information']",earlier that day.
multiple-choice,roberta-base,quail,quant_onnx_opt,2023-01-24 17:01:47.353620,While travelling from Plano to the cabin.,[[-0.9718125   0.36631632  2.2748256   1.7217704 ]],f144_0,quail,When Erin looked at Larry's laptop:,It took Erin an hour and forty-five minutes to drive from their half-million dollar home i,"['not enough information', 'When she arrived at the cabin.', 'While travelling from Plano to the cabin.', 'Before she left her home in Plano.']",When she arrived at the cabin.
multiple-choice,roberta-base,quail,quant_onnx_opt,2023-01-24 17:01:53.529407,she is frustrated with him,[[ 2.7077355  -0.15932694  3.0919924  -2.2347484 ]],f144_1,quail,how does Erin probably feel about Larry?,It took Erin an hour and forty-five minutes to drive from their half-million dollar home i,"['she is still attracted to him', 'like he will eventually get published', 'she is frustrated with him', 'not enough information']",she is frustrated with him
multiple-choice,roberta-base,quail,quant_onnx_opt,2023-01-24 17:01:59.313909,Working on her newest book,[[-0.53158176  2.6842973  -1.3440564   1.7384179 ]],f144_2,quail,What did Erin enjoy doing most nights?,It took Erin an hour and forty-five minutes to drive from their half-million dollar home i,"['Fishing at the lake', 'Working on her newest book', 'not enough information', 'Partying with her friends']",Partying with her friends
multiple-choice,roberta-base,quail,quant_onnx_opt,2023-01-24 17:02:05.343521,She will be a great author someday.,[[ 2.7190986 -0.8794613  0.8704574 -3.1795793]],f144_3,quail,What is probably true about Erin?,It took Erin an hour and forty-five minutes to drive from their half-million dollar home i,"['She will be a great author someday.', 'She lives in an expencive house.', 'She is a supportive girlfriend.', 'not enough information']",She lives in an expencive house.
multiple-choice,roberta-base,quail,quant_onnx_opt,2023-01-24 17:02:11.215362,He does his best writing there,[[-2.7126324 -1.9659159  3.6483967 -2.1243713]],f144_4,quail,Why is Larry at the fish camp?,It took Erin an hour and forty-five minutes to drive from their half-million dollar home i,"['He wanted to surprise his girlfriend', 'He was invited to the party', 'He does his best writing there', 'not enough information']",He does his best writing there
multiple-choice,roberta-base,quail,quant_onnx_opt,2023-01-24 17:02:16.866429,Because Larry did his writing there.,[[ 2.0759706  1.0656935  4.542735  -1.4844445]],f144_5,quail,Why did Erin hate the cabin?,It took Erin an hour and forty-five minutes to drive from their half-million dollar home i,"['Because it smelled like dead fish.', 'Because it was far from Plano.', 'Because Larry did his writing there.', 'not enough information']",Because it smelled like dead fish.
multiple-choice,roberta-base,quail,quant_onnx_opt,2023-01-24 17:02:22.575720,a publishing agent,[[-3.4702795   0.6294043  -0.15577376 -2.2087305 ]],f144_6,quail,Who is the guy at the fish camp?,It took Erin an hour and forty-five minutes to drive from their half-million dollar home i,"[""Larry's school friend"", 'a publishing agent', 'the girls boyfriend', 'not enough information']",not enough information
multiple-choice,roberta-base,quail,quant_onnx_opt,2023-01-24 17:02:28.317472,Larry is not a good writer,[[ 2.7042713 -1.7417713  1.736531   4.5499787]],f144_7,quail,Erin belives that:,It took Erin an hour and forty-five minutes to drive from their half-million dollar home i,"['Driving at night is dangerous.', 'not enough information', ""Larry's pipe smoking is making him ill."", 'Larry is not a good writer']",Larry is not a good writer
multiple-choice,roberta-base,quail,quant_onnx_opt,2023-01-24 17:02:34.378480,Why he was looking up a girl from high school on his lap top.,[[ 2.2225044 -1.6752005  0.9472712 -2.2821918]],f144_8,quail,Larry plans to explain to Erin:,It took Erin an hour and forty-five minutes to drive from their half-million dollar home i,"['Why he was looking up a girl from high school on his lap top.', 'How he plans to clean up the cabin.', 'When he expects to get a viable book contract.', 'not enough information']",Why he was looking up a girl from high school on his lap top.
multiple-choice,roberta-base,quail,quant_onnx_opt,2023-01-24 17:02:40.354971,when Erin got out of the car,[[-2.2500968  -0.10297593 -0.5367948  -3.1285427 ]],f144_9,quail,When did the door slam?,It took Erin an hour and forty-five minutes to drive from their half-million dollar home i,"['not enough information', 'when Erin got out of the car', 'when Erin got to the fish camp', 'when Erin left the party']",when Erin got to the fish camp
multiple-choice,roberta-base,quail,quant_onnx_opt,2023-01-24 17:02:46.195668,Near the Plato,[[ 1.432941   -2.5665154  -2.6271217   0.27232802]],f144_10,quail,Where is the camp located?,It took Erin an hour and forty-five minutes to drive from their half-million dollar home i,"['Near the Plato', 'not enough information', 'Near the lake Tahoma', 'Near his old school']",Near the lake Tahoma
multiple-choice,roberta-base,quail,quant_onnx_opt,2023-01-24 17:02:52.120638,will have an argument with Erin,[[-5.0400925 -1.3132079 -3.1675284 -1.7234473]],f144_11,quail,When the text is done Larry,It took Erin an hour and forty-five minutes to drive from their half-million dollar home i,"['will get married', 'will have an argument with Erin', 'will get his book published', 'not enough information']",will have an argument with Erin
multiple-choice,roberta-base,quail,quant_onnx_opt,2023-01-24 17:02:58.089300,Since he arrived at the fish camp.,[[-2.7846177  3.115539  -2.2374532  0.8357229]],f144_12,quail,How long had Larry been probably trying to publish a book?,It took Erin an hour and forty-five minutes to drive from their half-million dollar home i,"['A week.', 'Since he arrived at the fish camp.', 'not enough information', 'Several years.']",Several years.
multiple-choice,roberta-base,quail,quant_onnx_opt,2023-01-24 17:03:03.977069,Larry's,[[ 1.2196699  1.9106382  2.1805964 -1.2673728]],f144_13,quail,Whose smoking did Erin hate?,It took Erin an hour and forty-five minutes to drive from their half-million dollar home i,"[""Her friends'"", ""The owner of the fish camp's"", ""Larry's"", 'not enough information']",Larry's
multiple-choice,roberta-base,quail,quant_onnx_opt,2023-01-24 17:03:09.631388,that Erin is very beautiful,[[-1.8012165 -2.8220015 -1.3208933 -2.701397 ]],f144_14,quail,Larry think,It took Erin an hour and forty-five minutes to drive from their half-million dollar home i,"['that Erin can be a writer', 'that he can get a contract', 'that Erin is very beautiful', 'not enough information']",that Erin is very beautiful
multiple-choice,roberta-base,quail,quant_onnx_opt,2023-01-24 17:03:15.382857,Honey,[[-2.3450205  2.218676   2.0414953  2.7501025]],f144_15,quail,Who was Erin's boyfriend?,It took Erin an hour and forty-five minutes to drive from their half-million dollar home i,"['not enough information', 'A boy he went to school with', 'Larry', 'Honey']",Larry
multiple-choice,roberta-base,quail,quant_onnx_opt,2023-01-24 17:03:21.436163,Tell her he was planning to move the fish camp permanently.,[[-1.9124293  1.1684024  2.5940557  1.6896446]],f144_16,quail,Larry had Erin come up to the cabin to:,It took Erin an hour and forty-five minutes to drive from their half-million dollar home i,"['not enough information', 'Tell her he had finally received a publishing contract for his latest book.', 'Tell her he was planning to move the fish camp permanently.', 'Tell her he was breaking up with her for the girl from his high school.']",not enough information
multiple-choice,roberta-base,quail,quant_onnx_opt,2023-01-24 17:03:27.191954,since last month,[[-1.6632514   2.9568696   0.06560117  2.1091552 ]],f144_17,quail,how long has Larry been writing?,It took Erin an hour and forty-five minutes to drive from their half-million dollar home i,"['not enough information', 'since last month', 'for about a year', 'for many years']",for many years
multiple-choice,roberta-base,quail,quant_onnx_opt,2023-01-24 17:03:33.183060,Marry was not a good guest,[[ 2.3518171 -0.1781911  1.734883  -2.3191764]],f145_0,quail,Kate believes that:,Greg Tenorly was the luckiest man in the world. The woman of his wildest dreams was standi,"['Marry was not a good guest', 'Marry was his friend', 'Marry was married', 'not enough information']",Marry was not a good guest
multiple-choice,roberta-base,quail,quant_onnx_opt,2023-01-24 17:03:39.178173,After they got married,[[ 3.7276118  -1.8440301   0.34811842  5.043805  ]],f145_1,quail,When Troy's love become nothing,Greg Tenorly was the luckiest man in the world. The woman of his wildest dreams was standi,"['After he started hitting her', 'not enough information', 'After he started his new job', 'After they got married']",After he started hitting her
multiple-choice,roberta-base,quail,quant_onnx_opt,2023-01-24 17:03:45.134173,Marry,[[ 0.05190464 -0.3283017  -1.0608999  -2.4676702 ]],f145_2,quail,Who drink the juice?,Greg Tenorly was the luckiest man in the world. The woman of his wildest dreams was standi,"['Marry', 'Kate', ""Kate's wife"", 'not enough information']",Kate
