skill,reader,adapter,modelname,timestamp,answer,logits_answer,data_id,dataset,question,context,choices,answer_dataset
multiple-choice,bert-base-uncased,quartz,quant_onnx,2023-01-26 18:37:34.531027,gets bigger,[[-0.24615282 -0.2715638 ]],QRQA-10072-1-flip,quartz,If the mass of an object gets smaller what will happen to the amount of matter contained within it?,"The greater the mass of an object, the more matter it contains.","['gets bigger', 'gets smaller']",gets smaller
multiple-choice,bert-base-uncased,quartz,quant_onnx,2023-01-26 18:37:35.440987,low,[[0.16062373 0.14821935]],QRQA-10042-2-flip,quartz,When two things are not attracted to each other what are their energy levels?,"Places where particles of a medium crowd closer together are called compressions, and plac","['low', 'high']",low
multiple-choice,bert-base-uncased,quartz,quant_onnx,2023-01-26 18:37:36.011320,move faster,[[-0.08368332 -0.14402899]],QRQA-10241-3-flip,quartz,"If Jim decreases the amount of energy in the sound wave he is producing, the particles inside the water he is screaming into","The more energy the wave has, the farther the particles of the medium move.","['move faster', 'move slower']",move slower
multiple-choice,bert-base-uncased,quartz,quant_onnx,2023-01-26 18:37:36.449465,warm up,[[-0.29892838 -0.29917845]],QRQA-10007-4-flip,quartz,What would happen to Earth's atmosphere if the amount of greenhouse gases in it was decreased?,More greenhouse gases trap more heat and warm the atmosphere.,"['warm up', 'cool down']",cool down
multiple-choice,bert-base-uncased,quartz,quant_onnx,2023-01-26 18:37:37.109469,lighter,[[0.01522703 0.00049351]],QRQA-10142-2-flip,quartz,Dell added very little silica to her magma project. The magma will be _____ in color.,Magmas that produce lighter colored minerals are higher in silica.,"['lighter', 'darker']",darker
multiple-choice,bert-base-uncased,quartz,quant_onnx,2023-01-26 18:37:37.651580,increase it,[[-0.0195221   0.02353319]],QRQA-10099-4-flip,quartz,"If Milo wants to decrease the rate at which his bonfire is burning, what should he do to the temperature?","When the temperature of reactants is higher, the rate of the reaction is faster.","['decrease it', 'increase it']",decrease it
multiple-choice,bert-base-uncased,quartz,quant_onnx,2023-01-26 18:37:38.264789,decreased,[[-0.06657362 -0.05471239]],QRQA-10120-5-flip,quartz,"Micah sees that there are less new changes going on to the ocean acidity, and can know that the greenhouse gases have",An increase in greenhouse gases will increase the changes that are already being seen incl,"['increased', 'decreased']",decreased
multiple-choice,bert-base-uncased,quartz,quant_onnx,2023-01-26 18:37:39.344496,expanded,[[0.04361242 0.02932327]],QRQA-10126-5,quartz,"Dinah is moving gas to different sized containers. The gas was filling a small container, but when she moved it to a larger container, it also filled that one, because the gas","If we take a certain amount of gas from one container and place it into another, larger co","['expanded', 'shrank']",expanded
multiple-choice,bert-base-uncased,quartz,quant_onnx,2023-01-26 18:37:39.904049,decreased,[[-0.23991041 -0.22749144]],QRQA-10024-3,quartz,"If Milo breaks his cookie into small pieces, what happens to the surface area of the pieces compared to before the cookie was broken?","As rock breaks into smaller pieces, the surface area of the pieces increases.","['increased', 'decreased']",increased
multiple-choice,bert-base-uncased,quartz,quant_onnx,2023-01-26 18:37:40.484133,decrease,[[-0.23590527 -0.26331714]],QRQA-10390-1-flip,quartz,If Mary is taking a picture and she shuts the camera shutter narrower what will happen to the amount of light that gets in?,A camera shutter stays open longer in dim light to let more light in.,"['decrease', 'increase']",decrease
multiple-choice,bert-base-uncased,quartz,quant_onnx,2023-01-26 18:37:41.084859,more mitochondria,[[ 0.04046213 -0.03582422]],QRQA-10322-2-flip,quartz,Bonnie is studying cells. She notices that certain cells are inactive. The cells that are inactive have,Cells that are very active would typically have more mitochondria than cells that are less,"['more mitochondria', 'less mitochondria.']",less mitochondria.
multiple-choice,bert-base-uncased,quartz,quant_onnx,2023-01-26 18:37:41.756664,quickly,[[0.13844846 0.18331294]],QRQA-10158-1,quartz,"Carla is pushing two carts down a street. One cart is heavy, the other is light. The light cart, compared to the heavy one, will accelerate","The greater the mass of an object, the less it will accelerate when a given force is appli","['slowly', 'quickly']",quickly
multiple-choice,bert-base-uncased,quartz,quant_onnx,2023-01-26 18:37:42.224459,the short resistor,[[-0.09125107 -0.12809068]],QRQA-10367-3-flip,quartz,Jay had a small resistor and a large resistor; which likely has less resistance?,"The shorter the resistor, the less resistance it has.","['the short resistor', 'the large resistor']",the short resistor
multiple-choice,bert-base-uncased,quartz,quant_onnx,2023-01-26 18:37:42.930169,faster,[[0.09530025 0.06200869]],QRQA-10001-3-flip,quartz,"There is a limit on how much gasoline exists, and it is being used normally. However, now gasoline will be less costly to produce, so the gasoline will be used up","If the energy cost of obtaining energy increases, the resource will be used even faster.","['faster', 'slower']",slower
multiple-choice,bert-base-uncased,quartz,quant_onnx,2023-01-26 18:37:43.718687,more,[[0.10863791 0.13341013]],QRQA-10296-3-flip,quartz,"If the Nile's flooding was prevented from covering the Egyptian bottomlands, it might ultimately result in _____ crops.","As more water covered the land, sand and silt were washed in and covered the dead vegetati","['less', 'more']",less
multiple-choice,bert-base-uncased,quartz,quant_onnx,2023-01-26 18:37:44.161008,smaller,[[0.05089932 0.08816959]],QRQA-10087-1-flip,quartz,Sarah puts two pieces of candy into water. The piece that will break down the slowest is the one that is,Smaller pieces dissolve more easily.,"['larger', 'smaller']",larger
multiple-choice,bert-base-uncased,quartz,quant_onnx,2023-01-26 18:37:44.909322,truck,[[-0.18891872 -0.25951225]],QRQA-10158-4,quartz,"If Mona is pushing some toy cars around and she knows that the mass of the truck is less then the mass of the car, which one will accelerate faster when she pushes it?","The greater the mass of an object, the less it will accelerate when a given force is appli","['truck', 'car']",truck
multiple-choice,bert-base-uncased,quartz,quant_onnx,2023-01-26 18:37:45.405445,slower,[[0.20028141 0.20356657]],QRQA-10394-5-flip,quartz,When it gets hot things move,"At a lower temperature, particles of the medium are moving more slowly, so it takes them l","['faster', 'slower']",faster
multiple-choice,bert-base-uncased,quartz,quant_onnx,2023-01-26 18:37:46.014681,more light,[[-0.01070268 -0.03733771]],QRQA-10228-1,quartz,"Compared to a 1 inch wide telescope, would a 100 meter telescope collect","The larger the light collecting area, the more light a telescope gathers and the higher re","['more light', 'less light?']",more light
multiple-choice,bert-base-uncased,quartz,quant_onnx,2023-01-26 18:37:46.905818,decreases,[[-0.11412666 -0.09766863]],QRQA-10115-2-flip,quartz,"If Mona is observing some plants in her greenhouse and she determines the turgor pressure of the guard cells in her basil plant has lowered, what happens to the rate of transpiration of that basil plant?",The increase in turgor pressure of the guard cells results in the opening up of the stomat,"['increases', 'decreases']",decreases
multiple-choice,bert-base-uncased,quartz,quant_onnx,2023-01-26 18:37:47.443333,it will increase,[[-0.11938418 -0.15790917]],QRQA-10120-1,quartz,What will happen to the acidity of the ocean if more greenhouse gas gets produced?,An increase in greenhouse gases will increase the changes that are already being seen incl,"['it will increase', 'it will decrease']",it will increase
multiple-choice,bert-base-uncased,quartz,quant_onnx,2023-01-26 18:37:48.177633,larger,[[0.19511889 0.15108891]],QRQA-10336-1,quartz,"When Dean went to the top of the mountain and reached the peak, he noticed that the top of the mountain, compared to the bottom, had snow in amounts that were",Glaciers often form in the mountains because higher altitudes are colder and more likely t,"['larger', 'smaller']",larger
multiple-choice,bert-base-uncased,quartz,quant_onnx,2023-01-26 18:37:48.818375,increase,[[-0.05721086 -0.03820395]],QRQA-10004-4,quartz,"Milo loved to make things out of clay. If he made a clay ball, what would happen to the ball's gravitational force if he added extra clay to it?",The gravitational force increases with mass and decreases with the distance between the bo,"['decrease', 'increase']",increase
multiple-choice,bert-base-uncased,quartz,quant_onnx,2023-01-26 18:37:49.404120,more,[[-0.19923465 -0.15764433]],QRQA-10181-3-flip,quartz,We can find a worse mechanical advantage if the inclined plane has a _____ gradual slope.,"The more gradual the slope of the inclined plane, the less input force is needed and the g","['less', 'more']",less
multiple-choice,bert-base-uncased,quartz,quant_onnx,2023-01-26 18:37:49.974496,Faster,[[-0.18142357 -0.19545577]],QRQA-10306-3-flip,quartz,John was looking at the climate data on the computer. He found that a higher specific heat means the land heats up,The land heats up and cools off faster than the water because it has lower specific heat.,"['Faster', 'Slower']",Slower
multiple-choice,bert-base-uncased,quartz,quant_onnx,2023-01-26 18:37:50.381399,weak,[[-0.11558683 -0.12776871]],QRQA-10376-3-flip,quartz,"If you find an acid that has few hydrogen ions, it is probably",A stronger acid produces more hydrogen ions than a weaker acid.,"['weak', 'strong']",weak
multiple-choice,bert-base-uncased,quartz,quant_onnx,2023-01-26 18:37:50.942964,decreases,[[-0.23832394 -0.22697718]],QRQA-10257-1-flip,quartz,"If Milo is growing some plants in his garden and he accidentally coats them with something that decreases their sheen, what happens to their reflectivity?",Increases the sheen on leaves to make them more reflective.,"['increases', 'decreases']",decreases
multiple-choice,bert-base-uncased,quartz,quant_onnx,2023-01-26 18:37:51.468944,Billy,[[-0.15856946 -0.15326937]],QRQA-10360-1,quartz,Billy is wearing sunscreen with a higher SPF than Lucy. Who will be protected from the sun for longer?,A sunscreen with a higher SPF protects the skin longer.,"['Lucy', 'Billy']",Billy
multiple-choice,bert-base-uncased,quartz,quant_onnx,2023-01-26 18:37:52.046566,decrease,[[-0.2636641  -0.20124093]],QRQA-10371-2,quartz,"If the people in Mary's country start to produce more greenhouse gases from driving cars, what will happen to the greenhouse effect in their country?",An increase in greenhouse gases leads to greater greenhouse effect.,"['increase', 'decrease']",increase
multiple-choice,bert-base-uncased,quartz,quant_onnx,2023-01-26 18:37:52.779960,basketball,[[-0.34756228 -0.37456384]],QRQA-10306-5,quartz,"If Milo is studying the specific heat of two objects and he finds that a basketball has a lower specific heat compared to a baseball, which item will cool off faster after being heated up?",The land heats up and cools off faster than the water because it has lower specific heat.,"['basketball', 'baseball']",basketball
multiple-choice,bert-base-uncased,quartz,quant_onnx,2023-01-26 18:37:53.501871,faster moving water,[[0.1734504  0.15811737]],QRQA-10357-2,quartz,"Mary loves to build and race paper boats. Compared to a small boat, would she be able to build and float a larger boat on faster moving water or slower moving water?","In erosion, the more energy the water has, the larger the particle it can carry.","['faster moving water', 'slower moving water']",faster moving water
multiple-choice,bert-base-uncased,quartz,quant_onnx,2023-01-26 18:37:53.984797,gains acidity,[[-0.15202874 -0.19461061]],QRQA-10120-2,quartz,When the ocean absorbs greenhouse gases what happens to it?,An increase in greenhouse gases will increase the changes that are already being seen incl,"['gains acidity', 'loses acidity']",gains acidity
multiple-choice,bert-base-uncased,quartz,quant_onnx,2023-01-26 18:37:54.548020,they increase,[[-0.14058146 -0.15630788]],QRQA-10130-3,quartz,"If Mona is exploring and aquifer and she dives deeper down into it, what happens to the levels of fossil water she encounters?",Deeper aquifers typically contain older 'fossil water.',"['they increase', 'they decrease']",they increase
multiple-choice,bert-base-uncased,quartz,quant_onnx,2023-01-26 18:37:55.126047,increased,[[-0.01326442  0.03541963]],QRQA-10094-1-flip,quartz,"If Jim's blood contains more water, the darkness of his blood will be","If the kidneys remove less water from the blood, the blood will look darker, because there","['decreased', 'increased']",decreased
multiple-choice,bert-base-uncased,quartz,quant_onnx,2023-01-26 18:37:55.769254,warmer,[[0.08486699 0.08027956]],QRQA-10336-3,quartz,People usually go snow skiing in the mountains because higher altitudes are _____ and are more likely to have snow.,Glaciers often form in the mountains because higher altitudes are colder and more likely t,"['warmer', 'colder']",colder
multiple-choice,bert-base-uncased,quartz,quant_onnx,2023-01-26 18:37:56.279308,Billy,[[-0.1865538  -0.15999682]],QRQA-10360-1-flip,quartz,Billy is wearing sunscreen with a lower SPF than Lucy. Who will be protected from the sun for longer?,A sunscreen with a higher SPF protects the skin longer.,"['Lucy', 'Billy']",Lucy
multiple-choice,bert-base-uncased,quartz,quant_onnx,2023-01-26 18:37:57.024304,rocky hill,[[-0.17504622 -0.06041113]],QRQA-10239-2,quartz,Jimbo was playing on his sled one day. He slid down a snowy hill and then slid down a rocky hill. Which hill created more heat energy?,"Friction causes the molecules on rubbing surfaces to move faster, so they have more heat e","['snowy hill', 'rocky hill']",rocky hill
multiple-choice,bert-base-uncased,quartz,quant_onnx,2023-01-26 18:37:57.891459,more,[[0.01352028 0.09094319]],QRQA-10296-3,quartz,"The Nile's flooding used to cover the Egyptian bottomlands, ultimately resulting in _____ crops.","As more water covered the land, sand and silt were washed in and covered the dead vegetati","['less', 'more']",more
multiple-choice,bert-base-uncased,quartz,quant_onnx,2023-01-26 18:37:58.492191,less,[[-0.12510048 -0.07070245]],QRQA-10239-4,quartz,If you rub your hands together very fast you get _____ heat,"Friction causes the molecules on rubbing surfaces to move faster, so they have more heat e","['more', 'less']",more
multiple-choice,bert-base-uncased,quartz,quant_onnx,2023-01-26 18:37:58.989600,Mercury,[[0.0449368  0.01148664]],QRQA-10106-5,quartz,Which planet has the most gravity exerted on it from the Sun?,Objects that are closer together have a stronger force of gravity.,"['Mercury', 'Mars']",Mercury
multiple-choice,bert-base-uncased,quartz,quant_onnx,2023-01-26 18:37:59.772989,lower,[[0.16347195 0.18170208]],QRQA-10336-5,quartz,Ruth climbed up a mountain and noticed that it was considerably colder suddenly. The cold is due to Ruth being at an altitude that is,Glaciers often form in the mountains because higher altitudes are colder and more likely t,"['higher', 'lower']",higher
multiple-choice,bert-base-uncased,quartz,quant_onnx,2023-01-26 18:38:00.526294,higher temperature,[[-0.01286359 -0.0656371 ]],QRQA-10007-2,quartz,"Scientists discovered a region where there was a much larger amount of greenhouse gases getting caught in the atmosphere. Compared to other regions, this region's atmosphere will have a",More greenhouse gases trap more heat and warm the atmosphere.,"['higher temperature', 'lower temperature']",higher temperature
multiple-choice,bert-base-uncased,quartz,quant_onnx,2023-01-26 18:38:01.113502,faster,[[0.03123266 0.05494832]],QRQA-10372-4-flip,quartz,When two magnets get farther away from each other they are attracted,"When particles of matter are closer together, they can more quickly pass the energy of vib","['slower', 'faster']",slower
multiple-choice,bert-base-uncased,quartz,quant_onnx,2023-01-26 18:38:02.029731,slower moving water,[[0.1468688  0.21369067]],QRQA-10357-2-flip,quartz,"Mary loves to build and race paper boats. Compared to a large boat, would she be able to build and float a smaller boat on faster moving water or slower moving water?","In erosion, the more energy the water has, the larger the particle it can carry.","['faster moving water', 'slower moving water']",slower moving water
multiple-choice,bert-base-uncased,quartz,quant_onnx,2023-01-26 18:38:02.525697,big,[[0.03573445 0.06778408]],QRQA-10357-3-flip,quartz,When someone has no energy they can move something,"In erosion, the more energy the water has, the larger the particle it can carry.","['small', 'big']",small
multiple-choice,bert-base-uncased,quartz,quant_onnx,2023-01-26 18:38:03.023186,more,[[0.07613491 0.05595114]],QRQA-10108-3,quartz,When something has high resistance it transfers,"The higher the resistance of the resistor, the more energy is transferred within the resis","['more', 'less']",more
multiple-choice,bert-base-uncased,quartz,quant_onnx,2023-01-26 18:38:04.129875,less sheen,[[0.19197051 0.23910958]],QRQA-10257-2-flip,quartz,Billy was taking care of his plants and noticed that the leaves on them were different. On one he could actually see his own image reflected back on the leaves while the other he couldn't see himself at all. He concluded that the one he couldn't see his image on had,Increases the sheen on leaves to make them more reflective.,"['more sheen', 'less sheen']",less sheen
multiple-choice,bert-base-uncased,quartz,quant_onnx,2023-01-26 18:38:04.821302,farther,[[-0.12784892 -0.03508076]],QRQA-10241-1,quartz,"Compared to a ripple in a mud puddle, will a tidal wave move water particles _____ as far?","The more energy the wave has, the farther the particles of the medium move.","['not', 'farther']",farther
multiple-choice,bert-base-uncased,quartz,quant_onnx,2023-01-26 18:38:05.565136,more mitochondria,[[-0.11190306 -0.21126902]],QRQA-10322-2,quartz,Bonnie is studying cells. She notices that certain cells are active. The cells that are active have,Cells that are very active would typically have more mitochondria than cells that are less,"['more mitochondria', 'less mitochondria.']",more mitochondria
multiple-choice,bert-base-uncased,quartz,quant_onnx,2023-01-26 18:38:06.025332,dull,[[-0.04427882 -0.10189267]],QRQA-10257-3-flip,quartz,When there is no sheen on a piece of glass it is:,Increases the sheen on leaves to make them more reflective.,"['dull', 'reflective']",dull
multiple-choice,bert-base-uncased,quartz,quant_onnx,2023-01-26 18:38:06.776184,decreases,[[-0.30883592 -0.28370568]],QRQA-10390-2,quartz,"If James is taking pictures with his camera and he decides to leave his shutter open longer, what happens to the amount of light the lens lets in?",A camera shutter stays open longer in dim light to let more light in.,"['increases', 'decreases']",increases
multiple-choice,bert-base-uncased,quartz,quant_onnx,2023-01-26 18:38:07.152214,increase,[[-0.12897716 -0.08397006]],QRQA-10371-5-flip,quartz,Carbon dioxide levels decreasing cause the temperature to,An increase in greenhouse gases leads to greater greenhouse effect.,"['decrease', 'increase']",decrease
multiple-choice,bert-base-uncased,quartz,quant_onnx,2023-01-26 18:38:08.142340,slower,[[0.1651249  0.19426322]],QRQA-10099-1-flip,quartz,"Silvia was running an experiment in the science lab. However, the building's old A/C unit ran too cold in the middle of it. As as result she should expect her experiments's reactants to work","When the temperature of reactants is higher, the rate of the reaction is faster.","['faster', 'slower']",slower
multiple-choice,bert-base-uncased,quartz,quant_onnx,2023-01-26 18:38:08.648312,smaller,[[0.071849   0.09245326]],QRQA-10087-1,quartz,Sarah puts two pieces of candy into water. The piece that will break down the fastest is the one that is,Smaller pieces dissolve more easily.,"['larger', 'smaller']",smaller
multiple-choice,bert-base-uncased,quartz,quant_onnx,2023-01-26 18:38:09.594419,more,[[0.0772546  0.09773684]],QRQA-10072-3,quartz,Joe is carrying a bowling ball with a diameter of 8.5 inches and 16 pounds and Larry is holding a basketball that is 30 inches and 22 ounces. The basketball contains _____ matter than the bowling ball.,"The greater the mass of an object, the more matter it contains.","['less', 'more']",less
multiple-choice,bert-base-uncased,quartz,quant_onnx,2023-01-26 18:38:10.211199,when the asteroid is far away,[[-0.03354249 -0.0627434 ]],QRQA-10106-2-flip,quartz,An asteroid hurtled toward the planet Mars. The gravitational pull between the asteroid and Mars will be weaker,Objects that are closer together have a stronger force of gravity.,"['when the asteroid is far away', 'when the asteroid gets closer.']",when the asteroid is far away
multiple-choice,bert-base-uncased,quartz,quant_onnx,2023-01-26 18:38:11.053829,increased,[[-0.1411469 -0.1622802]],QRQA-10115-4-flip,quartz,"Dana decreases turgor pressure of the guard cells, forcing the stomata open, which will cause transpiration to be",The increase in turgor pressure of the guard cells results in the opening up of the stomat,"['increased', 'decreased']",decreased
multiple-choice,bert-base-uncased,quartz,quant_onnx,2023-01-26 18:38:11.837516,lighter,[[-0.03359641  0.02203648]],QRQA-10094-2,quartz,Yolanda's kidneys were not working as well and removed less water from her blood. Her blood now looks,"If the kidneys remove less water from the blood, the blood will look darker, because there","['darker', 'lighter']",darker
multiple-choice,bert-base-uncased,quartz,quant_onnx,2023-01-26 18:38:12.577694,a five pound block of aluminum heated to 200 degrees,[[-0.04212092 -0.03801611]],QRQA-10306-1,quartz,"Considering that water has a much higher specific heat than aluminum, which would cool faster",The land heats up and cools off faster than the water because it has lower specific heat.,"['five pounds of water heated to 200 degrees?', 'a five pound block of aluminum heated to 200 degrees']",a five pound block of aluminum heated to 200 degrees
multiple-choice,bert-base-uncased,quartz,quant_onnx,2023-01-26 18:38:13.317989,Gertrude,[[-0.15438546 -0.15986513]],QRQA-10130-4,quartz,Woody is diving at a depth of 100 feet while Gertrude is diving at a depth of 10 feet. Who is more likely to encounter 'fossil water'?,Deeper aquifers typically contain older 'fossil water.',"['Gertrude', 'Woody']",Woody
multiple-choice,bert-base-uncased,quartz,quant_onnx,2023-01-26 18:38:13.980074,higher resolution,[[0.05159144 0.04380872]],QRQA-10228-5,quartz,A sensor on a camera that is larger will have,"The larger the light collecting area, the more light a telescope gathers and the higher re","['higher resolution', 'lower resolution']",higher resolution
multiple-choice,bert-base-uncased,quartz,quant_onnx,2023-01-26 18:38:14.694409,more light,[[ 0.03289925 -0.01118178]],QRQA-10228-1-flip,quartz,"Compared to a 100 meter wide telescope, would a 1 inch telescope collect","The larger the light collecting area, the more light a telescope gathers and the higher re","['more light', 'less light?']",less light?
multiple-choice,bert-base-uncased,quartz,quant_onnx,2023-01-26 18:38:15.453465,less,[[-0.1397594  -0.16015159]],QRQA-10271-2-flip,quartz,"As less time passes since a species diverged, there will be _____ differences in their DNA.","The longer the amount of time since species diverged, the more differences there will be i","['less', 'more']",less
multiple-choice,bert-base-uncased,quartz,quant_onnx,2023-01-26 18:38:16.300276,slower,[[0.16867691 0.19151203]],QRQA-10239-5,quartz,Fred had a bundle of sticks and rubbed them together to build a fire. The molecules in the wood became _____ due to Fred's motion.,"Friction causes the molecules on rubbing surfaces to move faster, so they have more heat e","['faster', 'slower']",faster
