skill,reader,adapter,modelname,timestamp,answer,logits_answer,data_id,dataset,question,context,choices,answer_dataset
multiple-choice,roberta-base,cosmos_qa,base,2023-01-25 23:41:24.214010,Baby E is excited to have is his photo taken no matter the time .,"tensor([[ 0.8205, -3.5559, -2.4698, -1.1201]])",3O4VWC1GEW49033KOP3B2ALGKVF3J0##37M28K1J0RBC680ZN7ONE2VA53WJAZ##A1S1K7134S2VUC##Blog_1085807##q1_a1##311HQEI8RUUWVQ8ISLLNVJ9U1ZU7ZU,cosmos_qa,Is it important to Baby E to have his photo taken ?,I spoke with mom a few days before Baby E 's 6month session . She was worried because he w,"['Baby E is excited to have is his photo taken no matter the time .', 'Baby E was annoyed with the quality of the 3 month photos and wanted to redo them .', 'Baby E has a personality that likes to go to town shooting photos .', 'None of the above choices .']",None of the above choices .
multiple-choice,roberta-base,cosmos_qa,base,2023-01-25 23:41:24.959460,It helps make sure that you are getting the best deal possible .,"tensor([[ 1.5187, -0.6821,  0.2904,  6.6345]])",3XABXM4AJ13CNND3VWIGQS5DE658QI##3IGI0VL648IXR2LLCOLX84WW2YUNOI##A33PQXKQHFVF3V##Blog_73348##q1_a1##3XABXM4AJ3JRHCCAFUUGIQTL7F3Q8S,cosmos_qa,Why is it a good idea to shop for insurance regularly ?,"After 15 years of paying premiums to Allstate , I have finally started the process of shop","['Sometimes your current insurance will be too complacent with you .', 'None of the above choices .', 'You need to keep your insurance provider on their toes .', 'It helps make sure that you are getting the best deal possible .']",It helps make sure that you are getting the best deal possible .
multiple-choice,roberta-base,cosmos_qa,base,2023-01-25 23:41:25.842380,Their feelings have been changed since trying the Evo - G MP1 pad,"tensor([[ 0.2553, -1.0984,  1.0331, -0.0581]])",3TRB893CSJ8HAKE6IVLYIE5GXP4G72##3D3VGR7TA1DTKBKRMXIMTL3V6L5R3T##A2KYOM2ZGYDJGT##Blog_1373342##q1_a1##35ZRNT9RUKC2V3TOO07G24QACLHO30,cosmos_qa,Why did the writer have a problem with the mouse pads ?,I ' ve never traditionally been picky about my mouse pad . Any old felt pad I picked up th,"['They picked the pads up at promotion booths', 'They were too small for FPS gaming', 'Their feelings have been changed since trying the Evo - G MP1 pad', ""They 've never been picky about mouse pads""]",They were too small for FPS gaming
multiple-choice,roberta-base,cosmos_qa,base,2023-01-25 23:41:26.930835,None of the above choices .,"tensor([[-3.3881, -1.6115, -1.1564, -5.4501]])",3DA79LNS5B9I8VYWKHTFWEWXBU33T8##33JKGHPFYF9OMOZGJ5IK8YV0D00MNI##A2KYOM2ZGYDJGT##Blog_1564152##q1_a1##3P6ENY9P7BA7TPPK5QJDM1VYJSZHIQ,cosmos_qa,What 's a possible reason the writer does n't look disabled on the outside ?,He told me he had dispatched a supervisor to intercept the train / conductor and that an i,"['Because an incident report would be sent to RTD and to the ADA .', 'Because he does need any special equipment to move around .', 'None of the above choices .', 'Because the writer wrote RTD an e - mail .']",Because he does need any special equipment to move around .
multiple-choice,roberta-base,cosmos_qa,base,2023-01-25 23:41:27.477189,She wanted the Cinderella costume for Christmas .,"tensor([[ 1.7296, -2.9760,  2.1415, -5.2912]])",31GECDVA9JKW9RBVN87K09SV89N66F##33CID57105RIHDPEHDLQ79UW25BL3I##A33PQXKQHFVF3V##Blog_471854##q1_a1##35JDMRECC6NHDOSNP1B4GML5CUEEG4,cosmos_qa,Why did Amelia ask this question ?,Nine mornings out of ten look just like this in our apartment . Amelia found her way aroun,"['Santa was granting wishes and Amelia wished for it .', 'None of the above choices .', 'She wanted the Cinderella costume for Christmas .', 'Amelia specifically wanted to undermine her mom .']",She wanted the Cinderella costume for Christmas .
multiple-choice,roberta-base,cosmos_qa,base,2023-01-25 23:41:28.509796,I set about reporting the theft to the campus security but I knew nothing would come of it,"tensor([[ 1.1803, -1.4217,  0.7626, -1.5831]])",3IYI9285WUEC7SYA1GQCNBDIJ5PJCH##3V0Z7YWSI1FBNP4WBELR36BFTYY2V1##A1OPGPTQJ48XOY##Blog_1520941##q1_a1##3R5OYNIC2ENPFK3JIFQM9HZYG0PTPO,cosmos_qa,What did you do after realizing that your things were stolen ?,"So , while i was in the library in my old neighborhood I had my things outside beside one ","['I set about reporting the theft to the campus security but I knew nothing would come of it', 'I bought the replacements immediately', 'I let it go because I thought there was no point doing anything', 'None of the above choices .']",I set about reporting the theft to the campus security but I knew nothing would come of it
multiple-choice,roberta-base,cosmos_qa,base,2023-01-25 23:41:29.174628,I think I worked harder in those groups and so it was easier to provide more complete compliments for those,"tensor([[-2.5110,  1.2439,  1.0933, -2.1935]])",3IKMEYR0LY9UKUCQM81ICD49M3CK28##33UKMF931CZQUWUKPY583BWKWRKTTV##A1OPGPTQJ48XOY##Blog_873949##q1_a1##3A9LA2FRWUS4JKEF4CJEPBID752XH5,cosmos_qa,Why did you receive more complete compliments from the groups you were more interested in ?,"It was vague and usually had comments like "" joked around a bit "" and "" good contributor ""","['Those groups happened to give better feedback because they were just better', 'I think I worked harder in those groups and so it was easier to provide more complete compliments for those', 'Those groups cared more about their members than other groups', 'Those groups wanted to make me happy by giving me more complete compliments']",I think I worked harder in those groups and so it was easier to provide more complete compliments for those
multiple-choice,roberta-base,cosmos_qa,base,2023-01-25 23:41:29.831183,I lost my well paying job .,"tensor([[ 1.6629, -5.5038, -2.5541, -3.0685]])",3XJOUITW8W5AFW4YIS5B9MP8LYRQTW##3ZSANO2JCIMFWRZ45EVTC2LX5OJFSL##A3GVXFBYAU9HP##Blog_766999##q1_a1##3MVY4USGB81WJY30GKVCQF21TKAIS7,cosmos_qa,Why are my bills overwhelming me and the money stopped coming ?,So I have been searching long and hard but it just seems to take so long for a company to ,"['I lost my well paying job .', 'I lost my vacation days .', ""I ca n't get off medical leave ."", 'I am taking a sabbatical .']",I lost my well paying job .
multiple-choice,roberta-base,cosmos_qa,base,2023-01-25 23:41:30.478102,I ca n't get a new job .,"tensor([[-2.5541, -3.0685, -5.5038,  4.6546]])",3XJOUITW8W5AFW4YIS5B9MP8LYRQTW##3ZSANO2JCIMFWRZ45EVTC2LX5OJFSL##A3GVXFBYAU9HP##Blog_766999##q1_a2##35ZRNT9RUKC2V3TOO07G24QBDDAO3G,cosmos_qa,Why are my bills overwhelming me and the money stopped coming ?,So I have been searching long and hard but it just seems to take so long for a company to ,"[""I ca n't get off medical leave ."", 'I am taking a sabbatical .', 'I lost my vacation days .', ""I ca n't get a new job .""]",I ca n't get a new job .
multiple-choice,roberta-base,cosmos_qa,base,2023-01-25 23:41:31.233270,None of the above choices .,"tensor([[-6.8803, -1.7050, -6.3886, -3.1055]])",35A1YQPVFGUVDW5P4OI4X4S8EBS5I1##3M0BCWMB8YBIQR4XKHJYQ1XXUNOWB2##A2KYOM2ZGYDJGT##Blog_28857##q1_a1##3DZKABX2ZKJLYNY4I54VQZOCE31VC5,cosmos_qa,Why do we know practically nothing about flowers ?,"We do n't normally get excited about mundane things like hand soap , and we know practical","['Because this weekend we visited a friend .', 'None of the above choices .', ""Because we discovered a bottle of Mrs. Meyer 's geranium liquid hand soap ."", ""Because we do n't normally get excited about mundane things like hand soap .""]",None of the above choices .
multiple-choice,roberta-base,cosmos_qa,base,2023-01-25 23:41:32.201821,More females would have the opportunity to become athletes .,"tensor([[ 1.1467,  0.1234,  6.7398, -4.2355]])",37Y5RYYI0P3EF4TOV8JD1R17N3YXS3##31LM9EDVOMQJQRUOWBTS08FA349JNK##AJ7NSZOAFP05U##Blog_135105##q1_a1##3FBEFUUYRMJCQIM5XJ0W8CIPX2R6AF,cosmos_qa,What might happen because of the legislation ?,That 's right - this empowerment of young women was motivated by legislation introduced to,"['Less females would have the opportunity to become athletes .', 'The effects of Title IX would be reduced .', 'More females would have the opportunity to become athletes .', 'Young women would have to take the world stage to fight against the legislation .']",More females would have the opportunity to become athletes .
multiple-choice,roberta-base,cosmos_qa,base,2023-01-25 23:41:33.049457,They would not be writing a story about it,"tensor([[-2.3899, -2.4423,  0.7732,  2.0933]])",37J05LC5AXH7IV5HHE9NFJ7SBDMDJ0##3CP1TO84PUZFU6QALQRE7AT7BLZ52W##A394JO4NEPCY3M##Blog_1433074##q1_a1##3S37Y8CWIAEVI8LUF039T3V2TXS4WD,cosmos_qa,What may be different if the narrator 's mother did n't have a dramatic life ?,I decided to write about my mom 's life . It 's dramatic and it 's a story of success . I ,"['None of the above choices .', 'They would be writing a story about it', 'She would not have been successful', 'They would not be writing a story about it']",They would not be writing a story about it
multiple-choice,roberta-base,cosmos_qa,base,2023-01-25 23:41:34.023512,Because they are frustrated .,"tensor([[ 0.2459, -1.5550,  6.4328, -3.0541]])",3U18MJKL1UKTWTQOWG64OK6RZUXCNF##3WSELTNVR406KBW4Z12RG8IJ38ETAB##A2KYOM2ZGYDJGT##Blog_488792##q1_a1##3TLFH2L6YB2TND2DGHFAD4R55PR2T2,cosmos_qa,Why can the writer foresee pulling their hair out ?,I really want to have everyday to mug as well ; I want to stop giving myself the excuse th,"['Because they want to stop giving themselves excuses .', 'None of the above choices .', 'Because they are frustrated .', 'Because they have to work at their own pace .']",Because they are frustrated .
multiple-choice,roberta-base,cosmos_qa,base,2023-01-25 23:41:34.744936,Because they are a popular and talented singer .,"tensor([[-6.1675, -1.7337, -5.7537,  3.9987]])",3NZ1E5QA6ZZ6WZSCEGENJJ0NQMXB5D##35LDD5557B28JTF62VE4O8QNEW1MKB##A2KYOM2ZGYDJGT##Blog_1065798##q1_a1##3JTPR5MTZUQMJRVD4R3GAK7L6KM5KR,cosmos_qa,"Why did the singer perform in front of 40,000 audience members ?",We sang two lines each and sang the chorus together . Q. You ' ve performed in numerous la,"['Because they sang the chorus together .', 'None of the above choices .', 'Because they performed in front of billions of TV viewers .', 'Because they are a popular and talented singer .']",Because they are a popular and talented singer .
multiple-choice,roberta-base,cosmos_qa,base,2023-01-25 23:41:35.660168,You would experience unpleasant side - effects .,"tensor([[ 3.7466, -1.3355, -0.8021,  7.5695]])",3HY86PZXP0WK992K7IQ19ZHZ99FE1V##3LEP4MGT3JFJHL463ME8YD8CMDTDBW##AJ7NSZOAFP05U##Blog_1286482##q1_a1##3TKXBROM5VO3KVKATQMYYEBDWHGJI4,cosmos_qa,What might happen if you take these drugs ?,These drugs are generally used for their intoxicating and inhibition - releasing propertie,"['You would experience less anxiety .', 'None of the above choices .', 'You would have to take seroquel with the drugs to remove the unpleasant side - effects .', 'You would experience unpleasant side - effects .']",You would experience unpleasant side - effects .
multiple-choice,roberta-base,cosmos_qa,base,2023-01-25 23:41:36.329157,None of the above choices .,"tensor([[-6.7032, -4.9986, -5.9770, -2.8097]])",3TRB893CSLOW49DD2TXYACTOQ7C7GD##3M0BCWMB8YBIQR4XKHJYQ1XXVXTWBS##A2KYOM2ZGYDJGT##Blog_6870##q1_a1##3BVS8WK9Q29X2CMY5Y9H0QS0OHQIBB,cosmos_qa,Why did jet airplanes allow us jump from one place to another in a matter of hours ?,At the beginning of the change there were jet airplanes . Letting us jump from one place t,"['Because it was enough to add two or three country code digits .', 'Because automated long distance telephony services came along .', 'Because it was the beginning of a change .', 'None of the above choices .']",None of the above choices .
multiple-choice,roberta-base,cosmos_qa,base,2023-01-25 23:41:36.907721,They are not pleased with the valet service,"tensor([[-3.1696,  1.2697, -2.6479, -2.2725]])",3QO7EE372Q1AJAAHI6EQ9SJMFHVBQB##3TYCR1GOTFYYXVVEMHSZ38NKNO4LZC##A394JO4NEPCY3M##Blog_656153##q1_a1##375VSR8FVYN6D9SX1ZJT000U2FARZ7,cosmos_qa,What is probably true about the narrator ?,We went to the valet window to give them my ticket . First incident was after about 25 min,"['None of the above choices .', 'They are not pleased with the valet service', 'They had no trouble with the valet service', 'They are pleased with the valet service']",They are not pleased with the valet service
multiple-choice,roberta-base,cosmos_qa,base,2023-01-25 23:41:37.706399,"My child is young and need 's my attention throughout the day , I have to go take care of him","tensor([[ 6.9390, -1.1602, -0.6191,  2.6287]])",35XW21VSVGCJFACZHPGPQX6KGWJLS4##3QFUFYSY9ZDHZHYMVGNBM1HIJTIF4T##A1OPGPTQJ48XOY##Blog_337539##q1_a1##3Z56AA6EK6EDSJVUUMQ1H3DPRKY6MJ,cosmos_qa,Why do you have to go now that he has just woken up from a nap ?,"He 's had breakfast , and he 's just waking up from a nap , so I 'd better go . Just time ","[""My child is young and need 's my attention throughout the day , I have to go take care of him"", 'He likes me to be there when he wakes up so I need to go be there', 'He is demanding and will need me to do something for him', 'I know that if I am not there as he wakes up he will cry']","My child is young and need 's my attention throughout the day , I have to go take care of him"
multiple-choice,roberta-base,cosmos_qa,base,2023-01-25 23:41:38.542658,Just because it can be done and because it 's fun .,"tensor([[-2.3812, -1.9242,  1.6830, -1.3016]])",3VLL1PIENQMOM71AP9QPE77HYASOZL##3EG49X351VACEQTLEYMCP613ISLX6T##AO33H4GL9KZX9##Blog_907159##q1_a1##334ZEL5JX8T6FKE3EF8HACYM44WOSE,cosmos_qa,Why might a group of 1088 people try to break a world record of balancing on one chair ?,"Headed to school later for the Program . Man , we had to attempt a world record breaking o","[""Just because it ca n't be done and because it 's stupid ."", 'None of the above choices .', ""Just because it can be done and because it 's fun ."", ""Just because it ca n't be done but because it 's fun .""]",Just because it can be done and because it 's fun .
multiple-choice,roberta-base,cosmos_qa,base,2023-01-25 23:41:39.290090,Because Robin felt the responsibility but not duty to do it herself .,"tensor([[ 1.2608, -2.8834,  1.3790,  0.2208]])",3LB1BGHFL2U4U9WDP4A5UA42RO5TYL##34J10VATJGW8YDNAUL09S1VFUGPQIF##AO33H4GL9KZX9##Blog_1291115##q1_a1##3CKVGCS3PIJLC3MKCU66KB2461FS0R,cosmos_qa,Why would Robin take on so many things to do when it 's so taxing ?,Robin had been working on bringing two of every meal out the kitchen door ever since Barne,"['Because Robin knew it was her duty , but not the responsibility .', 'Because Robin felt no duty to do it herself except for the show .', 'Because Robin felt the responsibility but not duty to do it herself .', 'Because Robin felt the responsibility and duty to do it herself .']",Because Robin felt the responsibility and duty to do it herself .
multiple-choice,roberta-base,cosmos_qa,base,2023-01-25 23:41:40.003837,I would have rather gone to school for advanced survival skills given I know so much about that by now,"tensor([[-0.8215,  0.4581, -1.7382,  0.3017]])",3J9UN9O9J56SD03UP0XSSABHAI60JN##38JBBYETQRP4OSXXK2F5WHKRDT2E42##A1OPGPTQJ48XOY##Blog_1477361##q1_a1##3X7837UUAFCNRBP9RPD91BL8NUJ6J3,cosmos_qa,What sort of school would you rather have gone to ?,The sort of boys who would while away their time in metal work classes fashioning knuckle ,"['I would have rather gone to school which provided magic pens', 'I would have rather gone to school for advanced survival skills given I know so much about that by now', 'None of the above choices .', 'I would rather have gone to school focused on creative arts and liberal arts']",I would rather have gone to school focused on creative arts and liberal arts
multiple-choice,roberta-base,cosmos_qa,base,2023-01-25 23:41:40.731494,They are on vacation,"tensor([[ 7.4258,  3.7666, -3.3416, -3.7126]])",3ODOP6T3ASIUC3OGHI22DYR5W6842Q##3ATPCQ38J9821XVY97PQOPAYGYDYAW##A394JO4NEPCY3M##Blog_72084##q1_a1##3EKTG13IZWHVB4Y1HQW36MVMH6CMLE,cosmos_qa,What is likely true about the narrator ?,"A little later , were were in the middle of the ocean .... in front of us .... water .... ","['They are on vacation', 'They are a sailor', 'None of the above choices .', 'They work at Antara resort']",They are on vacation
multiple-choice,roberta-base,cosmos_qa,base,2023-01-25 23:41:41.280225,I invited someone there .,"tensor([[ 0.0223, -3.8893,  0.4495, -5.5692]])",3X2LT8FDHWGH7K9P75HMIHNZ29H8WL##3W8CV64QJ3X2AJV471726U4BL18H9Q##AJ7NSZOAFP05U##Blog_751627##q1_a1##3M67TQBQQJ2Z81O3VQ38SM9RN4H9AD,cosmos_qa,What may be your reason for going to Starbucks ?,"Oh no ! I went to Starbucks tonight to meet with a friend . I went early , you know any wa","['I wanted a break from my family .', 'The kids enjoy quiet time there .', 'I invited someone there .', 'My family wanted to go to Starbucks .']",I wanted a break from my family .
multiple-choice,roberta-base,cosmos_qa,base,2023-01-25 23:41:41.821185,Someone invited me there .,"tensor([[ 2.1578,  0.4495, -3.8893, -5.5692]])",3X2LT8FDHWGH7K9P75HMIHNZ29H8WL##3W8CV64QJ3X2AJV471726U4BL18H9Q##AJ7NSZOAFP05U##Blog_751627##q1_a2##3BC9H1KCYWQBGFZE47RG9SZ9OW4YW1,cosmos_qa,What may be your reason for going to Starbucks ?,"Oh no ! I went to Starbucks tonight to meet with a friend . I went early , you know any wa","['Someone invited me there .', 'I invited someone there .', 'The kids enjoy quiet time there .', 'My family wanted to go to Starbucks .']",Someone invited me there .
multiple-choice,roberta-base,cosmos_qa,base,2023-01-25 23:41:42.626314,I was unable to be there the entire time because of conflicts with classes I had so it was less fun than I had hoped for,"tensor([[-3.6253, -1.6079, -2.8278,  0.9503]])",374UMBUHN5NRR6V8TCSGXJCJOZMTCA##34S9DKFK74N9LGPNIBUVAVUYFHTNYA##A1OPGPTQJ48XOY##Blog_1165770##q1_a1##3VI0PC2ZA0YEB1028PE49KFEJIYXOT,cosmos_qa,Why did you find the that the sport fiesta was only so so ?,"yesterday , sport fiesta was soso , conflicts with classes.photos will upload once huiqing","['The sport fiesta did not have enough classes for people to do', 'There were no autograph sessions at the sport fiesta which was not ideal', 'The sport fiesta was too short so it ended really abruptly', 'I was unable to be there the entire time because of conflicts with classes I had so it was less fun than I had hoped for']",I was unable to be there the entire time because of conflicts with classes I had so it was less fun than I had hoped for
