skill,reader,adapter,modelname,timestamp,answer,logits_answer,data_id,dataset,question,context,choices,answer_dataset
multiple-choice,bert-base-uncased,quail,quant_onnx_opt,2023-01-26 00:47:44.106910,While he was still in the car,[[-0.7615986  -0.96537304 -0.8913425  -1.018966  ]],f141_17,quail,When Candy approached Larry:,Candy watched the bearded man drive his silver BMW into the convenience store parking lot ,"['While he was still in the car', 'not enough information', 'As he got out of the car', 'While he was inside the store']",As he got out of the car
multiple-choice,bert-base-uncased,quail,quant_onnx_opt,2023-01-26 00:47:50.195077,After he finished his fiction story.,[[-1.3285694 -1.770908  -1.5235372 -1.5820769]],f142_0,quail,"When Larry klicked ""Publish""?",Larry sat down at his laptop and logged in as Barry Undermine to complete another chapter ,"['After he finished his fiction story.', 'not enough information', 'While he was communicating with some of the readers', 'Before he made changes to the original plot']",After he finished his fiction story.
multiple-choice,bert-base-uncased,quail,quant_onnx_opt,2023-01-26 00:47:56.195354,Larry's wife.,[[-2.2144444 -2.3473835 -2.3640184 -2.1961906]],f142_1,quail,Who is Erin?,Larry sat down at his laptop and logged in as Barry Undermine to complete another chapter ,"[""Larry's love interest."", 'not enough information', ""Larry's girlfriend"", ""Larry's wife.""]",not enough information
multiple-choice,bert-base-uncased,quail,quant_onnx_opt,2023-01-26 00:48:02.516540,To share his novel with his readers,[[-1.729335  -1.6243957 -1.8132154 -2.009744 ]],f142_2,quail,Why Larry hits 'Publish'?,Larry sat down at his laptop and logged in as Barry Undermine to complete another chapter ,"['The previous submition was accidentally deleted.', 'To share his novel with his readers', 'To send a draft to his parents.', 'not enough information']",To share his novel with his readers
multiple-choice,bert-base-uncased,quail,quant_onnx_opt,2023-01-26 00:48:08.726405,Erin,[[-1.6954303 -1.9140878 -1.7817633 -1.9683664]],f142_3,quail,"Who wrote ""Illusion of Luck""?",Larry sat down at his laptop and logged in as Barry Undermine to complete another chapter ,"['Erin', 'not enough information', 'Larry', 'Barry']",Larry
multiple-choice,bert-base-uncased,quail,quant_onnx_opt,2023-01-26 00:48:15.088394,Barry,[[-2.0399194 -1.7414448 -1.7939    -1.9994264]],f142_4,quail,Who was incinerated?,Larry sat down at his laptop and logged in as Barry Undermine to complete another chapter ,"['not enough information', 'Barry', 'Erin', 'Larry']",Larry
multiple-choice,bert-base-uncased,quail,quant_onnx_opt,2023-01-26 00:48:21.580166,She was involved in an affair.,[[-2.2752266 -1.8966758 -2.1956265 -2.392878 ]],f142_5,quail,What probably happened to Erin?,Larry sat down at his laptop and logged in as Barry Undermine to complete another chapter ,"['Barry murdered her.', 'She was involved in an affair.', 'not enough information', 'Larry murdered her.']",Larry murdered her.
multiple-choice,bert-base-uncased,quail,quant_onnx_opt,2023-01-26 00:48:27.763261,A chapter in his serial novel.,[[-1.9376924 -2.0016658 -1.9410529 -1.9104526]],f142_6,quail,What was Barry working on?,Larry sat down at his laptop and logged in as Barry Undermine to complete another chapter ,"['Sketching out a plot.', 'not enough information', 'Incinerating Erin.', 'A chapter in his serial novel.']",A chapter in his serial novel.
multiple-choice,bert-base-uncased,quail,quant_onnx_opt,2023-01-26 00:48:33.901119,Articulating the scene.,[[-1.7911038 -1.6737462 -2.0183547 -1.9563725]],f142_7,quail,What does Larry think is so easy?,Larry sat down at his laptop and logged in as Barry Undermine to complete another chapter ,"['Coming up with character names.', 'Articulating the scene.', 'Writing the title.', 'not enough information']",Articulating the scene.
multiple-choice,bert-base-uncased,quail,quant_onnx_opt,2023-01-26 00:48:40.257589,Annoyed,[[-1.8753264 -1.635847  -1.5034579 -1.8109596]],f142_8,quail,How does Larry feel after hitting 'Publish'?,Larry sat down at his laptop and logged in as Barry Undermine to complete another chapter ,"['Scared', 'not enough information', 'Annoyed', 'Excited']",Excited
multiple-choice,bert-base-uncased,quail,quant_onnx_opt,2023-01-26 00:48:47.027797,Writer,[[-2.1733294 -2.0432637 -2.0270793 -1.7551283]],f142_9,quail,What does Larry most likely do for a living?,Larry sat down at his laptop and logged in as Barry Undermine to complete another chapter ,"['Painter', 'not enough information', 'Calligraphy Artist', 'Writer']",Writer
multiple-choice,bert-base-uncased,quail,quant_onnx_opt,2023-01-26 00:48:53.639206,500 pages,[[-2.2462633 -2.2039232 -2.036994  -1.9859037]],f142_10,quail,How long is Larry's book?,Larry sat down at his laptop and logged in as Barry Undermine to complete another chapter ,"['not enough information', '100 pages', '250 pages', '500 pages']",not enough information
multiple-choice,bert-base-uncased,quail,quant_onnx_opt,2023-01-26 00:49:00.327630,He had incinerated Erin.,[[-1.7714095 -1.576246  -1.6560106 -1.9459653]],f142_11,quail,Why did he change his plot?,Larry sat down at his laptop and logged in as Barry Undermine to complete another chapter ,"['He wanted to take a different approach.', 'He had incinerated Erin.', 'He had a better real world experience.', 'not enough information']",He had a better real world experience.
multiple-choice,bert-base-uncased,quail,quant_onnx_opt,2023-01-26 00:49:07.032765,In a shallow grave.,[[-1.641128  -1.7564573 -1.6824845 -1.540841 ]],f142_12,quail,Where would Erin's burned corpse end up being stored?,Larry sat down at his laptop and logged in as Barry Undermine to complete another chapter ,"['In a locker.', 'not enough information', 'In a 55-gallon drum.', 'In a shallow grave.']",In a 55-gallon drum.
multiple-choice,bert-base-uncased,quail,quant_onnx_opt,2023-01-26 00:49:13.312965,Original plot has made to the novel,[[-2.3097699 -1.8262463 -1.9259918 -2.0826416]],f142_13,quail,What Larry Belives?,Larry sat down at his laptop and logged in as Barry Undermine to complete another chapter ,"['not enough information', 'Original plot has made to the novel', 'It is very easy to write a novel', 'He should learn to type faster']",It is very easy to write a novel
multiple-choice,bert-base-uncased,quail,quant_onnx_opt,2023-01-26 00:49:19.363710,He was excited,[[-1.2714669 -1.5544842 -1.3831347 -1.0934608]],f142_14,quail,What happened to Larry after he wrote the murder scene?,Larry sat down at his laptop and logged in as Barry Undermine to complete another chapter ,"['not enough information', 'He was bored', 'He was hungry', 'He was excited']",He was excited
multiple-choice,bert-base-uncased,quail,quant_onnx_opt,2023-01-26 00:49:25.678041,Multiple days.,[[-1.2901859 -1.6182092 -1.6371161 -1.4945791]],f142_15,quail,How long did it take for Barry to finish his chapter?,Larry sat down at his laptop and logged in as Barry Undermine to complete another chapter ,"['Multiple days.', 'The whole day.', 'not enough information', 'A few minutes.']",The whole day.
multiple-choice,bert-base-uncased,quail,quant_onnx_opt,2023-01-26 00:49:31.872676,a couple hours,[[-1.5903119 -1.7811195 -1.7052106 -1.6218382]],f142_16,quail,How much time it probably took Larry to finish writing the novel?,Larry sat down at his laptop and logged in as Barry Undermine to complete another chapter ,"['a couple hours', 'a couple seconds', 'a week', 'not enough information']",a couple hours
multiple-choice,bert-base-uncased,quail,quant_onnx_opt,2023-01-26 00:49:37.973506,Waiting for a feedback,[[-1.8121834 -1.5117273 -1.6821531 -2.0748978]],f142_17,quail,"After the end of the story, Larry:",Larry sat down at his laptop and logged in as Barry Undermine to complete another chapter ,"['not enough information', 'Waiting for a feedback', 'Calling Erin', 'Starts writing a new movie']",Waiting for a feedback
multiple-choice,bert-base-uncased,quail,quant_onnx_opt,2023-01-26 00:49:44.361201,not enough information,[[-1.5320967 -1.6920359 -1.7007853 -1.4988347]],f143_0,quail,Why was the principal upset?,"It was about 7:00 PM, and pitch black. As far as Larry could tell, there was no moonlight ","['Because it was warm for February.', 'He wanted to go fishing.', 'Jim took the kids out of school to go fishing.', 'not enough information']",Jim took the kids out of school to go fishing.
multiple-choice,bert-base-uncased,quail,quant_onnx_opt,2023-01-26 00:49:50.668652,not enough information,[[-1.7135605 -1.6213893 -1.9602098 -1.4264833]],f143_1,quail,Where is this scene taking place?,"It was about 7:00 PM, and pitch black. As far as Larry could tell, there was no moonlight ","['Near Lake Texoma.', ""At Jim's home."", 'At the school.', 'not enough information']",Near Lake Texoma.
multiple-choice,bert-base-uncased,quail,quant_onnx_opt,2023-01-26 00:49:57.206035,not enough information,[[-1.5235481 -1.4293402 -1.8502417 -1.4762367]],f143_2,quail,What is probably true about Jim?,"It was about 7:00 PM, and pitch black. As far as Larry could tell, there was no moonlight ","['He disagrees with Barb a lot.', 'not enough information', 'He thinks there is more to life than school.', 'He puts a lot of value on education.']",He thinks there is more to life than school.
multiple-choice,bert-base-uncased,quail,quant_onnx_opt,2023-01-26 00:50:03.507081,Before they went fishing.,[[-1.849709  -1.657728  -2.0502665 -1.5700221]],f143_3,quail,When Larry and Jim met?,"It was about 7:00 PM, and pitch black. As far as Larry could tell, there was no moonlight ","['After Jim came to talk to him.', 'While Larry was doing his BBQ.', 'not enough information', 'Before they went fishing.']",After Jim came to talk to him.
multiple-choice,bert-base-uncased,quail,quant_onnx_opt,2023-01-26 00:50:09.813258,Will continue fishing,[[-1.8595338 -1.8291719 -1.9175355 -1.5883031]],f143_4,quail,"Immediately after this story ends, Larry","It was about 7:00 PM, and pitch black. As far as Larry could tell, there was no moonlight ","['Will stop fishing', 'Will return home.', 'not enough information', 'Will continue fishing']",Will continue fishing
multiple-choice,bert-base-uncased,quail,quant_onnx_opt,2023-01-26 00:50:16.195142,Jim,[[-1.3602697 -1.5949719 -1.4603593 -1.4820058]],f143_5,quail,Who says there needs to be balance in life?,"It was about 7:00 PM, and pitch black. As far as Larry could tell, there was no moonlight ","['Jim', 'Barb', 'not enough information', 'Larry']",Jim
multiple-choice,bert-base-uncased,quail,quant_onnx_opt,2023-01-26 00:50:22.363158,Fish,[[-2.0755663 -2.3201253 -2.2082    -2.4614117]],f143_6,quail,What was Larry cooking?,"It was about 7:00 PM, and pitch black. As far as Larry could tell, there was no moonlight ","['Fish', 'Squirrel', 'not enough information', 'Deer']",not enough information
multiple-choice,bert-base-uncased,quail,quant_onnx_opt,2023-01-26 00:50:28.796562,Larry.,[[-1.7819557 -1.5429384 -1.6759658 -1.7398324]],f143_7,quail,Who said that something smells good?,"It was about 7:00 PM, and pitch black. As far as Larry could tell, there was no moonlight ","['Barb.', 'Larry.', 'not enough information', 'Jim.']",Jim.
multiple-choice,bert-base-uncased,quail,quant_onnx_opt,2023-01-26 00:50:35.418854,Because Jim is a large man.,[[-1.8088205 -1.5788176 -1.7197773 -1.5175525]],f143_8,quail,Why did Larry jump?,"It was about 7:00 PM, and pitch black. As far as Larry could tell, there was no moonlight ","['Because he caught a fish.', 'Because he heard a loud voice in the darkness.', 'not enough information', 'Because Jim is a large man.']",Because he heard a loud voice in the darkness.
multiple-choice,bert-base-uncased,quail,quant_onnx_opt,2023-01-26 00:50:41.927165,He is not hungry,[[-2.1743357 -1.7939855 -2.1310737 -2.3951118]],f143_9,quail,What is Larry having for dinner?,"It was about 7:00 PM, and pitch black. As far as Larry could tell, there was no moonlight ","['not enough information', 'He is not hungry', 'Pizza', 'BBQ']",BBQ
multiple-choice,bert-base-uncased,quail,quant_onnx_opt,2023-01-26 00:50:48.243646,Five days.,[[-1.0034962  -1.019827   -1.0731099  -0.88447607]],f143_10,quail,How long is Jim's fishing trip likely to be?,"It was about 7:00 PM, and pitch black. As far as Larry could tell, there was no moonlight ","['One day.', 'not enough information', 'Three days.', 'Five days.']",Three days.
multiple-choice,bert-base-uncased,quail,quant_onnx_opt,2023-01-26 00:50:54.726685,Before the fishing trip.,[[-1.3856715 -1.4981936 -1.6538875 -1.6877815]],f143_11,quail,When did Jim talk with the principal?,"It was about 7:00 PM, and pitch black. As far as Larry could tell, there was no moonlight ","['Before the fishing trip.', 'not enough information', 'During the fishing trip.', 'After the fishing trip.']",Before the fishing trip.
multiple-choice,bert-base-uncased,quail,quant_onnx_opt,2023-01-26 00:51:01.120505,Fifteen.,[[-2.22971   -2.3622391 -2.0306828 -2.2410257]],f143_12,quail,How old is Jim's oldest son?,"It was about 7:00 PM, and pitch black. As far as Larry could tell, there was no moonlight ","['Sixteen.', 'Fourteen.', 'Fifteen.', 'not enough information']",not enough information
multiple-choice,bert-base-uncased,quail,quant_onnx_opt,2023-01-26 00:51:07.460198,not enough information,[[-1.4263481 -1.40345   -1.4436995 -1.4562126]],f143_13,quail,What did Jim catch earlier in the day?,"It was about 7:00 PM, and pitch black. As far as Larry could tell, there was no moonlight ","['An 8 pound largemouth bass.', 'not enough information', 'A 4 pound trout.', 'A 16 pound salmon.']",An 8 pound largemouth bass.
multiple-choice,bert-base-uncased,quail,quant_onnx_opt,2023-01-26 00:51:13.787866,Thirty days,[[-0.87272227 -0.9945774  -0.7542908  -1.0010986 ]],f143_14,quail,The boys probably missed this many days of school to go fishing:,"It was about 7:00 PM, and pitch black. As far as Larry could tell, there was no moonlight ","['Seven days', 'not enough information', 'Thirty days', 'One day']",One day
multiple-choice,bert-base-uncased,quail,quant_onnx_opt,2023-01-26 00:51:20.234670,He will tell Jim to stop talking.,[[-2.2933722 -2.3056223 -2.199792  -2.2152286]],f143_15,quail,What will Larry do next?,"It was about 7:00 PM, and pitch black. As far as Larry could tell, there was no moonlight ","['He will invite Jim and his family to eat with him.', 'He will tell Jim that his wife is pretty.', 'He will tell Jim to stop talking.', 'not enough information']",He will invite Jim and his family to eat with him.
multiple-choice,bert-base-uncased,quail,quant_onnx_opt,2023-01-26 00:51:26.704256,The principal's.,[[-1.0299441  -0.913548   -1.1914064  -0.92434156]],f143_16,quail,Who's eyes had adjusted to the lamp?,"It was about 7:00 PM, and pitch black. As far as Larry could tell, there was no moonlight ","[""Larry's."", ""The principal's."", 'not enough information', ""Jim's.""]",Larry's.
multiple-choice,bert-base-uncased,quail,quant_onnx_opt,2023-01-26 00:51:33.053309,Larry,[[-0.9181737  -1.0696265  -0.86136734 -1.0983709 ]],f143_17,quail,Who caught an 8 pound bass?,"It was about 7:00 PM, and pitch black. As far as Larry could tell, there was no moonlight ","['Jim', 'not enough information', 'Larry', 'The principal']",Jim
multiple-choice,bert-base-uncased,quail,quant_onnx_opt,2023-01-26 00:51:39.312439,after he met Larry.,[[-1.3202002 -1.3310655 -1.2340982 -1.2965161]],f143_18,quail,When Jim went fishing:,"It was about 7:00 PM, and pitch black. As far as Larry could tell, there was no moonlight ","['a week prior.', 'earlier that day.', 'after he met Larry.', 'not enough information']",earlier that day.
multiple-choice,bert-base-uncased,quail,quant_onnx_opt,2023-01-26 00:51:44.973981,When she arrived at the cabin.,[[-1.1593397  -0.96935666 -0.98820794 -1.09031   ]],f144_0,quail,When Erin looked at Larry's laptop:,It took Erin an hour and forty-five minutes to drive from their half-million dollar home i,"['not enough information', 'When she arrived at the cabin.', 'While travelling from Plano to the cabin.', 'Before she left her home in Plano.']",When she arrived at the cabin.
multiple-choice,bert-base-uncased,quail,quant_onnx_opt,2023-01-26 00:51:50.563821,she is frustrated with him,[[-1.0130668 -0.9568213 -0.8982408 -1.2379673]],f144_1,quail,how does Erin probably feel about Larry?,It took Erin an hour and forty-five minutes to drive from their half-million dollar home i,"['she is still attracted to him', 'like he will eventually get published', 'she is frustrated with him', 'not enough information']",she is frustrated with him
multiple-choice,bert-base-uncased,quail,quant_onnx_opt,2023-01-26 00:51:56.392491,Working on her newest book,[[-0.9080961  -0.85008585 -1.0440594  -1.0010948 ]],f144_2,quail,What did Erin enjoy doing most nights?,It took Erin an hour and forty-five minutes to drive from their half-million dollar home i,"['Fishing at the lake', 'Working on her newest book', 'not enough information', 'Partying with her friends']",Partying with her friends
multiple-choice,bert-base-uncased,quail,quant_onnx_opt,2023-01-26 00:52:02.309685,She is a supportive girlfriend.,[[-0.9765161 -1.17575   -0.936396  -1.1401118]],f144_3,quail,What is probably true about Erin?,It took Erin an hour and forty-five minutes to drive from their half-million dollar home i,"['She will be a great author someday.', 'She lives in an expencive house.', 'She is a supportive girlfriend.', 'not enough information']",She lives in an expencive house.
multiple-choice,bert-base-uncased,quail,quant_onnx_opt,2023-01-26 00:52:08.068665,He was invited to the party,[[-0.88274753 -0.7377893  -0.8178487  -1.0035013 ]],f144_4,quail,Why is Larry at the fish camp?,It took Erin an hour and forty-five minutes to drive from their half-million dollar home i,"['He wanted to surprise his girlfriend', 'He was invited to the party', 'He does his best writing there', 'not enough information']",He does his best writing there
multiple-choice,bert-base-uncased,quail,quant_onnx_opt,2023-01-26 00:52:13.830039,Because it smelled like dead fish.,[[-0.7498789  -0.96003795 -0.9915309  -0.8997048 ]],f144_5,quail,Why did Erin hate the cabin?,It took Erin an hour and forty-five minutes to drive from their half-million dollar home i,"['Because it smelled like dead fish.', 'Because it was far from Plano.', 'Because Larry did his writing there.', 'not enough information']",Because it smelled like dead fish.
multiple-choice,bert-base-uncased,quail,quant_onnx_opt,2023-01-26 00:52:19.599817,the girls boyfriend,[[-0.92361414 -0.98622334 -0.78823936 -1.092672  ]],f144_6,quail,Who is the guy at the fish camp?,It took Erin an hour and forty-five minutes to drive from their half-million dollar home i,"[""Larry's school friend"", 'a publishing agent', 'the girls boyfriend', 'not enough information']",not enough information
multiple-choice,bert-base-uncased,quail,quant_onnx_opt,2023-01-26 00:52:25.259797,Larry is not a good writer,[[-1.1106483  -1.3568128  -1.0811193  -0.94338715]],f144_7,quail,Erin belives that:,It took Erin an hour and forty-five minutes to drive from their half-million dollar home i,"['Driving at night is dangerous.', 'not enough information', ""Larry's pipe smoking is making him ill."", 'Larry is not a good writer']",Larry is not a good writer
multiple-choice,bert-base-uncased,quail,quant_onnx_opt,2023-01-26 00:52:31.097764,How he plans to clean up the cabin.,[[-1.1157461 -0.6987493 -0.9359274 -1.157539 ]],f144_8,quail,Larry plans to explain to Erin:,It took Erin an hour and forty-five minutes to drive from their half-million dollar home i,"['Why he was looking up a girl from high school on his lap top.', 'How he plans to clean up the cabin.', 'When he expects to get a viable book contract.', 'not enough information']",Why he was looking up a girl from high school on his lap top.
multiple-choice,bert-base-uncased,quail,quant_onnx_opt,2023-01-26 00:52:36.722470,when Erin left the party,[[-1.0501091 -1.0308677 -1.0751764 -0.8973175]],f144_9,quail,When did the door slam?,It took Erin an hour and forty-five minutes to drive from their half-million dollar home i,"['not enough information', 'when Erin got out of the car', 'when Erin got to the fish camp', 'when Erin left the party']",when Erin got to the fish camp
multiple-choice,bert-base-uncased,quail,quant_onnx_opt,2023-01-26 00:52:42.426956,Near his old school,[[-1.6842357 -2.0084033 -1.5368927 -1.4420254]],f144_10,quail,Where is the camp located?,It took Erin an hour and forty-five minutes to drive from their half-million dollar home i,"['Near the Plato', 'not enough information', 'Near the lake Tahoma', 'Near his old school']",Near the lake Tahoma
multiple-choice,bert-base-uncased,quail,quant_onnx_opt,2023-01-26 00:52:48.058819,not enough information,[[-1.2438126  -1.1114397  -0.99344337 -0.90975547]],f144_11,quail,When the text is done Larry,It took Erin an hour and forty-five minutes to drive from their half-million dollar home i,"['will get married', 'will have an argument with Erin', 'will get his book published', 'not enough information']",will have an argument with Erin
multiple-choice,bert-base-uncased,quail,quant_onnx_opt,2023-01-26 00:52:55.126172,Since he arrived at the fish camp.,[[-1.4360846 -1.1980525 -1.4839717 -1.2000525]],f144_12,quail,How long had Larry been probably trying to publish a book?,It took Erin an hour and forty-five minutes to drive from their half-million dollar home i,"['A week.', 'Since he arrived at the fish camp.', 'not enough information', 'Several years.']",Several years.
multiple-choice,bert-base-uncased,quail,quant_onnx_opt,2023-01-26 00:53:03.772331,Larry's,[[-0.6695647  -0.5620495  -0.53890693 -0.71940553]],f144_13,quail,Whose smoking did Erin hate?,It took Erin an hour and forty-five minutes to drive from their half-million dollar home i,"[""Her friends'"", ""The owner of the fish camp's"", ""Larry's"", 'not enough information']",Larry's
multiple-choice,bert-base-uncased,quail,quant_onnx_opt,2023-01-26 00:53:11.545401,not enough information,[[-1.0535358  -1.1005913  -1.1598545  -0.93511224]],f144_14,quail,Larry think,It took Erin an hour and forty-five minutes to drive from their half-million dollar home i,"['that Erin can be a writer', 'that he can get a contract', 'that Erin is very beautiful', 'not enough information']",that Erin is very beautiful
multiple-choice,bert-base-uncased,quail,quant_onnx_opt,2023-01-26 00:53:17.989524,not enough information,[[-0.91605425 -1.0079575  -1.0951874  -1.0859325 ]],f144_15,quail,Who was Erin's boyfriend?,It took Erin an hour and forty-five minutes to drive from their half-million dollar home i,"['not enough information', 'A boy he went to school with', 'Larry', 'Honey']",Larry
multiple-choice,bert-base-uncased,quail,quant_onnx_opt,2023-01-26 00:53:24.362452,not enough information,[[-1.2052261 -1.2352813 -1.2098467 -1.239979 ]],f144_16,quail,Larry had Erin come up to the cabin to:,It took Erin an hour and forty-five minutes to drive from their half-million dollar home i,"['not enough information', 'Tell her he had finally received a publishing contract for his latest book.', 'Tell her he was planning to move the fish camp permanently.', 'Tell her he was breaking up with her for the girl from his high school.']",not enough information
multiple-choice,bert-base-uncased,quail,quant_onnx_opt,2023-01-26 00:53:30.203712,for many years,[[-1.5834776 -1.3059745 -1.3005708 -1.2277331]],f144_17,quail,how long has Larry been writing?,It took Erin an hour and forty-five minutes to drive from their half-million dollar home i,"['not enough information', 'since last month', 'for about a year', 'for many years']",for many years
multiple-choice,bert-base-uncased,quail,quant_onnx_opt,2023-01-26 00:53:35.938231,not enough information,[[-1.990546  -2.0760615 -2.0296645 -1.9212501]],f145_0,quail,Kate believes that:,Greg Tenorly was the luckiest man in the world. The woman of his wildest dreams was standi,"['Marry was not a good guest', 'Marry was his friend', 'Marry was married', 'not enough information']",Marry was not a good guest
