skill,reader,adapter,modelname,timestamp,answer,logits_answer,data_id,dataset,question,context,choices,answer_dataset
multiple-choice,bert-base-uncased,race,onnx,2023-01-23 22:39:10.899217,People from different cultures have different ideas about numbers and math.,[[1.3610892 1.2334853 1.2663066 0.9746572]],middle4690.txt,race,What is the main idea of the passage?,How quickly can you count from one to ten?Do you use ten different words to do it?Can you ,"['People from different cultures have different ideas about numbers and math.', 'Chinese people can count more easily on their fingers than Americans.', ""In some aboriginal cultures,people don't even know how to count."", ""Some languages don't have number words because people don't need numbers.""]",People from different cultures have different ideas about numbers and math.
multiple-choice,bert-base-uncased,race,onnx,2023-01-23 22:39:15.246076,the best way of reading,[[1.335963  1.1965544 1.4291604 1.3830931]],middle163.txt,race,This passage is about  _  .,"When you are reading something in English, you may often meet with a new word. What's the ","['new words in writing', 'different dictionaries', 'the best way of reading', 'using an English-Chinese dictionary']",using an English-Chinese dictionary
multiple-choice,bert-base-uncased,race,onnx,2023-01-23 22:39:19.721372,how to use the word,[[1.3389211 1.1121478 1.2044811 1.4145421]],middle163.txt,race,In the dictionary you may not find  _  .,"When you are reading something in English, you may often meet with a new word. What's the ","['how to pronounce the word', 'the spelling of the word', 'who used the word first', 'how to use the word']",who used the word first
multiple-choice,bert-base-uncased,race,onnx,2023-01-23 22:39:24.756320,begins with A,[[1.4300311 1.4553721 1.1333617 1.2620151]],middle163.txt,race,"In an English-Chinese dictionary, the last word  _  .","When you are reading something in English, you may often meet with a new word. What's the ","['begins with Z', 'begins with A', 'is a short one', 'is not often used']",begins with Z
multiple-choice,bert-base-uncased,race,onnx,2023-01-23 22:39:29.423477,"perhaps, produce, plenty",[[0.8645472  0.59025544 0.63032144 0.45179433]],middle163.txt,race,Which group of words is in the right order in an English-Chinese dictionary?,"When you are reading something in English, you may often meet with a new word. What's the ","['perhaps, produce, plenty', 'straight, subject, surprise', 'century, center, business', 'foreign, entrance, headache']","straight, subject, surprise"
multiple-choice,bert-base-uncased,race,onnx,2023-01-23 22:39:33.459095,an English-Chinese dictionary can help us a lot in our English study,[[1.1141667 1.3316923 1.4436681 0.8137262]],middle163.txt,race,In the passage the writer tries to tell us that  _  .,"When you are reading something in English, you may often meet with a new word. What's the ","['we have to use a dictionary when we read something in English', 'an English-Chinese dictionary can tell us everything about a word', 'an English-Chinese dictionary can help us a lot in our English study', 'all English-Chinese dictionary are the same']",we have to use a dictionary when we read something in English
multiple-choice,bert-base-uncased,race,onnx,2023-01-23 22:39:37.814719,The death of Cao's mother influenced Cao a lot.,[[ 0.2653678  -0.1179508  -0.05697006 -0.31225425]],middle4052.txt,race,Which of the following is true?,"An Dun is a daily newspaper reporter in Beijing. And she has a great ""Chinese dream"".
Ever","[""The death of Cao's mother influenced Cao a lot."", ""Cao's sister lives in the poor countryside now."", 'The Chinese Dream series will be written in English.', 'An dislkes to be a reporter and interview people.']",The death of Cao's mother influenced Cao a lot.
multiple-choice,bert-base-uncased,race,onnx,2023-01-23 22:39:42.352820,four,[[0.4716469  0.476835   0.47858137 0.4923073 ]],middle4052.txt,race,An's book will be  written in  languages.,"An Dun is a daily newspaper reporter in Beijing. And she has a great ""Chinese dream"".
Ever","['one', 'two', 'three', 'four']",two
multiple-choice,bert-base-uncased,race,onnx,2023-01-23 22:39:49.042848,Arts.,[[0.28776044 0.6095764  0.5769392  0.38353264]],middle4052.txt,race,In which column  can An Dun's The Chinese Dream be found?,"An Dun is a daily newspaper reporter in Beijing. And she has a great ""Chinese dream"".
Ever","['Business.', 'Arts.', 'Society.', 'Movies.']",Society.
multiple-choice,bert-base-uncased,race,onnx,2023-01-23 22:39:52.531470,rich man,[[-1.6590698 -1.7333541 -2.1231065 -1.9714116]],middle1638.txt,race,Mr Jones was a   _  .,Mr Jones was a millionaire . One day he went to stay at a hotel in New York. He hoped to h,"['rich man', 'writer  `', 'worker', 'farmer']",rich man
multiple-choice,bert-base-uncased,race,onnx,2023-01-23 22:39:55.920870,a larger,[[-2.9318867 -1.2681782 -1.1358783 -1.0238134]],middle1638.txt,race,Mr Jones wanted to have  _   room to live in.,Mr Jones was a millionaire . One day he went to stay at a hotel in New York. He hoped to h,"['a beautiful', 'a dear', 'the cheapest', 'a larger']",the cheapest
multiple-choice,bert-base-uncased,race,onnx,2023-01-23 22:39:59.252254,no the cheapest,[[-1.7072155 -1.9949781 -1.898745  -1.7864541]],middle1638.txt,race,The boss told Mr Jones that they had  _   room.,Mr Jones was a millionaire . One day he went to stay at a hotel in New York. He hoped to h,"['no the cheapest', 'the cheapest', 'no the dearest', 'no small']",the cheapest
multiple-choice,bert-base-uncased,race,onnx,2023-01-23 22:40:02.414230,the smallest,[[-1.5448313 -1.9797444 -1.7556263 -1.8301405]],middle1638.txt,race,Mr Jones' son often stays at   _  room.,Mr Jones was a millionaire . One day he went to stay at a hotel in New York. He hoped to h,"['the smallest', 'a cheap', 'a small', 'the dearest']",the dearest
multiple-choice,bert-base-uncased,race,onnx,2023-01-23 22:40:05.292923,poor,[[-1.7880647 -2.0220463 -1.6724962 -1.6953167]],middle1638.txt,race,Mr Jones was born   in a   _  family.,Mr Jones was a millionaire . One day he went to stay at a hotel in New York. He hoped to h,"['rich', 'big', 'poor', ""a farmer's""]",poor
multiple-choice,bert-base-uncased,race,onnx,2023-01-23 22:40:11.111011,playing the piano,[[-1.4485382 -1.4837289 -1.5783157 -1.327242 ]],middle7193.txt,race,"According to the chart, the pop star was good at   _  .",Many young people want to be pop stars. Pop stars are rich. Many people think they are lea,"['singing', 'dancing', 'making faces', 'playing the piano']",singing
multiple-choice,bert-base-uncased,race,onnx,2023-01-23 22:40:16.930386,both A and B,[[-1.2771841  -1.5291344  -1.22948    -0.94741654]],middle7193.txt,race,The pop star felt   _   after the performance.,Many young people want to be pop stars. Pop stars are rich. Many people think they are lea,"['tired', 'excited', 'sad', 'both A and B']",both A and B
multiple-choice,bert-base-uncased,race,onnx,2023-01-23 22:40:22.746164,not tell us how the band did,[[-2.025155  -1.93584   -2.1125712 -1.7895813]],middle7193.txt,race,The band did   _   in the rehearsal   in the night's show.,Many young people want to be pop stars. Pop stars are rich. Many people think they are lea,"['better in the show than', 'worse in the show than', 'in the show as bad as', 'not tell us how the band did']",better in the show than
multiple-choice,bert-base-uncased,race,onnx,2023-01-23 22:40:28.638164,pop stars don't have an easy life as they seem to have,[[-1.622562  -1.8172975 -1.8857236 -0.7172664]],middle7193.txt,race,This passage mainly tells us that   _  .,Many young people want to be pop stars. Pop stars are rich. Many people think they are lea,"['pop stars are not rich in fact', 'young people had better not be pop stars', 'there are many young people wanting to be pop stars', ""pop stars don't have an easy life as they seem to have""]",pop stars don't have an easy life as they seem to have
multiple-choice,bert-base-uncased,race,onnx,2023-01-23 22:40:34.371988,to study English,[[-0.03927886 -0.46220428 -0.23906696 -0.55843097]],middle1734.txt,race,All the three teenagers went abroad  _  .,This month in Travelers Corner there are three teenagers' experiences in year-abroad progr,"['to study English', 'to visit friends', 'to have a holiday', 'to find a job']",to study English
multiple-choice,bert-base-uncased,race,onnx,2023-01-23 22:40:40.165924,Mariko.,[[-1.5829552 -1.7032408 -1.6075875 -1.7659882]],middle1734.txt,race,Who didn't really enjoy the stay in a foreign country very much?,This month in Travelers Corner there are three teenagers' experiences in year-abroad progr,"['Mariko.', 'Carla.', 'Alvin.', 'None of them.']",Carla.
multiple-choice,bert-base-uncased,race,onnx,2023-01-23 22:40:45.500410,a travel magazine,[[-1.3766826  -1.6953666  -0.5276339  -0.85405034]],middle1734.txt,race,Travelers Corner is most probably  _  .,This month in Travelers Corner there are three teenagers' experiences in year-abroad progr,"['a sports club newsletter', 'a science documentary', 'a travel magazine', 'a news website']",a travel magazine
multiple-choice,bert-base-uncased,race,onnx,2023-01-23 22:40:48.514968,8.45 a.m.,[[-2.6615915 -2.8713975 -2.7608726 -3.000806 ]],middle635.txt,race,Schools in the UK usually start at   _  .,"Hello, my name is Peter. I study at a school in the UK. School days usually begin at 9 a.m","['8.45 a.m.', '9 a.m.', '3.30 p.m.', '8.30 a.m.']",9 a.m.
multiple-choice,bert-base-uncased,race,onnx,2023-01-23 22:40:51.525604,"A, B and C",[[-2.653561  -2.5600262 -2.5618167 -1.0611665]],middle635.txt,race,"After lunch, the students can   _  .","Hello, my name is Peter. I study at a school in the UK. School days usually begin at 9 a.m","['listen to music', 'write e-mails', 'play ball games', 'A, B and C']","A, B and C"
multiple-choice,bert-base-uncased,race,onnx,2023-01-23 22:40:54.983406,Peter has a wonderful time at school.,[[-1.6005813 -1.8010414 -2.1241813 -1.3795315]],middle635.txt,race,Which one isn't right?,"Hello, my name is Peter. I study at a school in the UK. School days usually begin at 9 a.m","['School is over at 3.30 p.m. in the UK.', 'Peter is good at all his lessons.', 'Peter has no time to go to clubs every day.', 'Peter has a wonderful time at school.']",Peter has no time to go to clubs every day.
multiple-choice,bert-base-uncased,race,onnx,2023-01-23 22:41:01.004111,Moms bring home food by having fulltime jobs and dads take care of their children at home.,[[5.7215195 5.921388  4.7856507 4.500018 ]],middle6065.txt,race,What are the common roles of moms and dads in all cultures?,Moms take care of their children and dads bring home food and make the family rules. These,"['Moms take care of their children and dads bring home food and make the family rules.', 'Moms bring home food by having fulltime jobs and dads take care of their children at home.', 'Both parents take care of their children at home.', 'Both parents go out to work,while grandparents take care of their children at home.']",Moms take care of their children and dads bring home food and make the family rules.
multiple-choice,bert-base-uncased,race,onnx,2023-01-23 22:41:07.595917,They are trying to make more money.,[[4.4225054 4.1486354 4.4227405 3.2617452]],middle6065.txt,race,What are the young dads trying to do in the show?,Moms take care of their children and dads bring home food and make the family rules. These,"['They are trying hard to find the best way to raise their children and keep a closer relationship with them.', 'They are trying to complete a set of tasks with their kids. They are also trying hard to find the best way to raise their children and keep a closer relationship with them.', 'They are trying to make more money.', 'They are trying to be cold to their kids.']",They are trying to complete a set of tasks with their kids. They are also trying hard to find the best way to raise their children and keep a closer relationship with them.
multiple-choice,bert-base-uncased,race,onnx,2023-01-23 22:41:14.345661,Drop out of school and get into trouble.,[[3.3747675 3.6324108 3.591072  3.8545148]],middle6065.txt,race,What is a child more possible to do without a dad?,Moms take care of their children and dads bring home food and make the family rules. These,"['Stay out late.', 'Get into trouble and do badly in school work.', 'Drop out of school', 'Drop out of school and get into trouble.']",Drop out of school and get into trouble.
multiple-choice,bert-base-uncased,race,onnx,2023-01-23 22:41:20.564992,It is both the father's and the mother's duty to raise a child.,[[4.9145827 4.646822  4.7449827 5.7693567]],middle6065.txt,race,Why does it take both parents to raise a child?,Moms take care of their children and dads bring home food and make the family rules. These,"['A child feels safer with both parents.', 'A child feels happier with both parents.', 'Both parents need to consider that children have different needs at different ages.', ""It is both the father's and the mother's duty to raise a child.""]",Both parents need to consider that children have different needs at different ages.
multiple-choice,bert-base-uncased,race,onnx,2023-01-23 22:41:22.763952,how to say something,[[ 0.3362006  -0.05899096  0.07449883 -0.45902485]],middle3349.txt,race,The man teaches the bird   _  .,"A man has a bird. It is very clever. Every day the man speaks to the bird. "" Hello! "" he s","['how to say something', 'how to sing songs', 'how to eat something', 'how to dance']",how to say something
multiple-choice,bert-base-uncased,race,onnx,2023-01-23 22:41:24.837018,very clever,[[-2.4295328 -1.820762  -2.9845912 -2.2286286]],middle3349.txt,race,The bird is   _  .,"A man has a bird. It is very clever. Every day the man speaks to the bird. "" Hello! "" he s","['very nice', 'very clever', 'very beautiful', 'very silly']",very clever
multiple-choice,bert-base-uncased,race,onnx,2023-01-23 22:41:27.093122,every day,[[-1.0543834  -1.3591743  -1.0950377  -0.34538764]],middle3349.txt,race,The man speaks to the bird   _  .,"A man has a bird. It is very clever. Every day the man speaks to the bird. "" Hello! "" he s","['sometimes', 'once a week', 'every week', 'every day']",every day
multiple-choice,bert-base-uncased,race,onnx,2023-01-23 22:41:29.407574,afraid,[[-1.8947666 -1.5747461 -2.7191815 -2.1972384]],middle3349.txt,race,The thief feels   _   when he hears the bird's words.,"A man has a bird. It is very clever. Every day the man speaks to the bird. "" Hello! "" he s","['sad', 'afraid', 'happy', 'excited']",afraid
multiple-choice,bert-base-uncased,race,onnx,2023-01-23 22:41:31.577429,some,[[-2.1495674 -2.1541803 -2.0987263 -1.7590479]],middle3349.txt,race,"At last, the thief takes   _   things from the house.","A man has a bird. It is very clever. Every day the man speaks to the bird. "" Hello! "" he s","['no', 'many', 'a lot of', 'some']",no
multiple-choice,bert-base-uncased,race,onnx,2023-01-23 22:41:35.656561,with neither of her eyes,[[-1.4691974 -1.5422075 -1.3945621 -1.2667425]],middle6023.txt,race,The mother camel can see things   _,A mother camel is walking with her son through the desert .They are looking for water and ,"['only with the left eye', 'only with the right eye', 'with both of her eyes', 'with neither of her eyes']",only with the right eye
multiple-choice,bert-base-uncased,race,onnx,2023-01-23 22:41:39.977331,neither on the left nor on the right,[[ 0.07421023  0.08900952  0.22407997 -0.1234895 ]],middle6023.txt,race,The young camel sees the oasis   _  .,A mother camel is walking with her son through the desert .They are looking for water and ,"['just on the left', 'just on the right', 'neither on the left nor on the right', 'not only on the left but also on the fight']",just on the left
multiple-choice,bert-base-uncased,race,onnx,2023-01-23 22:41:44.284680,before he meets the first oasis,[[-0.04471338 -0.17906523 -0.03504705 -0.10198802]],middle6023.txt,race,The son does not know what water and grass look like   _  .,A mother camel is walking with her son through the desert .They are looking for water and ,"['when they meet the water and grass for the first time', 'when he finds the second oasis', 'before he meets the first oasis', 'after they meet the water and grass for the second time.']",before he meets the first oasis
multiple-choice,bert-base-uncased,race,onnx,2023-01-23 22:41:48.543735,the son is too young to know what water and grass look like,[[2.7704601 3.0085344 2.1989267 2.6617935]],middle6023.txt,race,The mother camel does not believe her son because   _  .,A mother camel is walking with her son through the desert .They are looking for water and ,"['the son is a foolish child', 'the son is too young to know what water and grass look like', ""she thinks she knows more than her son and can't be wrong"", ""she doesn't like her son .""]",she thinks she knows more than her son and can't be wrong
multiple-choice,bert-base-uncased,race,onnx,2023-01-23 22:41:55.146863,"$15,000 per year",[[-0.17099375  0.07357991 -0.07077098 -0.21920735]],middle5210.txt,race,How much will a college student spend in total every year?,College is an exciting time to learn and to make friends that will last a lifetime. Many s,"['$10,000 per year', '$15,000 per year', '$30, 000 per year', '$500 per year']","$30, 000 per year"
multiple-choice,bert-base-uncased,race,onnx,2023-01-23 22:42:03.123498,rooms,[[0.7290518  0.5145051  0.57852405 0.58892477]],middle5210.txt,race,Students who live in university pay thousands more per year for  _  .,College is an exciting time to learn and to make friends that will last a lifetime. Many s,"['rooms', 'clothes', 'travelling', 'books']",rooms
multiple-choice,bert-base-uncased,race,onnx,2023-01-23 22:42:09.968932,food,[[-0.5916219 -0.6882855 -0.6767115 -0.5133748]],middle5210.txt,race,Expenses that do not change include   _  .,College is an exciting time to learn and to make friends that will last a lifetime. Many s,"['tuition', 'clothes', 'phone', 'food']",tuition
multiple-choice,bert-base-uncased,race,onnx,2023-01-23 22:42:16.722999,College students needn't worry about money.,[[-0.36246794 -0.4652146  -0.47481495 -0.6488025 ]],middle5210.txt,race,What can we infer from the passage?,College is an exciting time to learn and to make friends that will last a lifetime. Many s,"[""College students needn't worry about money."", ""It's important to follow the advisors' advice."", 'Students can spend more than their income.', 'Borrowing money from others is very easy.']",It's important to follow the advisors' advice.
multiple-choice,bert-base-uncased,race,onnx,2023-01-23 22:42:23.603860,The cost of a college education,[[-0.54570925 -0.56862605 -0.6433649  -0.6094906 ]],middle5210.txt,race,What is the passage mainly about?,College is an exciting time to learn and to make friends that will last a lifetime. Many s,"['The cost of a college education', 'How to pay for a college education', 'How to borrow money from family', 'Spending money wisely at college']",Spending money wisely at college
multiple-choice,bert-base-uncased,race,onnx,2023-01-23 22:42:28.495484,She worked too hard and became ill.,[[-1.135891  -1.7262357 -1.0039153 -1.7164829]],middle487.txt,race,Why couldn't the young student go to sleep?,The story is about a young student.She worked very hard at her lessons.She worked so hard ,"['She was worried about her lessons.', ""She always couldn't finish her homework."", 'She worked too hard and became ill.', 'Her bed was too small.']",She worked too hard and became ill.
multiple-choice,bert-base-uncased,race,onnx,2023-01-23 22:42:33.940288,To eat more yin foods and count numbers when she was lying in bed in the evening.,[[-0.5441466 -2.008957  -1.2727203 -1.2247088]],middle487.txt,race,What did the doctor ask the young student to do?,The story is about a young student.She worked very hard at her lessons.She worked so hard ,"['To eat more yin foods and count numbers when she was lying in bed in the evening.', 'To exercise more in the morning.', 'To do more reading.', 'To take some medicine.']",To eat more yin foods and count numbers when she was lying in bed in the evening.
multiple-choice,bert-base-uncased,race,onnx,2023-01-23 22:42:38.972619,She got up to have some coffee.,[[-0.96398807 -0.96367556 -1.6027169  -1.5607452 ]],middle487.txt,race,What did the young student do after she felt sleepy?,The story is about a young student.She worked very hard at her lessons.She worked so hard ,"['She fell asleep.', 'She got up to have some coffee.', 'She listened to some music.', 'She got up to do some homework.']",She got up to have some coffee.
multiple-choice,bert-base-uncased,race,onnx,2023-01-23 22:42:43.737399,The student's illness,[[-1.2852846 -1.1152995 -1.0680516 -1.578864 ]],middle487.txt,race,What made the girl unable  be asleep during the night after she went to see the doctor?,The story is about a young student.She worked very hard at her lessons.She worked so hard ,"[""The doctor's advice"", ""The student's lesson."", ""The student's illness"", 'The coffee.']",The coffee.
multiple-choice,bert-base-uncased,race,onnx,2023-01-23 22:42:49.097980,at Peter's house,[[-2.0652366 -2.4932203 -2.137526  -2.688552 ]],middle2462.txt,race,The party was held   _  .,"Peter wondered why he didn't have many friends. The reason was he was always taking, never","[""at Peter's house"", 'in a large hall', ""at Peter's friend's house"", 'in a secret place']",at Peter's friend's house
multiple-choice,bert-base-uncased,race,onnx,2023-01-23 22:42:54.177845,Mary Jackson sang well.,[[-2.5446072 -2.4066522 -2.5639424 -2.5282493]],middle2462.txt,race,Which of the following is NOT TRUE?,"Peter wondered why he didn't have many friends. The reason was he was always taking, never","['Betty made the best cake.', 'Mary Jackson sang well.', 'Bill played the violin well.', 'The Jacksons did hard work for the party.']",Mary Jackson sang well.
multiple-choice,bert-base-uncased,race,onnx,2023-01-23 22:42:59.111841,All his friends,[[-2.44822   -2.697154  -2.3713024 -2.2900922]],middle2462.txt,race,_  liked Peter.,"Peter wondered why he didn't have many friends. The reason was he was always taking, never","['Many of his friends', 'Few people', 'Everyone', 'All his friends']",Few people
multiple-choice,bert-base-uncased,race,onnx,2023-01-23 22:43:04.133816,did everything,[[-1.9039698 -2.4032369 -2.1887546 -1.8638502]],middle2462.txt,race,Peter  _  to give the party.,"Peter wondered why he didn't have many friends. The reason was he was always taking, never","['tried his best', 'did nothing', 'only invited some friends', 'did everything']",only invited some friends
multiple-choice,bert-base-uncased,race,onnx,2023-01-23 22:43:09.221013,a welcomed friend,[[-2.0807056 -2.072897  -3.187331  -1.9112033]],middle2462.txt,race,"From the story, we can see Peter was  _  .","Peter wondered why he didn't have many friends. The reason was he was always taking, never","['a warm -hearted man', 'good at making friends', 'a selfish man', 'a welcomed friend']",a selfish man
multiple-choice,bert-base-uncased,race,onnx,2023-01-23 22:43:13.639112,they think their parents are too busy,[[-1.1765349 -0.7441122 -1.1286998 -1.1139405]],middle2080.txt,race,Some students help their parents on the farm because  _  .,Last Monday we asked our students about how often they do the housework in Beishan Middle ,"['they think they are old enough', 'they think their parents are too busy', ""they don't have too much homework"", 'it is fun']",they think their parents are too busy
multiple-choice,bert-base-uncased,race,onnx,2023-01-23 22:43:18.402891,never,[[0.8591061  0.8520633  0.54975307 0.8904638 ]],middle2080.txt,race,How often do most students wash their clothes?  _,Last Monday we asked our students about how often they do the housework in Beishan Middle ,"['Once a week.', 'Twice a week.', 'Three to four times a week.', 'never']",Once a week.
multiple-choice,bert-base-uncased,race,onnx,2023-01-23 22:43:22.889952,Liu Ying doesn't want to do housework.,[[-2.0863285 -2.1056662 -1.9455894 -2.1391692]],middle2080.txt,race,From the passage we know that  _  .,Last Monday we asked our students about how often they do the housework in Beishan Middle ,"['Liu Ying is not a healthy student', 'Liu Ying is good at housework', ""Liu Ying doesn't want to do housework."", 'Liu Ying has to do much housework.']",Liu Ying has to do much housework.
multiple-choice,bert-base-uncased,race,onnx,2023-01-23 22:43:27.858107,Most students don't do the housework.,[[-1.8194538 -2.3409357 -2.0361977 -2.3429847]],middle2080.txt,race,Which of the following is NOT true?  _,Last Monday we asked our students about how often they do the housework in Beishan Middle ,"[""Most students don't do the housework."", 'Liu Ying is a student from Class 6, Grade 8.', 'Liu Ying cooks three times a day sometimes.', 'Liu Ying washes the dishes and cleans the floor every day.']",Most students don't do the housework.
multiple-choice,bert-base-uncased,race,onnx,2023-01-23 22:43:32.727421,seem much harder,[[-0.34710944 -0.5027942  -0.4422912  -0.3224026 ]],middle6637.txt,race,"If we wait very late in the evening, our work will   _",Never try to work when you are very hungry. If you decided to do your homework right after,"['look very easy', 'go to so much trouble', 'become a bit hard', 'seem much harder']",seem much harder
multiple-choice,bert-base-uncased,race,onnx,2023-01-23 22:43:37.910442,want to keep up with what is happening in the school,[[0.28486133 0.4352376  0.10479444 0.27077103]],middle6637.txt,race,Some students in schools won't enjoy their free time so much because they   _  .,Never try to work when you are very hungry. If you decided to do your homework right after,"['never finish their homework in time', 'want to keep up with what is happening in the school', 'have to do their homework each night', 'will have too much catching up to do']",never finish their homework in time
multiple-choice,bert-base-uncased,race,onnx,2023-01-23 22:43:43.419597,How to do your homework.,[[-0.01027644 -0.05890793  0.145958    0.04821742]],middle6637.txt,race,What is the passage mainly about?,Never try to work when you are very hungry. If you decided to do your homework right after,"['How to spend your free time.', 'Some good habits at home.', 'How to do your homework.', ""Some don't do and do in schools.""]",How to do your homework.
multiple-choice,bert-base-uncased,race,onnx,2023-01-23 22:43:47.716732,a newspaper,[[2.029863  1.2688005 1.395742  1.495177 ]],middle4717.txt,race,The passage is probably from   _  .,The Red Cross Society of China(RCSC) has so far received 150 million yuan (18 million U.S.,"['a newspaper', 'an advertisement', 'an instruction   book', 'a storybook']",a newspaper
multiple-choice,bert-base-uncased,race,onnx,2023-01-23 22:43:51.665242,"Thailand, Japan and Maldives.",[[0.9182069  0.83010805 0.9354083  0.08053708]],middle4717.txt,race,Which countries were hit by a tsunami  ?,The Red Cross Society of China(RCSC) has so far received 150 million yuan (18 million U.S.,"['Indonesia, China.', 'Indonesia, Sri Lanka, and Thailand.', 'Thailand, Japan and Maldives.', 'Sri Lanka, Australia.']","Indonesia, Sri Lanka, and Thailand."
multiple-choice,bert-base-uncased,race,onnx,2023-01-23 22:43:55.657146,Four.,[[0.79297775 0.83623785 0.96912116 0.9959457 ]],middle4717.txt,race,How many RCSC's rescue teams have arrived in the tsunami-hit countries?,The Red Cross Society of China(RCSC) has so far received 150 million yuan (18 million U.S.,"['One.', 'Two.', 'Three.', 'Four.']",Two.
multiple-choice,bert-base-uncased,race,onnx,2023-01-23 22:43:59.927312,"villages, schools and orphanages",[[0.73142534 0.8809838  0.40680188 0.9456335 ]],middle4717.txt,race,The rest of the money will be used to rebuild   _   in the disaster area.,The Red Cross Society of China(RCSC) has so far received 150 million yuan (18 million U.S.,"['schools, airports and shops', 'villages, factories and stations', 'orphanages, gyms and schools', 'villages, schools and orphanages']","villages, schools and orphanages"
multiple-choice,bert-base-uncased,race,onnx,2023-01-23 22:44:02.850503,mother,[[-3.003243  -3.8905551 -3.588313  -3.2390695]],middle1292.txt,race,Anna goes shopping with her   _  .,It is Sunday today. Anna goes shopping with her mother. She wants her mother to buy a new ,"['mother', 'father', 'friends', 'sister']",mother
