skill,reader,adapter,modelname,timestamp,answer,logits_answer,data_id,dataset,question,context,choices,answer_dataset
multiple-choice,roberta-base,quail,onnx_opt,2023-01-24 16:59:42.188120,Writer,[[ 2.6317885 -1.7120028  1.8739309  3.29145  ]],f142_9,quail,What does Larry most likely do for a living?,Larry sat down at his laptop and logged in as Barry Undermine to complete another chapter ,"['Painter', 'not enough information', 'Calligraphy Artist', 'Writer']",Writer
multiple-choice,roberta-base,quail,onnx_opt,2023-01-24 16:59:51.316019,100 pages,[[-1.4864416   0.20514104 -0.3593981  -0.96186125]],f142_10,quail,How long is Larry's book?,Larry sat down at his laptop and logged in as Barry Undermine to complete another chapter ,"['not enough information', '100 pages', '250 pages', '500 pages']",not enough information
multiple-choice,roberta-base,quail,onnx_opt,2023-01-24 17:00:01.368423,He had incinerated Erin.,[[ 2.6070526  3.8638115  3.2473261 -1.4361783]],f142_11,quail,Why did he change his plot?,Larry sat down at his laptop and logged in as Barry Undermine to complete another chapter ,"['He wanted to take a different approach.', 'He had incinerated Erin.', 'He had a better real world experience.', 'not enough information']",He had a better real world experience.
multiple-choice,roberta-base,quail,onnx_opt,2023-01-24 17:00:10.692640,In a locker.,[[ 2.8485136 -1.6931194  2.827238   2.7489753]],f142_12,quail,Where would Erin's burned corpse end up being stored?,Larry sat down at his laptop and logged in as Barry Undermine to complete another chapter ,"['In a locker.', 'not enough information', 'In a 55-gallon drum.', 'In a shallow grave.']",In a 55-gallon drum.
multiple-choice,roberta-base,quail,onnx_opt,2023-01-24 17:00:18.903677,Original plot has made to the novel,[[-1.553087   3.1281905  2.8984149  1.8807054]],f142_13,quail,What Larry Belives?,Larry sat down at his laptop and logged in as Barry Undermine to complete another chapter ,"['not enough information', 'Original plot has made to the novel', 'It is very easy to write a novel', 'He should learn to type faster']",It is very easy to write a novel
multiple-choice,roberta-base,quail,onnx_opt,2023-01-24 17:00:26.929987,He was excited,[[-1.587848   1.1067793  2.6526713  4.1674986]],f142_14,quail,What happened to Larry after he wrote the murder scene?,Larry sat down at his laptop and logged in as Barry Undermine to complete another chapter ,"['not enough information', 'He was bored', 'He was hungry', 'He was excited']",He was excited
multiple-choice,roberta-base,quail,onnx_opt,2023-01-24 17:00:34.990242,The whole day.,[[ 3.5037475  3.5388124 -1.4835315  3.4862204]],f142_15,quail,How long did it take for Barry to finish his chapter?,Larry sat down at his laptop and logged in as Barry Undermine to complete another chapter ,"['Multiple days.', 'The whole day.', 'not enough information', 'A few minutes.']",The whole day.
multiple-choice,roberta-base,quail,onnx_opt,2023-01-24 17:00:43.403622,a couple hours,[[ 2.4970322  1.8587902 -1.0401641 -1.089934 ]],f142_16,quail,How much time it probably took Larry to finish writing the novel?,Larry sat down at his laptop and logged in as Barry Undermine to complete another chapter ,"['a couple hours', 'a couple seconds', 'a week', 'not enough information']",a couple hours
multiple-choice,roberta-base,quail,onnx_opt,2023-01-24 17:00:51.837670,Waiting for a feedback,[[-1.6886622  3.3786745  2.1880867 -1.881888 ]],f142_17,quail,"After the end of the story, Larry:",Larry sat down at his laptop and logged in as Barry Undermine to complete another chapter ,"['not enough information', 'Waiting for a feedback', 'Calling Erin', 'Starts writing a new movie']",Waiting for a feedback
multiple-choice,roberta-base,quail,onnx_opt,2023-01-24 17:01:00.642595,Jim took the kids out of school to go fishing.,[[ 4.057337   3.630595   4.401302  -0.2129869]],f143_0,quail,Why was the principal upset?,"It was about 7:00 PM, and pitch black. As far as Larry could tell, there was no moonlight ","['Because it was warm for February.', 'He wanted to go fishing.', 'Jim took the kids out of school to go fishing.', 'not enough information']",Jim took the kids out of school to go fishing.
multiple-choice,roberta-base,quail,onnx_opt,2023-01-24 17:01:09.545107,At the school.,[[ 2.2731888   4.223725    4.316517   -0.01598934]],f143_1,quail,Where is this scene taking place?,"It was about 7:00 PM, and pitch black. As far as Larry could tell, there was no moonlight ","['Near Lake Texoma.', ""At Jim's home."", 'At the school.', 'not enough information']",Near Lake Texoma.
multiple-choice,roberta-base,quail,onnx_opt,2023-01-24 17:01:18.056530,He thinks there is more to life than school.,[[3.3403578  0.00619286 4.0530877  3.8874564 ]],f143_2,quail,What is probably true about Jim?,"It was about 7:00 PM, and pitch black. As far as Larry could tell, there was no moonlight ","['He disagrees with Barb a lot.', 'not enough information', 'He thinks there is more to life than school.', 'He puts a lot of value on education.']",He thinks there is more to life than school.
multiple-choice,roberta-base,quail,onnx_opt,2023-01-24 17:01:26.653528,After Jim came to talk to him.,[[ 5.077262    1.2244923  -0.22383158  3.9320235 ]],f143_3,quail,When Larry and Jim met?,"It was about 7:00 PM, and pitch black. As far as Larry could tell, there was no moonlight ","['After Jim came to talk to him.', 'While Larry was doing his BBQ.', 'not enough information', 'Before they went fishing.']",After Jim came to talk to him.
multiple-choice,roberta-base,quail,onnx_opt,2023-01-24 17:01:35.278149,Will continue fishing,[[-2.0397818   2.5913208   0.52658105  2.784635  ]],f143_4,quail,"Immediately after this story ends, Larry","It was about 7:00 PM, and pitch black. As far as Larry could tell, there was no moonlight ","['Will stop fishing', 'Will return home.', 'not enough information', 'Will continue fishing']",Will continue fishing
multiple-choice,roberta-base,quail,onnx_opt,2023-01-24 17:01:43.917421,Jim,[[5.70422    2.3705926  0.61561525 4.8750906 ]],f143_5,quail,Who says there needs to be balance in life?,"It was about 7:00 PM, and pitch black. As far as Larry could tell, there was no moonlight ","['Jim', 'Barb', 'not enough information', 'Larry']",Jim
multiple-choice,roberta-base,quail,onnx_opt,2023-01-24 17:01:52.823784,Squirrel,[[ 2.2330666   2.7709537  -0.41239136  2.3373983 ]],f143_6,quail,What was Larry cooking?,"It was about 7:00 PM, and pitch black. As far as Larry could tell, there was no moonlight ","['Fish', 'Squirrel', 'not enough information', 'Deer']",not enough information
multiple-choice,roberta-base,quail,onnx_opt,2023-01-24 17:02:01.560771,Jim.,[[2.308347   4.3070083  0.09664477 5.089827  ]],f143_7,quail,Who said that something smells good?,"It was about 7:00 PM, and pitch black. As far as Larry could tell, there was no moonlight ","['Barb.', 'Larry.', 'not enough information', 'Jim.']",Jim.
multiple-choice,roberta-base,quail,onnx_opt,2023-01-24 17:02:10.378991,Because Jim is a large man.,[[ 4.674184    2.4462833  -0.39449495  5.4793143 ]],f143_8,quail,Why did Larry jump?,"It was about 7:00 PM, and pitch black. As far as Larry could tell, there was no moonlight ","['Because he caught a fish.', 'Because he heard a loud voice in the darkness.', 'not enough information', 'Because Jim is a large man.']",Because he heard a loud voice in the darkness.
multiple-choice,roberta-base,quail,onnx_opt,2023-01-24 17:02:18.847075,He is not hungry,[[-0.00586093  3.6586945   0.750303    1.088845  ]],f143_9,quail,What is Larry having for dinner?,"It was about 7:00 PM, and pitch black. As far as Larry could tell, there was no moonlight ","['not enough information', 'He is not hungry', 'Pizza', 'BBQ']",BBQ
multiple-choice,roberta-base,quail,onnx_opt,2023-01-24 17:02:27.484980,One day.,[[3.4290524 0.6698004 2.8972697 0.3439557]],f143_10,quail,How long is Jim's fishing trip likely to be?,"It was about 7:00 PM, and pitch black. As far as Larry could tell, there was no moonlight ","['One day.', 'not enough information', 'Three days.', 'Five days.']",Three days.
multiple-choice,roberta-base,quail,onnx_opt,2023-01-24 17:02:36.159280,After the fishing trip.,[[1.8541214  0.48795104 3.4778652  4.9025636 ]],f143_11,quail,When did Jim talk with the principal?,"It was about 7:00 PM, and pitch black. As far as Larry could tell, there was no moonlight ","['Before the fishing trip.', 'not enough information', 'During the fishing trip.', 'After the fishing trip.']",Before the fishing trip.
multiple-choice,roberta-base,quail,onnx_opt,2023-01-24 17:02:45.101215,not enough information,[[-2.4347801  -1.5915382  -2.1658406   0.56836605]],f143_12,quail,How old is Jim's oldest son?,"It was about 7:00 PM, and pitch black. As far as Larry could tell, there was no moonlight ","['Sixteen.', 'Fourteen.', 'Fifteen.', 'not enough information']",not enough information
multiple-choice,roberta-base,quail,onnx_opt,2023-01-24 17:02:53.922422,An 8 pound largemouth bass.,[[ 1.3077416   0.91107583 -0.37210548  0.0053979 ]],f143_13,quail,What did Jim catch earlier in the day?,"It was about 7:00 PM, and pitch black. As far as Larry could tell, there was no moonlight ","['An 8 pound largemouth bass.', 'not enough information', 'A 4 pound trout.', 'A 16 pound salmon.']",An 8 pound largemouth bass.
multiple-choice,roberta-base,quail,onnx_opt,2023-01-24 17:03:02.703037,One day,[[ 1.1324193   0.96057105 -0.34575585  3.0219536 ]],f143_14,quail,The boys probably missed this many days of school to go fishing:,"It was about 7:00 PM, and pitch black. As far as Larry could tell, there was no moonlight ","['Seven days', 'not enough information', 'Thirty days', 'One day']",One day
multiple-choice,roberta-base,quail,onnx_opt,2023-01-24 17:03:11.369393,He will invite Jim and his family to eat with him.,[[ 4.843332    4.2753105   3.8659024  -0.31616724]],f143_15,quail,What will Larry do next?,"It was about 7:00 PM, and pitch black. As far as Larry could tell, there was no moonlight ","['He will invite Jim and his family to eat with him.', 'He will tell Jim that his wife is pretty.', 'He will tell Jim to stop talking.', 'not enough information']",He will invite Jim and his family to eat with him.
multiple-choice,roberta-base,quail,onnx_opt,2023-01-24 17:03:19.969558,Jim's.,[[4.638523   3.4767466  0.82700884 4.947221  ]],f143_16,quail,Who's eyes had adjusted to the lamp?,"It was about 7:00 PM, and pitch black. As far as Larry could tell, there was no moonlight ","[""Larry's."", ""The principal's."", 'not enough information', ""Jim's.""]",Larry's.
multiple-choice,roberta-base,quail,onnx_opt,2023-01-24 17:03:28.625674,Jim,[[4.9162474e+00 1.4429763e-03 4.1784024e+00 1.0993673e+00]],f143_17,quail,Who caught an 8 pound bass?,"It was about 7:00 PM, and pitch black. As far as Larry could tell, there was no moonlight ","['Jim', 'not enough information', 'Larry', 'The principal']",Jim
multiple-choice,roberta-base,quail,onnx_opt,2023-01-24 17:03:37.129243,a week prior.,[[ 1.9897025  -0.69026935  1.5841823  -0.28444776]],f143_18,quail,When Jim went fishing:,"It was about 7:00 PM, and pitch black. As far as Larry could tell, there was no moonlight ","['a week prior.', 'earlier that day.', 'after he met Larry.', 'not enough information']",earlier that day.
multiple-choice,roberta-base,quail,onnx_opt,2023-01-24 17:03:44.867378,While travelling from Plano to the cabin.,[[-2.328117   2.5485394  3.334856   2.6470022]],f144_0,quail,When Erin looked at Larry's laptop:,It took Erin an hour and forty-five minutes to drive from their half-million dollar home i,"['not enough information', 'When she arrived at the cabin.', 'While travelling from Plano to the cabin.', 'Before she left her home in Plano.']",When she arrived at the cabin.
multiple-choice,roberta-base,quail,onnx_opt,2023-01-24 17:03:52.611426,she is frustrated with him,[[ 3.3365717 -1.76109    3.7065995 -2.4910185]],f144_1,quail,how does Erin probably feel about Larry?,It took Erin an hour and forty-five minutes to drive from their half-million dollar home i,"['she is still attracted to him', 'like he will eventually get published', 'she is frustrated with him', 'not enough information']",she is frustrated with him
multiple-choice,roberta-base,quail,onnx_opt,2023-01-24 17:04:00.650347,Working on her newest book,[[-1.0917594   2.4481099  -2.5329146   0.65332615]],f144_2,quail,What did Erin enjoy doing most nights?,It took Erin an hour and forty-five minutes to drive from their half-million dollar home i,"['Fishing at the lake', 'Working on her newest book', 'not enough information', 'Partying with her friends']",Partying with her friends
multiple-choice,roberta-base,quail,onnx_opt,2023-01-24 17:04:08.577654,She will be a great author someday.,[[ 2.9959583 -2.4169478  1.445715  -2.7082343]],f144_3,quail,What is probably true about Erin?,It took Erin an hour and forty-five minutes to drive from their half-million dollar home i,"['She will be a great author someday.', 'She lives in an expencive house.', 'She is a supportive girlfriend.', 'not enough information']",She lives in an expencive house.
multiple-choice,roberta-base,quail,onnx_opt,2023-01-24 17:04:16.426403,He does his best writing there,[[-1.2319332 -0.7062362  4.6149344 -2.2360373]],f144_4,quail,Why is Larry at the fish camp?,It took Erin an hour and forty-five minutes to drive from their half-million dollar home i,"['He wanted to surprise his girlfriend', 'He was invited to the party', 'He does his best writing there', 'not enough information']",He does his best writing there
multiple-choice,roberta-base,quail,onnx_opt,2023-01-24 17:04:24.038595,Because Larry did his writing there.,[[ 3.7206473  1.0768214  3.9514503 -2.6579716]],f144_5,quail,Why did Erin hate the cabin?,It took Erin an hour and forty-five minutes to drive from their half-million dollar home i,"['Because it smelled like dead fish.', 'Because it was far from Plano.', 'Because Larry did his writing there.', 'not enough information']",Because it smelled like dead fish.
multiple-choice,roberta-base,quail,onnx_opt,2023-01-24 17:04:31.737561,the girls boyfriend,[[-6.4091663  -0.37811813 -0.24045883 -2.2467954 ]],f144_6,quail,Who is the guy at the fish camp?,It took Erin an hour and forty-five minutes to drive from their half-million dollar home i,"[""Larry's school friend"", 'a publishing agent', 'the girls boyfriend', 'not enough information']",not enough information
multiple-choice,roberta-base,quail,onnx_opt,2023-01-24 17:04:39.646603,Larry is not a good writer,[[ 3.2369962 -2.8292632  0.8954272  4.4137034]],f144_7,quail,Erin belives that:,It took Erin an hour and forty-five minutes to drive from their half-million dollar home i,"['Driving at night is dangerous.', 'not enough information', ""Larry's pipe smoking is making him ill."", 'Larry is not a good writer']",Larry is not a good writer
multiple-choice,roberta-base,quail,onnx_opt,2023-01-24 17:04:47.559110,Why he was looking up a girl from high school on his lap top.,[[ 2.8941317  -4.191065    0.63096005 -2.619863  ]],f144_8,quail,Larry plans to explain to Erin:,It took Erin an hour and forty-five minutes to drive from their half-million dollar home i,"['Why he was looking up a girl from high school on his lap top.', 'How he plans to clean up the cabin.', 'When he expects to get a viable book contract.', 'not enough information']",Why he was looking up a girl from high school on his lap top.
multiple-choice,roberta-base,quail,onnx_opt,2023-01-24 17:04:55.443671,when Erin got out of the car,[[-2.8555322   0.08671665 -1.2866468  -1.6894798 ]],f144_9,quail,When did the door slam?,It took Erin an hour and forty-five minutes to drive from their half-million dollar home i,"['not enough information', 'when Erin got out of the car', 'when Erin got to the fish camp', 'when Erin left the party']",when Erin got to the fish camp
multiple-choice,roberta-base,quail,onnx_opt,2023-01-24 17:05:03.426795,Near the Plato,[[ 0.7534792 -2.8242474 -2.7361681 -0.5310384]],f144_10,quail,Where is the camp located?,It took Erin an hour and forty-five minutes to drive from their half-million dollar home i,"['Near the Plato', 'not enough information', 'Near the lake Tahoma', 'Near his old school']",Near the lake Tahoma
multiple-choice,roberta-base,quail,onnx_opt,2023-01-24 17:05:11.485854,will have an argument with Erin,[[-6.6579914 -1.5495787 -3.4427376 -2.7749357]],f144_11,quail,When the text is done Larry,It took Erin an hour and forty-five minutes to drive from their half-million dollar home i,"['will get married', 'will have an argument with Erin', 'will get his book published', 'not enough information']",will have an argument with Erin
multiple-choice,roberta-base,quail,onnx_opt,2023-01-24 17:05:19.602063,Since he arrived at the fish camp.,[[-2.7714148  3.8705838 -2.7414212  0.918969 ]],f144_12,quail,How long had Larry been probably trying to publish a book?,It took Erin an hour and forty-five minutes to drive from their half-million dollar home i,"['A week.', 'Since he arrived at the fish camp.', 'not enough information', 'Several years.']",Several years.
multiple-choice,roberta-base,quail,onnx_opt,2023-01-24 17:05:27.690974,Larry's,[[-1.5168107 -0.5278021  2.3108473 -2.6235156]],f144_13,quail,Whose smoking did Erin hate?,It took Erin an hour and forty-five minutes to drive from their half-million dollar home i,"[""Her friends'"", ""The owner of the fish camp's"", ""Larry's"", 'not enough information']",Larry's
multiple-choice,roberta-base,quail,onnx_opt,2023-01-24 17:05:35.422528,that Erin is very beautiful,[[-4.0469165 -3.1241336 -2.142478  -3.3489044]],f144_14,quail,Larry think,It took Erin an hour and forty-five minutes to drive from their half-million dollar home i,"['that Erin can be a writer', 'that he can get a contract', 'that Erin is very beautiful', 'not enough information']",that Erin is very beautiful
multiple-choice,roberta-base,quail,onnx_opt,2023-01-24 17:05:43.425532,Larry,[[-2.823223   2.2571058  2.5506148  1.8489156]],f144_15,quail,Who was Erin's boyfriend?,It took Erin an hour and forty-five minutes to drive from their half-million dollar home i,"['not enough information', 'A boy he went to school with', 'Larry', 'Honey']",Larry
multiple-choice,roberta-base,quail,onnx_opt,2023-01-24 17:05:51.876807,Tell her he was breaking up with her for the girl from his high school.,[[-2.566544    0.33957124  2.8329003   2.9229836 ]],f144_16,quail,Larry had Erin come up to the cabin to:,It took Erin an hour and forty-five minutes to drive from their half-million dollar home i,"['not enough information', 'Tell her he had finally received a publishing contract for his latest book.', 'Tell her he was planning to move the fish camp permanently.', 'Tell her he was breaking up with her for the girl from his high school.']",not enough information
multiple-choice,roberta-base,quail,onnx_opt,2023-01-24 17:05:59.859237,since last month,[[-2.54794    4.1812534  1.7657542  3.8557591]],f144_17,quail,how long has Larry been writing?,It took Erin an hour and forty-five minutes to drive from their half-million dollar home i,"['not enough information', 'since last month', 'for about a year', 'for many years']",for many years
multiple-choice,roberta-base,quail,onnx_opt,2023-01-24 17:06:08.464139,Marry was married,[[ 2.797202   1.5935192  3.3303323 -2.986335 ]],f145_0,quail,Kate believes that:,Greg Tenorly was the luckiest man in the world. The woman of his wildest dreams was standi,"['Marry was not a good guest', 'Marry was his friend', 'Marry was married', 'not enough information']",Marry was not a good guest
multiple-choice,roberta-base,quail,onnx_opt,2023-01-24 17:06:17.983142,After they got married,[[ 3.386837  -2.8297274  3.217166   4.05263  ]],f145_1,quail,When Troy's love become nothing,Greg Tenorly was the luckiest man in the world. The woman of his wildest dreams was standi,"['After he started hitting her', 'not enough information', 'After he started his new job', 'After they got married']",After he started hitting her
multiple-choice,roberta-base,quail,onnx_opt,2023-01-24 17:06:26.155245,Marry,[[ 1.6404192  1.16989   -2.2617702 -3.0570328]],f145_2,quail,Who drink the juice?,Greg Tenorly was the luckiest man in the world. The woman of his wildest dreams was standi,"['Marry', 'Kate', ""Kate's wife"", 'not enough information']",Kate
multiple-choice,roberta-base,quail,onnx_opt,2023-01-24 17:06:34.055857,her mother is fun to hang out with,[[ 3.4646177  3.1018114  2.1643066 -2.7744641]],f145_3,quail,Cynthia believes that:,Greg Tenorly was the luckiest man in the world. The woman of his wildest dreams was standi,"['her mother is fun to hang out with', 'her mother is a pain to be around', ""she doesn't really know her mother very well"", 'not enough information']",her mother is fun to hang out with
