skill,reader,adapter,modelname,timestamp,answer,logits_answer,data_id,dataset,question,context,answer_dataset
categorical,bert-base-uncased,boolq,quant_base,2023-01-25 00:29:51.597739,True,[-0.7867107  0.9804689],10,boolq,can minors drink with parents in new york,"In response to the National Minimum Drinking Age Act in 1984, which reduced by up to 10% t",True
categorical,bert-base-uncased,boolq,quant_base,2023-01-25 00:29:55.010421,False,[ 2.2295218 -2.17158  ],11,boolq,is the show bloodline based on a true story,Bloodline was announced in October 2014 as part of a partnership between Netflix and Sony ,False
categorical,bert-base-uncased,boolq,quant_base,2023-01-25 00:29:58.470264,True,[-0.39201263  0.4603578 ],12,boolq,is it bad to wash your hair with shower gel,"Shower gels for men may contain the ingredient menthol, which gives a cooling and stimulat",True
categorical,bert-base-uncased,boolq,quant_base,2023-01-25 00:30:02.432271,True,[-0.1460613   0.15147772],13,boolq,is the liver part of the excretory system,"The liver detoxifies and breaks down chemicals, poisons and other toxins that enter the bo",True
categorical,bert-base-uncased,boolq,quant_base,2023-01-25 00:30:05.700283,True,[-2.0621088  2.068335 ],14,boolq,is fantastic beasts and where to find them a prequel,Fantastic Beasts and Where to Find Them is a 2016 fantasy film directed by David Yates. A ,True
categorical,bert-base-uncased,boolq,quant_base,2023-01-25 00:30:09.503092,False,[ 0.49057904 -0.34680787],15,boolq,will there be a season 8 of vampire diaries,"The Vampire Diaries, an American supernatural drama, was renewed for an eighth season by T",True
categorical,bert-base-uncased,boolq,quant_base,2023-01-25 00:30:12.753619,False,[ 1.1565161 -1.293856 ],16,boolq,was the movie strangers based on a true story,The Strangers is a 2008 American slasher film written and directed by Bryan Bertino. Krist,True
categorical,bert-base-uncased,boolq,quant_base,2023-01-25 00:30:15.574040,True,[-1.5142959  1.66017  ],17,boolq,is durham university part of the russell group,"In March 2012 it was announced that four universities -- Durham, Exeter, Queen Mary Univer",True
categorical,bert-base-uncased,boolq,quant_base,2023-01-25 00:30:19.250972,False,[ 0.8928748  -0.69557256],18,boolq,is the tv show the resident over for the season,The Resident is an American medical drama television series aired by Fox Broadcasting Comp,True
categorical,bert-base-uncased,boolq,quant_base,2023-01-25 00:30:22.848551,True,[-1.246992   1.4182694],19,boolq,does magnesium citrate have citric acid in it,Magnesium citrate is a magnesium preparation in salt form with citric acid in a 1:1 ratio ,True
categorical,bert-base-uncased,boolq,quant_base,2023-01-25 00:30:26.665002,False,[ 0.21585345 -0.1933688 ],20,boolq,does p o box come before street address,"Street Addressing will have the same street address of the post office, plus a ``unit numb",False
categorical,bert-base-uncased,boolq,quant_base,2023-01-25 00:30:30.235533,True,[-1.0468245  1.2805243],21,boolq,does a spark plug keep an engine running,"A spark plug (sometimes, in British English, a sparking plug, and, colloquially, a plug) i",True
categorical,bert-base-uncased,boolq,quant_base,2023-01-25 00:30:33.841070,False,[ 0.43307054 -0.38669002],22,boolq,is a cape and a cloak the same,"Ladies may wear a long (over the shoulders or to ankles) cloak usually called a cape, or a",True
categorical,bert-base-uncased,boolq,quant_base,2023-01-25 00:30:37.271554,True,[-1.2396078  1.4202689],23,boolq,does it cost money to renounce us citizenship,"Renunciation of U.S. citizenship was free until July 2010, at which time a fee of $450 was",True
categorical,bert-base-uncased,boolq,quant_base,2023-01-25 00:30:40.907886,True,[-0.5496409   0.59533465],24,boolq,is a fire 7 the same as a kindle,"The Fire Tablet, formerly called the Kindle Fire, is a tablet computer developed by Amazon",True
categorical,bert-base-uncased,boolq,quant_base,2023-01-25 00:30:44.321589,True,[-2.7660673  2.8896418],25,boolq,can you drink alcohol with your parents in wisconsin,"The drinking age in Wisconsin is 21. Those under the legal drinking age may be served, pos",True
categorical,bert-base-uncased,boolq,quant_base,2023-01-25 00:30:47.534353,True,[-1.067493   1.3316113],26,boolq,do penguins have feathers arising from the epidermis,Contour feathers are not uniformly distributed on the skin of the bird except in some grou,True
categorical,bert-base-uncased,boolq,quant_base,2023-01-25 00:30:51.068783,True,[-0.07040391  0.33560443],27,boolq,do you need to break in a car,A new engine is broken in by following specific driving guidelines during the first few ho,False
categorical,bert-base-uncased,boolq,quant_base,2023-01-25 00:30:55.020630,True,[-0.6842217   0.87041754],28,boolq,is the enchanted forest in oregon still open,"The Enchanted Forest is an amusement park located in Turner in the U.S. state of Oregon, n",True
categorical,bert-base-uncased,boolq,quant_base,2023-01-25 00:30:58.541632,True,[-0.09906902  0.4042396 ],29,boolq,is there a golf course at the indy 500,"On the grounds of the speedway is the Indianapolis Motor Speedway Museum, which opened in ",True
categorical,bert-base-uncased,boolq,quant_base,2023-01-25 00:31:02.346356,True,[-1.7535913  1.4949698],30,boolq,does deadpool have a kid in the comics,"As part of Marvel's Marvel NOW! initiative a new Deadpool ongoing series was launched, wri",True
categorical,bert-base-uncased,boolq,quant_base,2023-01-25 00:31:05.703415,True,[-1.4471653  1.4931601],31,boolq,do they still make benson & hedges cigarettes,Benson & Hedges is a British brand of cigarettes owned by either Philip Morris Internation,True
categorical,bert-base-uncased,boolq,quant_base,2023-01-25 00:31:09.277296,False,[ 0.9937824 -0.6608511],32,boolq,is federal income tax the same as social security,The Commonwealth government has its own tax laws and Puerto Ricans are also required to pa,False
categorical,bert-base-uncased,boolq,quant_base,2023-01-25 00:31:12.597083,True,[-0.24426076  0.5209963 ],33,boolq,is an engine speed sensor the same as a crankshaft sensor,The crank sensor can be used in combination with a similar camshaft position sensor to mon,True
categorical,bert-base-uncased,boolq,quant_base,2023-01-25 00:31:15.980764,True,[-0.769463    0.88667727],34,boolq,is indiana jones temple of doom a prequel,Indiana Jones and the Temple of Doom is a 1984 American action-adventure film directed by ,True
categorical,bert-base-uncased,boolq,quant_base,2023-01-25 00:31:19.407075,True,[-2.4990242  2.2988927],35,boolq,is there any next part of avengers infinity war,"The untitled Avengers film, colloquially referred to as Avengers 4, is an upcoming America",True
categorical,bert-base-uncased,boolq,quant_base,2023-01-25 00:31:22.678250,False,[ 1.2184712 -0.9567162],36,boolq,is the toyota highlander on a truck frame,Announced in April 2000 at the New York Auto Show and arriving in late 2000 in Japan and J,False
categorical,bert-base-uncased,boolq,quant_base,2023-01-25 00:31:26.591573,True,[-1.4689913  1.7318833],37,boolq,is it legal to do a cover of a song,"Since the Copyright Act of 1909, United States musicians have had the right to record a ve",True
categorical,bert-base-uncased,boolq,quant_base,2023-01-25 00:31:30.589612,True,[-1.5770242  1.7019445],38,boolq,can carbon form polar covalent bonds with hydrogen,The carbon-hydrogen bond (C--H bond) is a bond between carbon and hydrogen atoms that can ,False
categorical,bert-base-uncased,boolq,quant_base,2023-01-25 00:31:34.445107,False,[ 3.0012462 -2.831823 ],39,boolq,is there a sequel to the movie the golden compass,"In 2011, Philip Pullman remarked at the British Humanist Association annual conference tha",False
categorical,bert-base-uncased,boolq,quant_base,2023-01-25 00:31:38.707335,True,[-0.84315    1.3093132],40,boolq,is columbus day a national holiday in the united states,Columbus Day is a national holiday in many countries of the Americas and elsewhere which o,True
categorical,bert-base-uncased,boolq,quant_base,2023-01-25 00:31:42.266051,False,[ 0.7486676 -0.6012835],41,boolq,are new balance and nike the same company,"New Balance maintains a manufacturing presence in the United States, as well as in the Uni",False
categorical,bert-base-uncased,boolq,quant_base,2023-01-25 00:31:46.654492,True,[-0.43918204  0.7489633 ],42,boolq,is there an interstate that goes coast to coast,U.S. Highway 20 (US 20) is an east--west United States highway that stretches from the Pac,True
categorical,bert-base-uncased,boolq,quant_base,2023-01-25 00:31:50.558027,False,[ 2.1737757 -2.0271695],43,boolq,is pureed tomatoes the same as tomato sauce,Tomato purée is a thick liquid made by cooking and straining tomatoes. The difference betw,False
categorical,bert-base-uncased,boolq,quant_base,2023-01-25 00:31:53.882119,True,[-2.2979314  2.1365588],44,boolq,can there be a word without a vowel,English orthography typically represents vowel sounds with the five conventional vowel let,True
categorical,bert-base-uncased,boolq,quant_base,2023-01-25 00:31:56.915612,False,[0.10877234 0.06594087],45,boolq,does only the winner get money on tipping point,"Tipping Point is a British television game show which began airing on ITV on 2 July 2012, ",True
categorical,bert-base-uncased,boolq,quant_base,2023-01-25 00:32:00.008081,True,[-3.1428761  3.2896261],46,boolq,is there such a thing as a turkey vulture,"The turkey vulture (Cathartes aura), also known in some North American regions as the turk",True
categorical,bert-base-uncased,boolq,quant_base,2023-01-25 00:32:03.125348,True,[-1.2915951  1.1025435],47,boolq,has anyone hit a hole in one on a par 5,"As of October 2008, a condor (four under par) hole-in-one on a par 5 hole had been recorde",True
categorical,bert-base-uncased,boolq,quant_base,2023-01-25 00:32:06.320397,True,[-2.1978054  2.3725588],48,boolq,do the jets and giants share a stadium,"MetLife Stadium is an American sports stadium located in East Rutherford, New Jersey, 8 mi",True
categorical,bert-base-uncased,boolq,quant_base,2023-01-25 00:32:09.311913,True,[-0.4392377   0.57698864],49,boolq,is the us womens soccer team in the world cup,"After the defeat in the 2016 Olympics, the USWNT underwent a year of experimentation which",True
categorical,bert-base-uncased,boolq,quant_base,2023-01-25 00:32:12.070823,True,[-1.0497092  1.1191363],50,boolq,can an african team win the world cup,"Association football is the most popular sport in nearly every African country, and 13 mem",True
categorical,bert-base-uncased,boolq,quant_base,2023-01-25 00:32:15.110577,True,[-1.7014606  1.780251 ],51,boolq,can a hammer be used as a weapon,Many martial arts employ the use of common objects as weapons; Filipino martial arts such ,True
categorical,bert-base-uncased,boolq,quant_base,2023-01-25 00:32:18.648678,False,[ 0.94170254 -0.5731033 ],52,boolq,do they still have fox hunts in england,"Fox hunting with hounds, as a formalised activity, originated in England in the sixteenth ",False
categorical,bert-base-uncased,boolq,quant_base,2023-01-25 00:32:22.152385,True,[0.11957668 0.27845478],53,boolq,can you wear short sleeve shirt with asu jacket,The ASU includes a midnight blue coat and low waist trousers for male soldiers; and a midn,True
categorical,bert-base-uncased,boolq,quant_base,2023-01-25 00:32:25.449509,False,[ 1.139563   -0.93478906],54,boolq,has wisconsin ever been in the little league world series,This is the list of U.S. states that have participated in the Little League World Series. ,False
categorical,bert-base-uncased,boolq,quant_base,2023-01-25 00:32:29.741987,True,[-1.0402536  1.0661222],55,boolq,does damon and elena get together in season 3,"In the third season, Damon helps Elena in bringing his brother, Stefan, back to Mystic Fal",False
categorical,bert-base-uncased,boolq,quant_base,2023-01-25 00:32:33.245327,True,[-2.7809718  2.841526 ],56,boolq,is there a player in the nfl missing a hand,"Shaquem Alphonso Griffin /ʃəˈkiːm/ (born July 20, 1995) is an American football linebacker",True
categorical,bert-base-uncased,boolq,quant_base,2023-01-25 00:32:36.350193,False,[ 0.6900589  -0.71215427],57,boolq,is the other boleyn girl part of a series,"The novel was followed by a sequel called The Queen's Fool, set during the reign of Henry'",True
categorical,bert-base-uncased,boolq,quant_base,2023-01-25 00:32:39.564112,False,[ 0.4962846 -0.4143096],58,boolq,is there a group called the five heartbeats,"To promote the film prior to its release, Townsend, along with the other actors who portra",False
categorical,bert-base-uncased,boolq,quant_base,2023-01-25 00:32:42.711730,True,[-0.8654939  0.8756926],59,boolq,is mount everest a part of the himalayas,"The Himalayan range has many of the Earth's highest peaks, including the highest, Mount Ev",True
categorical,bert-base-uncased,boolq,quant_base,2023-01-25 00:32:45.822568,True,[-2.660288  2.745144],60,boolq,can an emt-basic start an iv,EMT-I/85 is a level of EMT-I training formulated by the National Registry of Emergency Med,False
categorical,bert-base-uncased,boolq,quant_base,2023-01-25 00:32:48.328045,True,[-1.9341381  2.1078968],61,boolq,has no 1 court at wimbledon got a roof,"In April 2013, the All England Club confirmed its intention to build a retractable roof ov",False
categorical,bert-base-uncased,boolq,quant_base,2023-01-25 00:32:51.189615,True,[-1.5104783  1.6416706],62,boolq,has anyone come back from 3-0 in the nba finals,The following is the list of teams to overcome 3--1 series deficits by winning three strai,False
categorical,bert-base-uncased,boolq,quant_base,2023-01-25 00:32:54.054234,True,[-0.3807767   0.63204485],63,boolq,do radio waves travel at the speed of light,Radio waves are a type of electromagnetic radiation with wavelengths in the electromagneti,True
categorical,bert-base-uncased,boolq,quant_base,2023-01-25 00:32:56.785859,True,[-1.616596   1.6343116],64,boolq,did anyone from the 1980 us hockey team play in the nhl,"Of the 20 players on Team USA, 13 eventually played in the NHL. Five of them went on to pl",True
categorical,bert-base-uncased,boolq,quant_base,2023-01-25 00:32:59.379487,False,[ 1.2824332 -1.1272887],65,boolq,do all triangles have at least two acute angles,An acute triangle is a triangle with all three angles acute (less than 90°). An obtuse tri,True
categorical,bert-base-uncased,boolq,quant_base,2023-01-25 00:33:02.215224,True,[-1.0426515  1.2442317],66,boolq,is baylor and mary hardin baylor the same school,The University of Mary Hardin--Baylor (UMHB) is a Christian co-educational institution of ,True
categorical,bert-base-uncased,boolq,quant_base,2023-01-25 00:33:04.750395,False,[ 1.2126942 -0.9920077],67,boolq,can you get the death penalty as a minor,"Capital punishment for juveniles in the United States existed until March 1, 2005, when th",False
categorical,bert-base-uncased,boolq,quant_base,2023-01-25 00:33:07.435524,False,[ 1.8566849 -1.6612144],68,boolq,did indian football team qualified for fifa 2018,"India has never participated in the FIFA World Cup, although the team did qualify by defau",False
categorical,bert-base-uncased,boolq,quant_base,2023-01-25 00:33:10.258177,True,[-1.0722717  1.2809973],69,boolq,are t rex and tyrannosaurus rex the same,Tyrannosaurus is a genus of coelurosaurian theropod dinosaur. The species Tyrannosaurus re,True
categorical,bert-base-uncased,boolq,quant_base,2023-01-25 00:33:12.891454,True,[-0.55246896  0.7869677 ],70,boolq,is the old panama canal still in use,"The new locks opened for commercial traffic on 26 June 2016, and the first ship to cross t",True
categorical,bert-base-uncased,boolq,quant_base,2023-01-25 00:33:15.942830,True,[-0.5658028  0.8621846],71,boolq,do you need a pal to possess ammunition,A possession and acquisition licence is a licence that allows individuals in Canada to pos,True
categorical,bert-base-uncased,boolq,quant_base,2023-01-25 00:33:19.316094,False,[ 0.73265606 -0.6161071 ],72,boolq,do blue and pink cotton candy taste the same,"Typically, once spun, cotton candy is only marketed by color. Absent a clear name other th",False
categorical,bert-base-uncased,boolq,quant_base,2023-01-25 00:33:22.916109,True,[-1.0103818  1.272572 ],73,boolq,did to kill a mockingbird win an academy award,The film received overwhelmingly positive reviews from critics and was a box-office succes,True
categorical,bert-base-uncased,boolq,quant_base,2023-01-25 00:33:26.532396,True,[-3.0395286  3.176913 ],74,boolq,is there such a thing as a floating island,"A floating island is a mass of floating aquatic plants, mud, and peat ranging in thickness",True
categorical,bert-base-uncased,boolq,quant_base,2023-01-25 00:33:29.871380,True,[-1.0777798  1.2232869],75,boolq,do female ferrets die if they don't mate,"Males, if not neutered, are extremely musky. It is considered preferable to delay neuterin",True
categorical,bert-base-uncased,boolq,quant_base,2023-01-25 00:33:32.969161,True,[-1.8778957  2.1211987],76,boolq,will all xbox 360 games work on xbox one,The Xbox One gaming console has received updates from Microsoft since its launch in 2013 t,False
categorical,bert-base-uncased,boolq,quant_base,2023-01-25 00:33:36.368201,False,[ 1.0590461  -0.93132937],77,boolq,is there a right and left brachiocephalic artery,"There is no brachiocephalic artery for the left side of the body. The left common carotid,",False
categorical,bert-base-uncased,boolq,quant_base,2023-01-25 00:33:40.268031,True,[-1.2365446  1.259652 ],78,boolq,do the runners up on survivor win money,"The Sole Survivor receives a cash prize of $1,000,000 prior to taxes and sometimes also re",True
categorical,bert-base-uncased,boolq,quant_base,2023-01-25 00:33:43.502142,True,[-0.76613975  0.8108061 ],79,boolq,is there a sequel to love finds a home,"Love Finds a Home is a Christian drama film, the eighth and final installment based on a s",False
categorical,bert-base-uncased,boolq,quant_base,2023-01-25 00:33:46.868096,False,[ 2.5752175 -2.4363406],80,boolq,will there be a second season of 11.22.63,"When asked about developing a sequel series, King stated ``I'd love to revisit Jake and Sa",False
categorical,bert-base-uncased,boolq,quant_base,2023-01-25 00:33:50.582939,True,[-1.8192142  1.664939 ],81,boolq,are there nuclear power plants in the us,Nuclear power in the United States is provided by 99 commercial reactors with a net capaci,True
categorical,bert-base-uncased,boolq,quant_base,2023-01-25 00:33:53.912794,True,[-0.48943135  0.5914305 ],82,boolq,is there a tiebreaker in final set at wimbledon,The tiebreak is sometimes not employed for the final set of a match and an advantage set i,False
categorical,bert-base-uncased,boolq,quant_base,2023-01-25 00:33:57.510405,True,[-0.84044373  0.81259865],83,boolq,were the twin towers the world trade center,"The original World Trade Center was a large complex of seven buildings in Lower Manhattan,",True
categorical,bert-base-uncased,boolq,quant_base,2023-01-25 00:34:00.687908,True,[-0.80245763  1.0252607 ],84,boolq,did deion sanders ever win a world series,"Sanders played football primarily at cornerback, but also as a kick returner, punt returne",False
categorical,bert-base-uncased,boolq,quant_base,2023-01-25 00:34:03.885037,True,[-0.2116631   0.41846845],85,boolq,is a german shepard the same as an alsatian,"The German Shepherd (German: Deutscher Schäferhund, German pronunciation: (ˈʃɛːfɐˌhʊnt)) i",True
categorical,bert-base-uncased,boolq,quant_base,2023-01-25 00:34:06.945960,True,[-0.61546034  0.53286624],86,boolq,does a frog jump out of boiling water,While some 19th-century experiments suggested that the underlying premise is true if the h,True
categorical,bert-base-uncased,boolq,quant_base,2023-01-25 00:34:10.275768,True,[-1.292421   1.2563449],87,boolq,is it possible to create mass from energy,"In high-energy particle colliders, matter creation events have yielded a wide variety of e",True
categorical,bert-base-uncased,boolq,quant_base,2023-01-25 00:34:13.074321,True,[-0.27387536  0.83298534],88,boolq,is there a movie with 0 on rotten tomatoes,"On the film review aggregation website Rotten Tomatoes, films that all surveyed critics co",True
categorical,bert-base-uncased,boolq,quant_base,2023-01-25 00:34:16.657518,False,[ 0.5412382 -0.5466092],89,boolq,is the jaguar s type rear wheel drive,"From model years 1999 to 2002, the rear-wheel-drive S-Type was equipped with either a five",True
categorical,bert-base-uncased,boolq,quant_base,2023-01-25 00:34:20.389912,False,[ 0.80579185 -0.866232  ],90,boolq,is a tablespoon bigger than a dessert spoon,"As a unit of culinary measure, a level dessertspoon (dstspn.) equals two teaspoons, or 10 ",True
categorical,bert-base-uncased,boolq,quant_base,2023-01-25 00:34:24.424323,False,[ 0.91535664 -0.73576504],91,boolq,is this the last season of bunk'd,"The series was renewed for a third season by Disney Channel on August 31, 2017. On June 1,",True
categorical,bert-base-uncased,boolq,quant_base,2023-01-25 00:34:27.909461,True,[-0.33898774  0.5856944 ],92,boolq,does the president live in the white house,The White House is the official residence and workplace of the President of the United Sta,True
categorical,bert-base-uncased,boolq,quant_base,2023-01-25 00:34:31.205293,True,[-0.5485514  0.8790057],93,boolq,does the dorsal root ganglion carry sensory input,"A dorsal root ganglion (or spinal ganglion) (also known as a posterior root ganglion), is ",True
categorical,bert-base-uncased,boolq,quant_base,2023-01-25 00:34:33.027980,False,[ 0.3608743  -0.30151495],94,boolq,is anne with an e filmed on pei,The series is filmed partially in Prince Edward Island as well as locations in Southern On,True
categorical,bert-base-uncased,boolq,quant_base,2023-01-25 00:34:36.007833,True,[-0.03546102  0.24395463],95,boolq,is angular frequency and angular velocity the same,Angular frequency (or angular speed) is the magnitude of the vector quantity angular veloc,False
categorical,bert-base-uncased,boolq,quant_base,2023-01-25 00:34:39.224145,True,[-2.222157   2.1006703],96,boolq,can someone die from a bullet shot in the air,Bullets fired into the air usually fall back with terminal velocities much lower than thei,True
categorical,bert-base-uncased,boolq,quant_base,2023-01-25 00:34:42.563538,False,[ 1.3722384 -1.2123103],97,boolq,is salt lake city the biggest city in utah,Salt Lake City (often shortened to Salt Lake and abbreviated as SLC) is the capital and th,True
categorical,bert-base-uncased,boolq,quant_base,2023-01-25 00:34:45.982013,True,[-1.3560759  1.403749 ],98,boolq,was chasing cars written for grey's anatomy,``Chasing Cars'' is a song by Northern Irish alternative rock band Snow Patrol. It was rel,False
categorical,bert-base-uncased,boolq,quant_base,2023-01-25 00:34:49.217529,False,[ 0.42949498 -0.53906894],99,boolq,did the girl in the lost world die,"On Isla Sorna, an island off the Pacific coast of Costa Rica, a young girl named Cathy Bow",False
categorical,bert-base-uncased,boolq,quant_base,2023-01-25 00:34:52.554087,True,[-2.505688   2.4875991],100,boolq,can you have too much oxygen in your body,"The result of breathing increased partial pressures of oxygen is hyperoxia, an excess of o",True
categorical,bert-base-uncased,boolq,quant_base,2023-01-25 00:34:55.357782,True,[-1.3175384  1.5112618],101,boolq,is northern ireland part of the great britain,The island is dominated by a maritime climate with quite narrow temperature differences be,False
categorical,bert-base-uncased,boolq,quant_base,2023-01-25 00:34:58.718646,True,[-3.0329695  3.1632025],102,boolq,has tampa ever been hit by a hurricane,"The storm brought strong winds to the Swan Islands, including hurricane-force winds on the",True
categorical,bert-base-uncased,boolq,quant_base,2023-01-25 00:35:02.480572,True,[-0.0143608   0.19704372],103,boolq,can anyone give last rites in an emergency,The Catholic Church sees the effects of the sacrament as follows: As the sacrament of Marr,False
categorical,bert-base-uncased,boolq,quant_base,2023-01-25 00:35:07.211889,True,[-1.8356862  2.028843 ],104,boolq,was there a draft in the revolutionary war,"Conscription in the United States, commonly known as the draft, has been employed by the f",True
categorical,bert-base-uncased,boolq,quant_base,2023-01-25 00:35:10.441195,True,[0.10313684 0.23149888],105,boolq,can you wear your letterman after high school,"While it is commonly done, removing one's letter from the letter jacket upon graduation is",True
categorical,bert-base-uncased,boolq,quant_base,2023-01-25 00:35:12.047787,False,[ 0.6925049  -0.31956315],106,boolq,do you pay tax on gambling winnings in australia,Gamblers' winnings in Australia are not taxed . There are 3 main reasons for that:,False
categorical,bert-base-uncased,boolq,quant_base,2023-01-25 00:35:15.344129,False,[ 1.5622957 -1.2745907],107,boolq,will there be a new spartacus season 5,"After the completion of the first season titled Spartacus: Blood and Sand, production for ",False
categorical,bert-base-uncased,boolq,quant_base,2023-01-25 00:35:18.252761,True,[-0.3235634   0.17708755],108,boolq,is scar alive in the lion king 2,"Scar makes a brief cameo appearance in the film in Simba's nightmare. In the nightmare, Si",False
categorical,bert-base-uncased,boolq,quant_base,2023-01-25 00:35:22.036584,True,[-0.31790632  0.49492624],109,boolq,is the dog from little rascals still alive,"Pete the Pup (original, 1924 -- June 1930; second Pete, September 9, 1929 -- January 28, 1",False
categorical,bert-base-uncased,boolq,quant_base,2023-01-25 00:35:27.260787,True,[-1.3896465  1.4734247],110,boolq,is journey 2 the mysterious island a sequel,Journey 2: The Mysterious Island is a 2012 American science fiction comedy adventure film ,True
categorical,bert-base-uncased,boolq,quant_base,2023-01-25 00:35:32.679993,True,[-0.16356373  0.2198929 ],111,boolq,can you cut the stock off a shotgun,The bank robber Clyde Barrow modified his Browning A-5 shotgun by cutting the barrel down ,True
categorical,bert-base-uncased,boolq,quant_base,2023-01-25 00:35:38.251683,True,[0.05582134 0.11566227],112,boolq,is all of new zealand in the same time zone,"Time in New Zealand, by law, is divided into two standard time zones. The main islands use",False
categorical,bert-base-uncased,boolq,quant_base,2023-01-25 00:35:42.856819,False,[ 0.5844448 -0.5240618],113,boolq,is powdered milk the same as milk powder,Powdered milk or dried milk is a manufactured dairy product made by evaporating milk to dr,True
categorical,bert-base-uncased,boolq,quant_base,2023-01-25 00:35:47.365774,True,[-0.64273626  1.0916263 ],114,boolq,does the united states have a federal system of government,The Federal Government of the United States (U.S. Federal Government) is the national gove,True
categorical,bert-base-uncased,boolq,quant_base,2023-01-25 00:35:52.429569,True,[-0.31654724  0.57536876],115,boolq,is a father in law considered a relative,A parent-in-law is a person who has a legal affinity with another by being the parent of t,True
categorical,bert-base-uncased,boolq,quant_base,2023-01-25 00:35:56.226002,True,[-2.242367  2.507759],116,boolq,is david from love it or list it a real realtor,David Visentin (born 1965) is a Canadian actor and realtor. He is best known as one of the,True
categorical,bert-base-uncased,boolq,quant_base,2023-01-25 00:36:03.077500,True,[-2.1725402  2.531655 ],117,boolq,have the capitals ever win the stanley cup,"The Capitals were founded in 1974 as an expansion franchise, alongside the Kansas City Sco",True
categorical,bert-base-uncased,boolq,quant_base,2023-01-25 00:36:10.251532,True,[-0.09290768  0.16977933],118,boolq,is the united states a part of the european union,Relations between the United States of America (US) and the European Union (EU) are the bi,False
categorical,bert-base-uncased,boolq,quant_base,2023-01-25 00:36:17.332781,False,[ 1.1196941 -0.8157534],119,boolq,is a title and registration the same thing,"In the United Kingdom, there is not an equivalent of a vehicle title. Instead, there is a ",True
categorical,bert-base-uncased,boolq,quant_base,2023-01-25 00:36:23.264114,True,[-1.8955826  2.118855 ],120,boolq,are st bernards and bernese mountain dogs related,"The breed is strikingly similar to the English Mastiff, with which it shares a common ance",True
categorical,bert-base-uncased,boolq,quant_base,2023-01-25 00:36:30.270294,True,[-1.360463   1.5496716],121,boolq,is there any train between india and pakistan,"The Samjhauta Express (Hindi: समझौता एक्सप्रेस, Punjabi language: ਸਮਝੌਤਾ ਐਕਸਪ੍ਰੈਸ, Urdu: س",True
categorical,bert-base-uncased,boolq,quant_base,2023-01-25 00:36:37.383712,True,[-1.4361017  1.7087525],122,boolq,are public limited companies in the private sector,A public limited company (legally abbreviated to plc) is a type of public company under th,False
categorical,bert-base-uncased,boolq,quant_base,2023-01-25 00:36:44.436276,True,[-0.9421137  1.1202654],123,boolq,is health care free in the united states,"In 2013, 64% of health spending was paid for by the government, and funded via programs su",False
categorical,bert-base-uncased,boolq,quant_base,2023-01-25 00:36:50.955678,True,[-1.6902248  1.5390552],124,boolq,were there any survivors in the pompeii eruption,"Temples, houses, bridges, and roads were destroyed. It is believed that almost all buildin",True
categorical,bert-base-uncased,boolq,quant_base,2023-01-25 00:36:56.550440,False,[ 1.0815313 -0.9549972],125,boolq,can one travel faster than the speed of light,"According to the current scientific theories, matter is required to travel at slower-than-",False
