skill,reader,adapter,modelname,timestamp,answer,logits_answer,data_id,dataset,question,context,answer_dataset
categorical,bert-base-uncased,boolq,base,2023-01-25 00:29:57.285914,False,[ 2.2702942 -2.2001896],11,boolq,is the show bloodline based on a true story,Bloodline was announced in October 2014 as part of a partnership between Netflix and Sony ,False
categorical,bert-base-uncased,boolq,base,2023-01-25 00:30:01.429863,True,[-0.39647004  0.46960866],12,boolq,is it bad to wash your hair with shower gel,"Shower gels for men may contain the ingredient menthol, which gives a cooling and stimulat",True
categorical,bert-base-uncased,boolq,base,2023-01-25 00:30:05.114639,True,[-0.15143338  0.15505023],13,boolq,is the liver part of the excretory system,"The liver detoxifies and breaks down chemicals, poisons and other toxins that enter the bo",True
categorical,bert-base-uncased,boolq,base,2023-01-25 00:30:09.017302,True,[-2.1474018  2.1479714],14,boolq,is fantastic beasts and where to find them a prequel,Fantastic Beasts and Where to Find Them is a 2016 fantasy film directed by David Yates. A ,True
categorical,bert-base-uncased,boolq,base,2023-01-25 00:30:12.594626,False,[ 0.5077502  -0.36595365],15,boolq,will there be a season 8 of vampire diaries,"The Vampire Diaries, an American supernatural drama, was renewed for an eighth season by T",True
categorical,bert-base-uncased,boolq,base,2023-01-25 00:30:15.663272,False,[ 1.1116639 -1.2330843],16,boolq,was the movie strangers based on a true story,The Strangers is a 2008 American slasher film written and directed by Bryan Bertino. Krist,True
categorical,bert-base-uncased,boolq,base,2023-01-25 00:30:19.487040,True,[-1.5077794  1.6406783],17,boolq,is durham university part of the russell group,"In March 2012 it was announced that four universities -- Durham, Exeter, Queen Mary Univer",True
categorical,bert-base-uncased,boolq,base,2023-01-25 00:30:23.424183,False,[ 0.8964487 -0.7004557],18,boolq,is the tv show the resident over for the season,The Resident is an American medical drama television series aired by Fox Broadcasting Comp,True
categorical,bert-base-uncased,boolq,base,2023-01-25 00:30:27.297164,True,[-1.2675315  1.4410695],19,boolq,does magnesium citrate have citric acid in it,Magnesium citrate is a magnesium preparation in salt form with citric acid in a 1:1 ratio ,True
categorical,bert-base-uncased,boolq,base,2023-01-25 00:30:31.345106,False,[ 0.25071904 -0.23394735],20,boolq,does p o box come before street address,"Street Addressing will have the same street address of the post office, plus a ``unit numb",False
categorical,bert-base-uncased,boolq,base,2023-01-25 00:30:35.025856,True,[-0.94251496  1.1681333 ],21,boolq,does a spark plug keep an engine running,"A spark plug (sometimes, in British English, a sparking plug, and, colloquially, a plug) i",True
categorical,bert-base-uncased,boolq,base,2023-01-25 00:30:38.556655,False,[ 0.555168   -0.50385416],22,boolq,is a cape and a cloak the same,"Ladies may wear a long (over the shoulders or to ankles) cloak usually called a cape, or a",True
categorical,bert-base-uncased,boolq,base,2023-01-25 00:30:42.371115,True,[-1.1937418  1.3936521],23,boolq,does it cost money to renounce us citizenship,"Renunciation of U.S. citizenship was free until July 2010, at which time a fee of $450 was",True
categorical,bert-base-uncased,boolq,base,2023-01-25 00:30:45.927239,True,[-0.52601993  0.58086646],24,boolq,is a fire 7 the same as a kindle,"The Fire Tablet, formerly called the Kindle Fire, is a tablet computer developed by Amazon",True
categorical,bert-base-uncased,boolq,base,2023-01-25 00:30:49.380041,True,[-2.729113  2.863657],25,boolq,can you drink alcohol with your parents in wisconsin,"The drinking age in Wisconsin is 21. Those under the legal drinking age may be served, pos",True
categorical,bert-base-uncased,boolq,base,2023-01-25 00:30:53.610994,True,[-1.0657544  1.3297333],26,boolq,do penguins have feathers arising from the epidermis,Contour feathers are not uniformly distributed on the skin of the bird except in some grou,True
categorical,bert-base-uncased,boolq,base,2023-01-25 00:30:57.584700,True,[0.00251286 0.26714385],27,boolq,do you need to break in a car,A new engine is broken in by following specific driving guidelines during the first few ho,False
categorical,bert-base-uncased,boolq,base,2023-01-25 00:31:01.468324,True,[-0.6669036   0.85124105],28,boolq,is the enchanted forest in oregon still open,"The Enchanted Forest is an amusement park located in Turner in the U.S. state of Oregon, n",True
categorical,bert-base-uncased,boolq,base,2023-01-25 00:31:05.111748,True,[-0.10240095  0.4040112 ],29,boolq,is there a golf course at the indy 500,"On the grounds of the speedway is the Indianapolis Motor Speedway Museum, which opened in ",True
categorical,bert-base-uncased,boolq,base,2023-01-25 00:31:08.942171,True,[-1.8119829  1.5496228],30,boolq,does deadpool have a kid in the comics,"As part of Marvel's Marvel NOW! initiative a new Deadpool ongoing series was launched, wri",True
categorical,bert-base-uncased,boolq,base,2023-01-25 00:31:12.433629,True,[-1.3801495  1.4272702],31,boolq,do they still make benson & hedges cigarettes,Benson & Hedges is a British brand of cigarettes owned by either Philip Morris Internation,True
categorical,bert-base-uncased,boolq,base,2023-01-25 00:31:16.005528,False,[ 1.0657804 -0.7046809],32,boolq,is federal income tax the same as social security,The Commonwealth government has its own tax laws and Puerto Ricans are also required to pa,False
categorical,bert-base-uncased,boolq,base,2023-01-25 00:31:19.616758,True,[-0.23435657  0.5007306 ],33,boolq,is an engine speed sensor the same as a crankshaft sensor,The crank sensor can be used in combination with a similar camshaft position sensor to mon,True
categorical,bert-base-uncased,boolq,base,2023-01-25 00:31:23.133002,True,[-0.782861    0.89248395],34,boolq,is indiana jones temple of doom a prequel,Indiana Jones and the Temple of Doom is a 1984 American action-adventure film directed by ,True
categorical,bert-base-uncased,boolq,base,2023-01-25 00:31:27.250758,True,[-2.4198663  2.2106419],35,boolq,is there any next part of avengers infinity war,"The untitled Avengers film, colloquially referred to as Avengers 4, is an upcoming America",True
categorical,bert-base-uncased,boolq,base,2023-01-25 00:31:31.451773,False,[ 1.127267  -0.8541135],36,boolq,is the toyota highlander on a truck frame,Announced in April 2000 at the New York Auto Show and arriving in late 2000 in Japan and J,False
categorical,bert-base-uncased,boolq,base,2023-01-25 00:31:36.056371,True,[-1.4215807  1.6858369],37,boolq,is it legal to do a cover of a song,"Since the Copyright Act of 1909, United States musicians have had the right to record a ve",True
categorical,bert-base-uncased,boolq,base,2023-01-25 00:31:40.336913,True,[-1.637734   1.7633799],38,boolq,can carbon form polar covalent bonds with hydrogen,The carbon-hydrogen bond (C--H bond) is a bond between carbon and hydrogen atoms that can ,False
categorical,bert-base-uncased,boolq,base,2023-01-25 00:31:44.031657,False,[ 2.9978056 -2.8193944],39,boolq,is there a sequel to the movie the golden compass,"In 2011, Philip Pullman remarked at the British Humanist Association annual conference tha",False
categorical,bert-base-uncased,boolq,base,2023-01-25 00:31:48.366041,True,[-0.8006758  1.2798887],40,boolq,is columbus day a national holiday in the united states,Columbus Day is a national holiday in many countries of the Americas and elsewhere which o,True
categorical,bert-base-uncased,boolq,base,2023-01-25 00:31:52.390763,False,[ 0.78474814 -0.635517  ],41,boolq,are new balance and nike the same company,"New Balance maintains a manufacturing presence in the United States, as well as in the Uni",False
categorical,bert-base-uncased,boolq,base,2023-01-25 00:31:55.937004,True,[-0.41078895  0.72332025],42,boolq,is there an interstate that goes coast to coast,U.S. Highway 20 (US 20) is an east--west United States highway that stretches from the Pac,True
categorical,bert-base-uncased,boolq,base,2023-01-25 00:31:59.117019,False,[ 2.1914196 -2.0463438],43,boolq,is pureed tomatoes the same as tomato sauce,Tomato purée is a thick liquid made by cooking and straining tomatoes. The difference betw,False
categorical,bert-base-uncased,boolq,base,2023-01-25 00:32:02.402931,True,[-2.2888017  2.119832 ],44,boolq,can there be a word without a vowel,English orthography typically represents vowel sounds with the five conventional vowel let,True
categorical,bert-base-uncased,boolq,base,2023-01-25 00:32:05.720458,False,[0.12558413 0.05069926],45,boolq,does only the winner get money on tipping point,"Tipping Point is a British television game show which began airing on ITV on 2 July 2012, ",True
categorical,bert-base-uncased,boolq,base,2023-01-25 00:32:08.928082,True,[-3.1334548  3.2939453],46,boolq,is there such a thing as a turkey vulture,"The turkey vulture (Cathartes aura), also known in some North American regions as the turk",True
categorical,bert-base-uncased,boolq,base,2023-01-25 00:32:12.011390,True,[-1.2750762  1.0771939],47,boolq,has anyone hit a hole in one on a par 5,"As of October 2008, a condor (four under par) hole-in-one on a par 5 hole had been recorde",True
categorical,bert-base-uncased,boolq,base,2023-01-25 00:32:15.299096,True,[-2.2136178  2.3987365],48,boolq,do the jets and giants share a stadium,"MetLife Stadium is an American sports stadium located in East Rutherford, New Jersey, 8 mi",True
categorical,bert-base-uncased,boolq,base,2023-01-25 00:32:18.955600,True,[-0.4402652  0.5665806],49,boolq,is the us womens soccer team in the world cup,"After the defeat in the 2016 Olympics, the USWNT underwent a year of experimentation which",True
categorical,bert-base-uncased,boolq,base,2023-01-25 00:32:22.538946,True,[-0.99491745  1.0681841 ],50,boolq,can an african team win the world cup,"Association football is the most popular sport in nearly every African country, and 13 mem",True
categorical,bert-base-uncased,boolq,base,2023-01-25 00:32:26.151977,True,[-1.6630112  1.7487899],51,boolq,can a hammer be used as a weapon,Many martial arts employ the use of common objects as weapons; Filipino martial arts such ,True
categorical,bert-base-uncased,boolq,base,2023-01-25 00:32:30.296695,False,[ 0.98255914 -0.6218868 ],52,boolq,do they still have fox hunts in england,"Fox hunting with hounds, as a formalised activity, originated in England in the sixteenth ",False
categorical,bert-base-uncased,boolq,base,2023-01-25 00:32:34.046598,True,[0.06451786 0.32949716],53,boolq,can you wear short sleeve shirt with asu jacket,The ASU includes a midnight blue coat and low waist trousers for male soldiers; and a midn,True
categorical,bert-base-uncased,boolq,base,2023-01-25 00:32:37.315313,False,[ 1.1912583  -0.98809856],54,boolq,has wisconsin ever been in the little league world series,This is the list of U.S. states that have participated in the Little League World Series. ,False
categorical,bert-base-uncased,boolq,base,2023-01-25 00:32:41.243337,True,[-1.07346   1.096008],55,boolq,does damon and elena get together in season 3,"In the third season, Damon helps Elena in bringing his brother, Stefan, back to Mystic Fal",False
categorical,bert-base-uncased,boolq,base,2023-01-25 00:32:44.609925,True,[-2.738658  2.795721],56,boolq,is there a player in the nfl missing a hand,"Shaquem Alphonso Griffin /ʃəˈkiːm/ (born July 20, 1995) is an American football linebacker",True
categorical,bert-base-uncased,boolq,base,2023-01-25 00:32:47.644660,False,[ 0.7173001 -0.7451038],57,boolq,is the other boleyn girl part of a series,"The novel was followed by a sequel called The Queen's Fool, set during the reign of Henry'",True
categorical,bert-base-uncased,boolq,base,2023-01-25 00:32:50.596625,False,[ 0.5234334 -0.4242866],58,boolq,is there a group called the five heartbeats,"To promote the film prior to its release, Townsend, along with the other actors who portra",False
categorical,bert-base-uncased,boolq,base,2023-01-25 00:32:53.620344,True,[-0.8241344   0.82913053],59,boolq,is mount everest a part of the himalayas,"The Himalayan range has many of the Earth's highest peaks, including the highest, Mount Ev",True
categorical,bert-base-uncased,boolq,base,2023-01-25 00:32:56.641663,True,[-2.6817956  2.787887 ],60,boolq,can an emt-basic start an iv,EMT-I/85 is a level of EMT-I training formulated by the National Registry of Emergency Med,False
categorical,bert-base-uncased,boolq,base,2023-01-25 00:32:59.222393,True,[-1.9048663  2.075935 ],61,boolq,has no 1 court at wimbledon got a roof,"In April 2013, the All England Club confirmed its intention to build a retractable roof ov",False
categorical,bert-base-uncased,boolq,base,2023-01-25 00:33:02.267444,True,[-1.4880334  1.6240624],62,boolq,has anyone come back from 3-0 in the nba finals,The following is the list of teams to overcome 3--1 series deficits by winning three strai,False
categorical,bert-base-uncased,boolq,base,2023-01-25 00:33:05.208468,True,[-0.337401   0.5881252],63,boolq,do radio waves travel at the speed of light,Radio waves are a type of electromagnetic radiation with wavelengths in the electromagneti,True
categorical,bert-base-uncased,boolq,base,2023-01-25 00:33:07.965859,True,[-1.5525436  1.5730889],64,boolq,did anyone from the 1980 us hockey team play in the nhl,"Of the 20 players on Team USA, 13 eventually played in the NHL. Five of them went on to pl",True
categorical,bert-base-uncased,boolq,base,2023-01-25 00:33:10.908965,False,[ 1.3543538 -1.1781572],65,boolq,do all triangles have at least two acute angles,An acute triangle is a triangle with all three angles acute (less than 90°). An obtuse tri,True
categorical,bert-base-uncased,boolq,base,2023-01-25 00:33:13.780156,True,[-1.0439762  1.2387244],66,boolq,is baylor and mary hardin baylor the same school,The University of Mary Hardin--Baylor (UMHB) is a Christian co-educational institution of ,True
categorical,bert-base-uncased,boolq,base,2023-01-25 00:33:16.832432,False,[ 1.1861018  -0.96156657],67,boolq,can you get the death penalty as a minor,"Capital punishment for juveniles in the United States existed until March 1, 2005, when th",False
categorical,bert-base-uncased,boolq,base,2023-01-25 00:33:20.606339,False,[ 1.9197413 -1.7171935],68,boolq,did indian football team qualified for fifa 2018,"India has never participated in the FIFA World Cup, although the team did qualify by defau",False
categorical,bert-base-uncased,boolq,base,2023-01-25 00:33:24.584647,True,[-1.0666178  1.2806154],69,boolq,are t rex and tyrannosaurus rex the same,Tyrannosaurus is a genus of coelurosaurian theropod dinosaur. The species Tyrannosaurus re,True
categorical,bert-base-uncased,boolq,base,2023-01-25 00:33:28.142372,True,[-0.54575175  0.7896473 ],70,boolq,is the old panama canal still in use,"The new locks opened for commercial traffic on 26 June 2016, and the first ship to cross t",True
categorical,bert-base-uncased,boolq,base,2023-01-25 00:33:31.572163,True,[-0.54520035  0.83727384],71,boolq,do you need a pal to possess ammunition,A possession and acquisition licence is a licence that allows individuals in Canada to pos,True
categorical,bert-base-uncased,boolq,base,2023-01-25 00:33:35.280853,False,[ 0.71983105 -0.59607434],72,boolq,do blue and pink cotton candy taste the same,"Typically, once spun, cotton candy is only marketed by color. Absent a clear name other th",False
categorical,bert-base-uncased,boolq,base,2023-01-25 00:33:38.996922,True,[-0.98067844  1.2337041 ],73,boolq,did to kill a mockingbird win an academy award,The film received overwhelmingly positive reviews from critics and was a box-office succes,True
categorical,bert-base-uncased,boolq,base,2023-01-25 00:33:42.673595,True,[-3.0499802  3.177823 ],74,boolq,is there such a thing as a floating island,"A floating island is a mass of floating aquatic plants, mud, and peat ranging in thickness",True
categorical,bert-base-uncased,boolq,base,2023-01-25 00:33:46.344773,True,[-1.1061755  1.2609439],75,boolq,do female ferrets die if they don't mate,"Males, if not neutered, are extremely musky. It is considered preferable to delay neuterin",True
categorical,bert-base-uncased,boolq,base,2023-01-25 00:33:50.288313,True,[-1.881543   2.1199608],76,boolq,will all xbox 360 games work on xbox one,The Xbox One gaming console has received updates from Microsoft since its launch in 2013 t,False
categorical,bert-base-uncased,boolq,base,2023-01-25 00:33:53.677242,False,[ 1.085483   -0.95894593],77,boolq,is there a right and left brachiocephalic artery,"There is no brachiocephalic artery for the left side of the body. The left common carotid,",False
categorical,bert-base-uncased,boolq,base,2023-01-25 00:33:57.578633,True,[-1.2708803  1.2859083],78,boolq,do the runners up on survivor win money,"The Sole Survivor receives a cash prize of $1,000,000 prior to taxes and sometimes also re",True
categorical,bert-base-uncased,boolq,base,2023-01-25 00:34:00.900491,True,[-0.8043587  0.8501303],79,boolq,is there a sequel to love finds a home,"Love Finds a Home is a Christian drama film, the eighth and final installment based on a s",False
categorical,bert-base-uncased,boolq,base,2023-01-25 00:34:04.198415,False,[ 2.5471933 -2.3883553],80,boolq,will there be a second season of 11.22.63,"When asked about developing a sequel series, King stated ``I'd love to revisit Jake and Sa",False
categorical,bert-base-uncased,boolq,base,2023-01-25 00:34:07.488091,True,[-1.7996422  1.6546092],81,boolq,are there nuclear power plants in the us,Nuclear power in the United States is provided by 99 commercial reactors with a net capaci,True
categorical,bert-base-uncased,boolq,base,2023-01-25 00:34:11.170887,True,[-0.4709587  0.5651883],82,boolq,is there a tiebreaker in final set at wimbledon,The tiebreak is sometimes not employed for the final set of a match and an advantage set i,False
categorical,bert-base-uncased,boolq,base,2023-01-25 00:34:14.751801,True,[-0.8719342  0.8368359],83,boolq,were the twin towers the world trade center,"The original World Trade Center was a large complex of seven buildings in Lower Manhattan,",True
categorical,bert-base-uncased,boolq,base,2023-01-25 00:34:18.636484,True,[-0.81358844  1.0407724 ],84,boolq,did deion sanders ever win a world series,"Sanders played football primarily at cornerback, but also as a kick returner, punt returne",False
categorical,bert-base-uncased,boolq,base,2023-01-25 00:34:22.828660,True,[-0.270734    0.48172703],85,boolq,is a german shepard the same as an alsatian,"The German Shepherd (German: Deutscher Schäferhund, German pronunciation: (ˈʃɛːfɐˌhʊnt)) i",True
categorical,bert-base-uncased,boolq,base,2023-01-25 00:34:26.886718,True,[-0.6029853   0.51484853],86,boolq,does a frog jump out of boiling water,While some 19th-century experiments suggested that the underlying premise is true if the h,True
categorical,bert-base-uncased,boolq,base,2023-01-25 00:34:30.418029,True,[-1.3021377  1.2709441],87,boolq,is it possible to create mass from energy,"In high-energy particle colliders, matter creation events have yielded a wide variety of e",True
categorical,bert-base-uncased,boolq,base,2023-01-25 00:34:33.539216,True,[-0.2655117   0.81648964],88,boolq,is there a movie with 0 on rotten tomatoes,"On the film review aggregation website Rotten Tomatoes, films that all surveyed critics co",True
categorical,bert-base-uncased,boolq,base,2023-01-25 00:34:36.728329,False,[ 0.56048435 -0.56635386],89,boolq,is the jaguar s type rear wheel drive,"From model years 1999 to 2002, the rear-wheel-drive S-Type was equipped with either a five",True
categorical,bert-base-uncased,boolq,base,2023-01-25 00:34:40.321443,False,[ 0.75798315 -0.8321129 ],90,boolq,is a tablespoon bigger than a dessert spoon,"As a unit of culinary measure, a level dessertspoon (dstspn.) equals two teaspoons, or 10 ",True
categorical,bert-base-uncased,boolq,base,2023-01-25 00:34:43.838353,False,[ 0.8610195  -0.67713064],91,boolq,is this the last season of bunk'd,"The series was renewed for a third season by Disney Channel on August 31, 2017. On June 1,",True
categorical,bert-base-uncased,boolq,base,2023-01-25 00:34:47.351817,True,[-0.27748892  0.5265662 ],92,boolq,does the president live in the white house,The White House is the official residence and workplace of the President of the United Sta,True
categorical,bert-base-uncased,boolq,base,2023-01-25 00:34:50.809747,True,[-0.59940845  0.92028093],93,boolq,does the dorsal root ganglion carry sensory input,"A dorsal root ganglion (or spinal ganglion) (also known as a posterior root ganglion), is ",True
categorical,bert-base-uncased,boolq,base,2023-01-25 00:34:52.577918,False,[ 0.44856018 -0.39902008],94,boolq,is anne with an e filmed on pei,The series is filmed partially in Prince Edward Island as well as locations in Southern On,True
categorical,bert-base-uncased,boolq,base,2023-01-25 00:34:55.525254,True,[-0.06884728  0.2926067 ],95,boolq,is angular frequency and angular velocity the same,Angular frequency (or angular speed) is the magnitude of the vector quantity angular veloc,False
categorical,bert-base-uncased,boolq,base,2023-01-25 00:34:59.020265,True,[-2.206959  2.09566 ],96,boolq,can someone die from a bullet shot in the air,Bullets fired into the air usually fall back with terminal velocities much lower than thei,True
categorical,bert-base-uncased,boolq,base,2023-01-25 00:35:03.005348,False,[ 1.4231231 -1.2469931],97,boolq,is salt lake city the biggest city in utah,Salt Lake City (often shortened to Salt Lake and abbreviated as SLC) is the capital and th,True
categorical,bert-base-uncased,boolq,base,2023-01-25 00:35:07.932320,True,[-1.3289038  1.3890795],98,boolq,was chasing cars written for grey's anatomy,``Chasing Cars'' is a song by Northern Irish alternative rock band Snow Patrol. It was rel,False
categorical,bert-base-uncased,boolq,base,2023-01-25 00:35:11.166299,False,[ 0.45460474 -0.57432127],99,boolq,did the girl in the lost world die,"On Isla Sorna, an island off the Pacific coast of Costa Rica, a young girl named Cathy Bow",False
categorical,bert-base-uncased,boolq,base,2023-01-25 00:35:14.556456,True,[-2.457647   2.4511268],100,boolq,can you have too much oxygen in your body,"The result of breathing increased partial pressures of oxygen is hyperoxia, an excess of o",True
categorical,bert-base-uncased,boolq,base,2023-01-25 00:35:17.790948,True,[-1.2683516  1.4631793],101,boolq,is northern ireland part of the great britain,The island is dominated by a maritime climate with quite narrow temperature differences be,False
categorical,bert-base-uncased,boolq,base,2023-01-25 00:35:21.945170,True,[-2.9867573  3.1226895],102,boolq,has tampa ever been hit by a hurricane,"The storm brought strong winds to the Swan Islands, including hurricane-force winds on the",True
categorical,bert-base-uncased,boolq,base,2023-01-25 00:35:27.361320,True,[0.01932543 0.15056272],103,boolq,can anyone give last rites in an emergency,The Catholic Church sees the effects of the sacrament as follows: As the sacrament of Marr,False
categorical,bert-base-uncased,boolq,base,2023-01-25 00:35:33.168527,True,[-1.8359065  2.0255184],104,boolq,was there a draft in the revolutionary war,"Conscription in the United States, commonly known as the draft, has been employed by the f",True
categorical,bert-base-uncased,boolq,base,2023-01-25 00:35:39.030692,True,[0.11459047 0.22961566],105,boolq,can you wear your letterman after high school,"While it is commonly done, removing one's letter from the letter jacket upon graduation is",True
categorical,bert-base-uncased,boolq,base,2023-01-25 00:35:41.265832,False,[ 0.76591116 -0.3800868 ],106,boolq,do you pay tax on gambling winnings in australia,Gamblers' winnings in Australia are not taxed . There are 3 main reasons for that:,False
categorical,bert-base-uncased,boolq,base,2023-01-25 00:35:46.321732,False,[ 1.505512  -1.2246716],107,boolq,will there be a new spartacus season 5,"After the completion of the first season titled Spartacus: Blood and Sand, production for ",False
categorical,bert-base-uncased,boolq,base,2023-01-25 00:35:51.790300,True,[-0.27942857  0.13232453],108,boolq,is scar alive in the lion king 2,"Scar makes a brief cameo appearance in the film in Simba's nightmare. In the nightmare, Si",False
categorical,bert-base-uncased,boolq,base,2023-01-25 00:35:55.908776,True,[-0.24873075  0.42916656],109,boolq,is the dog from little rascals still alive,"Pete the Pup (original, 1924 -- June 1930; second Pete, September 9, 1929 -- January 28, 1",False
categorical,bert-base-uncased,boolq,base,2023-01-25 00:36:03.203505,True,[-1.3782207  1.4660151],110,boolq,is journey 2 the mysterious island a sequel,Journey 2: The Mysterious Island is a 2012 American science fiction comedy adventure film ,True
categorical,bert-base-uncased,boolq,base,2023-01-25 00:36:10.867197,True,[-0.26057246  0.31145322],111,boolq,can you cut the stock off a shotgun,The bank robber Clyde Barrow modified his Browning A-5 shotgun by cutting the barrel down ,True
categorical,bert-base-uncased,boolq,base,2023-01-25 00:36:18.034121,True,[0.06440553 0.10421674],112,boolq,is all of new zealand in the same time zone,"Time in New Zealand, by law, is divided into two standard time zones. The main islands use",False
categorical,bert-base-uncased,boolq,base,2023-01-25 00:36:24.401879,False,[ 0.54401916 -0.49024364],113,boolq,is powdered milk the same as milk powder,Powdered milk or dried milk is a manufactured dairy product made by evaporating milk to dr,True
categorical,bert-base-uncased,boolq,base,2023-01-25 00:36:31.961409,True,[-0.60282564  1.0411597 ],114,boolq,does the united states have a federal system of government,The Federal Government of the United States (U.S. Federal Government) is the national gove,True
categorical,bert-base-uncased,boolq,base,2023-01-25 00:36:39.561292,True,[-0.29270193  0.5544289 ],115,boolq,is a father in law considered a relative,A parent-in-law is a person who has a legal affinity with another by being the parent of t,True
categorical,bert-base-uncased,boolq,base,2023-01-25 00:36:46.839284,True,[-2.2467752  2.5211434],116,boolq,is david from love it or list it a real realtor,David Visentin (born 1965) is a Canadian actor and realtor. He is best known as one of the,True
categorical,bert-base-uncased,boolq,base,2023-01-25 00:36:53.520281,True,[-2.1486988  2.4976404],117,boolq,have the capitals ever win the stanley cup,"The Capitals were founded in 1974 as an expansion franchise, alongside the Kansas City Sco",True
categorical,bert-base-uncased,boolq,base,2023-01-25 00:36:59.809158,True,[-0.01553384  0.11226258],118,boolq,is the united states a part of the european union,Relations between the United States of America (US) and the European Union (EU) are the bi,False
categorical,bert-base-uncased,boolq,base,2023-01-25 00:37:05.500974,False,[ 1.0849147 -0.7939659],119,boolq,is a title and registration the same thing,"In the United Kingdom, there is not an equivalent of a vehicle title. Instead, there is a ",True
categorical,bert-base-uncased,boolq,base,2023-01-25 00:37:09.933502,True,[-1.8676997  2.102552 ],120,boolq,are st bernards and bernese mountain dogs related,"The breed is strikingly similar to the English Mastiff, with which it shares a common ance",True
categorical,bert-base-uncased,boolq,base,2023-01-25 00:37:14.793220,True,[-1.389861   1.5777404],121,boolq,is there any train between india and pakistan,"The Samjhauta Express (Hindi: समझौता एक्सप्रेस, Punjabi language: ਸਮਝੌਤਾ ਐਕਸਪ੍ਰੈਸ, Urdu: س",True
categorical,bert-base-uncased,boolq,base,2023-01-25 00:37:19.533781,True,[-1.437082   1.7113534],122,boolq,are public limited companies in the private sector,A public limited company (legally abbreviated to plc) is a type of public company under th,False
categorical,bert-base-uncased,boolq,base,2023-01-25 00:37:24.328371,True,[-0.92041975  1.0987462 ],123,boolq,is health care free in the united states,"In 2013, 64% of health spending was paid for by the government, and funded via programs su",False
categorical,bert-base-uncased,boolq,base,2023-01-25 00:37:29.116699,True,[-1.6828258  1.5251004],124,boolq,were there any survivors in the pompeii eruption,"Temples, houses, bridges, and roads were destroyed. It is believed that almost all buildin",True
categorical,bert-base-uncased,boolq,base,2023-01-25 00:37:34.126930,False,[ 1.0805852 -0.9538617],125,boolq,can one travel faster than the speed of light,"According to the current scientific theories, matter is required to travel at slower-than-",False
categorical,bert-base-uncased,boolq,base,2023-01-25 00:37:37.808974,False,[ 2.7280767 -2.5129414],126,boolq,is there going to be another golden compass movie,"In 2011, Philip Pullman remarked at the British Humanist Association annual conference tha",False
categorical,bert-base-uncased,boolq,base,2023-01-25 00:37:42.041201,False,[ 0.9038795 -0.5466499],127,boolq,did ireland qualify for the 2018 world cup,"The group winners, Serbia, qualified directly for the 2018 FIFA World Cup. The group runne",False
categorical,bert-base-uncased,boolq,base,2023-01-25 00:37:46.727907,True,[-0.96361667  1.1975304 ],128,boolq,can you sell a gun privately in florida,As state law on waiting periods and background checks do not apply to sales by non-license,True
categorical,bert-base-uncased,boolq,base,2023-01-25 00:37:51.929388,False,[ 0.5034247 -0.7332839],129,boolq,does the little girl die in man on fire,"Using the information provided by Creasy, The Voice's identity is revealed by Manzano to b",False
